.thisRepN,.thisTrialN,.thisN,.thisIndex,.thisTrial,Block Number,Key pressed,Category,Correct?,Int Match?,Int Response,Int Correct?,Line Accuracy,Interference Accuracy,Matching Interferences,New instruction shown?,Buttons switched?,Fast?,gender,age,
0,0,0,6,6,1,['k'],['k'],Y,,,,,,,,,,F,21,
0,1,1,10,10,1,['k'],['k'],Y,,,,,,,,,,F,21,
0,2,2,0,0,1,['d'],['d'],Y,Y,['space'],Y,,,,,,,F,21,
0,3,3,12,12,1,['k'],['d'],N,N,None,Y,,,,,,,F,21,
0,4,4,8,8,1,['k'],['k'],Y,N,None,Y,,,,,,,F,21,
0,5,5,12,12,1,['d'],['d'],Y,N,None,Y,,,,,,,F,21,
0,6,6,7,7,1,['d'],['d'],Y,Y,None,N,,,,,,,F,21,
0,7,7,0,0,1,['k'],['k'],Y,N,None,Y,,,,,,,F,21,
0,8,8,11,11,1,['k'],['k'],Y,Y,['space'],Y,,,,,,,F,21,
0,9,9,5,5,1,['k'],['k'],Y,N,None,Y,,,,,,,F,21,
0,10,10,3,3,1,['k'],['k'],Y,Y,['space'],Y,,,,,,,F,21,
0,11,11,7,7,1,['k'],['d'],N,Y,['space'],Y,,,,,,,F,21,
0,12,12,6,6,1,['k'],['k'],Y,N,['space'],N,,,,,,,F,21,
0,13,13,6,6,1,['d'],['d'],Y,Y,['space'],Y,,,,,,,F,21,
0,14,14,2,2,1,['k'],['k'],Y,N,None,Y,,,,,,,F,21,
1,0,15,9,9,1,['k'],['k'],Y,N,None,Y,,,,,,,F,21,
1,1,16,9,9,1,['d'],['d'],Y,Y,['space'],Y,,,,,,,F,21,
1,2,17,14,14,1,['k'],['k'],Y,N,None,Y,,,,,,,F,21,
1,3,18,7,7,1,['k'],['d'],N,N,None,Y,,,,,,,F,21,
1,4,19,13,13,1,['k'],['k'],Y,N,['space'],N,,,,,,,F,21,
1,5,20,10,10,1,['k'],['d'],N,Y,['space'],Y,,,,,,,F,21,
1,6,21,6,6,1,['d'],['k'],N,Y,None,N,,,,,,,F,21,
1,7,22,12,12,1,['k'],['k'],Y,Y,['space'],Y,,,,,,,F,21,
1,8,23,7,7,1,['k'],['d'],N,Y,['space'],Y,,,,,,,F,21,
1,9,24,6,6,1,['k'],['k'],Y,Y,['space'],Y,,,,,,,F,21,
1,10,25,7,7,1,['k'],['k'],Y,N,None,Y,,,,,,,F,21,
1,11,26,12,12,1,['d'],['d'],Y,N,None,Y,,,,,,,F,21,
1,12,27,10,10,1,['k'],['d'],N,N,None,Y,,,,,,,F,21,
1,13,28,6,6,1,['d'],['d'],Y,N,['space'],N,,,,,,,F,21,
1,14,29,8,8,1,['k'],['d'],N,N,None,Y,,,,,,,F,21,
2,0,30,10,10,1,['k'],['d'],N,Y,['space'],Y,,,,,,,F,21,
2,1,31,4,4,1,['k'],['d'],N,Y,['space'],Y,,,,,,,F,21,
2,2,32,3,3,1,['k'],['k'],Y,N,None,Y,,,,,,,F,21,
2,3,33,5,5,1,['d'],['k'],N,Y,['space'],Y,,,,,,,F,21,
2,4,34,10,10,1,['d'],['d'],Y,Y,['space'],Y,,,,,,,F,21,
2,5,35,0,0,1,['k'],['d'],N,Y,['space'],Y,,,,,,,F,21,
2,6,36,6,6,1,['k'],['d'],N,Y,['space'],Y,,,,,,,F,21,
2,7,37,1,1,1,['k'],['d'],N,N,None,Y,,,,,,,F,21,
2,8,38,8,8,1,['k'],['d'],N,Y,['space'],Y,,,,,,,F,21,
2,9,39,9,9,1,['d'],['k'],N,N,None,Y,,,,,,,F,21,
2,10,40,3,3,1,['k'],['k'],Y,Y,['space'],Y,,,,,,,F,21,
2,11,41,11,11,1,['k'],['k'],Y,Y,['space'],Y,,,,,,,F,21,
2,12,42,5,5,1,['k'],['k'],Y,N,['space'],N,,,,,,,F,21,
2,13,43,4,4,1,['k'],['d'],N,Y,['space'],Y,,,,,,,F,21,
2,14,44,10,10,1,['d'],['k'],N,N,None,Y,,,,,,,F,21,
3,0,45,7,7,1,['k'],['k'],Y,N,['space'],N,,,,,,,F,21,
3,1,46,4,4,1,['k'],['d'],N,N,None,Y,,,,,,,F,21,
3,2,47,11,11,1,['k'],['d'],N,Y,['space'],Y,,,,,,,F,21,
3,3,48,14,14,1,['k'],['k'],Y,Y,['space'],Y,,,,,,,F,21,
3,4,49,2,2,1,['k'],['d'],N,N,None,Y,29,41,24,,,,F,21,
3,5,50,13,13,2,['k'],['k'],Y,,,,,,,,,,F,21,
3,6,51,9,9,2,['k'],['k'],Y,,,,,,,,,,F,21,
3,7,52,1,1,2,['k'],['d'],N,N,['space'],N,,,,,,,F,21,
3,8,53,9,9,2,['k'],['d'],N,N,None,Y,,,,,,,F,21,
3,9,54,12,12,2,['k'],['k'],Y,Y,['space'],Y,,,,,,,F,21,
3,10,55,6,6,2,['k'],['d'],N,N,['space'],N,,,,,,,F,21,
3,11,56,4,4,2,['d'],['k'],N,N,['space'],N,,,,,,,F,21,
3,12,57,6,6,2,['k'],['d'],N,N,['space'],N,,,,,,,F,21,
3,13,58,8,8,2,['k'],['d'],N,N,['k'],N,,,,,,,F,21,
3,14,59,3,3,2,['k'],['k'],Y,Y,['space'],Y,,,,,,,F,21,
4,0,60,11,11,2,['k'],['d'],N,N,None,Y,,,,,,,F,21,
4,1,61,14,14,2,['k'],['d'],N,N,['k'],N,,,,,,,F,21,
4,2,62,2,2,2,['d'],['d'],Y,Y,['space'],Y,,,,,,,F,21,
4,3,63,9,9,2,['d'],['k'],N,Y,None,N,,,,,,,F,21,
4,4,64,0,0,2,['k'],['d'],N,Y,['space'],Y,,,,,,,F,21,
4,5,65,13,13,2,['k'],['d'],N,N,['d'],N,,,,,,,F,21,
4,6,66,7,7,2,['k'],['d'],N,N,None,Y,,,,,,,F,21,
4,7,67,11,11,2,['k'],['d'],N,N,['space'],N,,,,,,,F,21,
4,8,68,9,9,2,['k'],['d'],N,N,['d'],N,,,,,,,F,21,
4,9,69,14,14,2,['d'],['d'],Y,Y,['space'],Y,,,,,,,F,21,
4,10,70,5,5,2,['k'],['k'],Y,Y,['k'],N,,,,,,,F,21,
4,11,71,3,3,2,['k'],['d'],N,Y,['space'],Y,,,,,,,F,21,
4,12,72,0,0,2,['k'],['d'],N,N,None,Y,,,,,,,F,21,
4,13,73,5,5,2,['k'],['d'],N,Y,['d'],N,,,,,,,F,21,
4,14,74,2,2,2,['d'],['d'],Y,Y,['space'],Y,,,,,,,F,21,
5,0,75,5,5,2,['k'],['d'],N,N,['d'],N,,,,,,,F,21,
5,1,76,9,9,2,['k'],['d'],N,Y,['space'],Y,,,,,,,F,21,
5,2,77,11,11,2,['d'],['d'],Y,Y,['space'],Y,,,,,,,F,21,
5,3,78,9,9,2,['k'],['k'],Y,Y,['space'],Y,,,,,,,F,21,
5,4,79,1,1,2,['k'],['d'],N,N,['space'],N,,,,,,,F,21,
5,5,80,10,10,2,['k'],['k'],Y,N,['space'],N,,,,,,,F,21,
5,6,81,10,10,2,['d'],['k'],N,Y,['k'],N,,,,,,,F,21,
5,7,82,2,2,2,['k'],['d'],N,Y,['space'],Y,,,,,,,F,21,
5,8,83,6,6,2,['k'],['d'],N,Y,None,N,,,,,,,F,21,
5,9,84,6,6,2,['d'],['d'],Y,Y,['space'],Y,,,,,,,F,21,
5,10,85,8,8,2,['k'],['d'],N,N,None,Y,,,,,,,F,21,
5,11,86,11,11,2,['d'],['d'],Y,N,None,Y,,,,,,,F,21,
5,12,87,9,9,2,['k'],['k'],Y,N,None,Y,,,,,,,F,21,
5,13,88,4,4,2,['k'],['d'],N,Y,['space'],Y,,,,,,,F,21,
5,14,89,4,4,2,['k'],['d'],N,N,None,Y,,,,,,,F,21,
6,0,90,0,0,2,['d'],['d'],Y,Y,['space'],Y,,,,,,,F,21,
6,1,91,5,5,2,['d'],['k'],N,N,None,Y,,,,,,,F,21,
6,2,92,8,8,2,['k'],['d'],N,N,['space'],N,,,,,,,F,21,
6,3,93,13,13,2,['d'],['k'],N,N,['space'],N,,,,,,,F,21,
6,4,94,10,10,2,['k'],['d'],N,Y,['space'],Y,,,,,,,F,21,
6,5,95,8,8,2,['d'],['d'],Y,Y,['space'],Y,,,,,,,F,21,
6,6,96,5,5,2,['k'],['k'],Y,Y,['space'],Y,,,,,,,F,21,
6,7,97,4,4,2,['k'],['k'],Y,Y,['space'],Y,,,,,,,F,21,
6,8,98,14,14,2,['k'],['k'],Y,Y,['space'],Y,,,,,,,F,21,
6,9,99,2,2,2,['d'],['d'],Y,N,None,Y,20,29,24,,,,F,21,
6,10,100,0,0,3,['k'],['k'],Y,,,,,,,,,,F,21,
6,11,101,9,9,3,['k'],['k'],Y,,,,,,,,,,F,21,
6,12,102,13,13,3,['k'],['d'],N,Y,['space'],Y,,,,,,,F,21,
6,13,103,4,4,3,['d'],['k'],N,N,None,Y,,,,,,,F,21,
6,14,104,9,9,3,['k'],['d'],N,Y,['space'],Y,,,,,,,F,21,
7,0,105,1,1,3,['k'],['d'],N,Y,['space'],Y,,,,,,,F,21,
7,1,106,9,9,3,['d'],['k'],N,Y,None,N,,,,,,,F,21,
