.thisRepN,.thisTrialN,.thisN,.thisIndex,.thisTrial,Block Number,Key pressed,Correct?,Category,Int Match?,Int Response,Int Correct?,Line Accuracy,Interference Accuracy,Matching Interferences,New instruction shown?,Buttons switched?,Fast?,gender,age,
0,0,0,11,11,1,None,Timed out,,,,,,,,,,,F,20,
0,1,1,14,14,1,['k'],N,['d'],,,,,,,,,,F,20,
0,2,2,13,13,1,['d'],N,['k'],N,None,Y,,,,,,,F,20,
0,3,3,10,10,1,['k'],Y,['k'],Y,None,N,,,,,,,F,20,
0,4,4,3,3,1,['d'],N,['k'],Y,['space'],Y,,,,,,,F,20,
0,5,5,9,9,1,['k'],Y,['k'],N,None,Y,,,,,,,F,20,
0,6,6,2,2,1,['d'],N,['k'],N,None,Y,,,,,,,F,20,
0,7,7,5,5,1,['k'],Y,['k'],Y,None,N,,,,,,,F,20,
0,8,8,8,8,1,['k'],Y,['k'],N,['space'],N,,,,,,,F,20,
0,9,9,4,4,1,['k'],Y,['k'],N,None,Y,,,,,,,F,20,
0,10,10,10,10,1,['k'],N,['d'],Y,None,N,,,,,,,F,20,
0,11,11,14,14,1,['d'],N,['k'],Y,['space'],Y,,,,,,,F,20,
0,12,12,1,1,1,['k'],N,['d'],Y,None,N,,,,,,,F,20,
0,13,13,9,9,1,['k'],Y,['k'],N,None,Y,,,,,,,F,20,
0,14,14,5,5,1,['k'],Y,['k'],Y,['space'],Y,,,,,,,F,20,
1,0,15,14,14,1,['d'],Y,['d'],Y,['space'],Y,,,,,,,F,20,
1,1,16,1,1,1,['d'],N,['k'],N,None,Y,,,,,,,F,20,
1,2,17,14,14,1,['k'],Y,['k'],N,['space'],N,,,,,,,F,20,
1,3,18,12,12,1,['k'],Y,['k'],N,None,Y,,,,,,,F,20,
1,4,19,7,7,1,['k'],Y,['k'],N,None,Y,,,,,,,F,20,
1,5,20,0,0,1,['k'],Y,['k'],Y,None,N,,,,,,,F,20,
1,6,21,5,5,1,['k'],Y,['k'],N,None,Y,,,,,,,F,20,
1,7,22,0,0,1,['k'],Y,['k'],Y,None,N,,,,,,,F,20,
1,8,23,3,3,1,['k'],N,['d'],N,None,Y,,,,,,,F,20,
1,9,24,5,5,1,['k'],Y,['k'],N,None,Y,,,,,,,F,20,
1,10,25,5,5,1,['k'],N,['d'],N,None,Y,,,,,,,F,20,
1,11,26,11,11,1,['d'],N,['k'],Y,None,N,,,,,,,F,20,
1,12,27,1,1,1,['k'],Y,['k'],Y,['space'],Y,,,,,,,F,20,
1,13,28,14,14,1,['k'],Y,['k'],Y,['space'],Y,,,,,,,F,20,
1,14,29,8,8,1,['k'],Y,['k'],N,['space'],N,,,,,,,F,20,
2,0,30,9,9,1,['k'],N,['d'],Y,['space'],Y,,,,,,,F,20,
2,1,31,12,12,1,['k'],Y,['k'],N,None,Y,,,,,,,F,20,
2,2,32,5,5,1,['k'],N,['d'],Y,['space'],Y,,,,,,,F,20,
2,3,33,6,6,1,['k'],Y,['k'],Y,None,N,,,,,,,F,20,
2,4,34,10,10,1,['k'],N,['d'],N,None,Y,,,,,,,F,20,
2,5,35,4,4,1,['d'],N,['k'],N,None,Y,,,,,,,F,20,
2,6,36,1,1,1,['k'],Y,['k'],N,None,Y,,,,,,,F,20,
2,7,37,3,3,1,['k'],N,['d'],N,None,Y,,,,,,,F,20,
2,8,38,9,9,1,['k'],Y,['k'],N,None,Y,,,,,,,F,20,
2,9,39,0,0,1,['d'],N,['k'],N,None,Y,,,,,,,F,20,
2,10,40,5,5,1,['k'],Y,['k'],Y,['k'],N,,,,,,,F,20,
2,11,41,10,10,1,['k'],Y,['k'],Y,None,N,,,,,,,F,20,
2,12,42,12,12,1,['d'],Y,['d'],N,None,Y,,,,,,,F,20,
2,13,43,7,7,1,['k'],N,['d'],N,None,Y,,,,,,,F,20,
2,14,44,8,8,1,['d'],Y,['d'],Y,None,N,,,,,,,F,20,
3,0,45,7,7,1,['k'],Y,['k'],N,None,Y,,,,,,,F,20,
3,1,46,11,11,1,['k'],Y,['k'],Y,['space'],Y,,,,,,,F,20,
3,2,47,3,3,1,['k'],Y,['k'],Y,['space'],Y,,,,,,,F,20,
3,3,48,14,14,1,['k'],Y,['k'],N,None,Y,,,,,,,F,20,
3,4,49,2,2,1,['k'],N,['d'],Y,None,N,30,33,22,,,,F,20,
3,5,50,10,10,2,['k'],N,['d'],,,,,,,,,,F,20,
3,6,51,13,13,2,['k'],N,['d'],,,,,,,,,,F,20,
3,7,52,12,12,2,['k'],Y,['k'],N,None,Y,,,,,,,F,20,
3,8,53,3,3,2,['k'],N,['d'],N,None,Y,,,,,,,F,20,
3,9,54,6,6,2,['k'],N,['d'],N,None,Y,,,,,,,F,20,
3,10,55,13,13,2,['d'],N,['k'],Y,None,N,,,,,,,F,20,
3,11,56,12,12,2,['k'],N,['d'],Y,None,N,,,,,,,F,20,
3,12,57,7,7,2,['d'],Y,['d'],Y,None,N,,,,,,,F,20,
3,13,58,14,14,2,['d'],N,['k'],Y,None,N,,,,,,,F,20,
3,14,59,4,4,2,['d'],N,['k'],Y,None,N,,,,,,,F,20,
4,0,60,6,6,2,['k'],Y,['k'],N,None,Y,,,,,,,F,20,
4,1,61,12,12,2,['k'],N,['d'],N,None,Y,,,,,,,F,20,
4,2,62,1,1,2,['k'],N,['d'],N,None,Y,,,,,,,F,20,
4,3,63,6,6,2,['d'],Y,['d'],N,None,Y,,,,,,,F,20,
4,4,64,0,0,2,['d'],Y,['d'],N,None,Y,,,,,,,F,20,
4,5,65,13,13,2,['d'],Y,['d'],N,None,Y,,,,,,,F,20,
4,6,66,8,8,2,['k'],Y,['k'],N,None,Y,,,,,,,F,20,
4,7,67,12,12,2,['d'],N,['k'],Y,['space'],Y,,,,,,,F,20,
4,8,68,9,9,2,['k'],N,['d'],Y,['space'],Y,,,,,,,F,20,
4,9,69,3,3,2,['d'],N,['k'],N,None,Y,,,,,,,F,20,
4,10,70,10,10,2,['d'],N,['k'],N,None,Y,,,,,,,F,20,
4,11,71,1,1,2,['d'],N,['k'],N,None,Y,,,,,,,F,20,
4,12,72,11,11,2,['k'],Y,['k'],N,None,Y,,,,,,,F,20,
4,13,73,9,9,2,['k'],N,['d'],N,None,Y,,,,,,,F,20,
4,14,74,7,7,2,['d'],Y,['d'],N,None,Y,,,,,,,F,20,
5,0,75,7,7,2,['d'],Y,['d'],N,None,Y,,,,,,,F,20,
5,1,76,0,0,2,['d'],Y,['d'],N,None,Y,,,,,,,F,20,
5,2,77,3,3,2,['d'],Y,['d'],N,None,Y,,,,,,,F,20,
5,3,78,8,8,2,['d'],N,['k'],N,None,Y,,,,,,,F,20,
5,4,79,2,2,2,['d'],Y,['d'],N,None,Y,,,,,,,F,20,
5,5,80,9,9,2,['d'],Y,['d'],Y,['space'],Y,,,,,,,F,20,
5,6,81,1,1,2,['d'],N,['k'],N,None,Y,,,,,,,F,20,
5,7,82,2,2,2,['d'],Y,['d'],Y,None,N,,,,,,,F,20,
5,8,83,5,5,2,['k'],N,['d'],N,None,Y,,,,,,,F,20,
5,9,84,3,3,2,['d'],N,['k'],N,None,Y,,,,,,,F,20,
5,10,85,2,2,2,['d'],N,['k'],N,None,Y,,,,,,,F,20,
5,11,86,13,13,2,['k'],N,['d'],N,None,Y,,,,,,,F,20,
5,12,87,6,6,2,['d'],Y,['d'],N,None,Y,,,,,,,F,20,
5,13,88,5,5,2,['d'],N,['k'],N,None,Y,,,,,,,F,20,
5,14,89,9,9,2,['d'],N,['k'],Y,None,N,,,,,,,F,20,
6,0,90,2,2,2,['k'],N,['d'],Y,None,N,,,,,,,F,20,
6,1,91,13,13,2,['k'],Y,['k'],N,None,Y,,,,,,,F,20,
6,2,92,13,13,2,['k'],N,['d'],Y,None,N,,,,,,,F,20,
6,3,93,0,0,2,['k'],N,['d'],Y,None,N,,,,,,,F,20,
6,4,94,2,2,2,['k'],Y,['k'],N,None,Y,,,,,,,F,20,
6,5,95,10,10,2,['k'],N,['d'],Y,None,N,,,,,,,F,20,
6,6,96,14,14,2,['k'],N,['d'],Y,None,N,,,,,,,F,20,
6,7,97,0,0,2,['d'],N,['k'],N,None,Y,,,,,,,F,20,
6,8,98,11,11,2,['k'],N,['d'],Y,['space'],Y,,,,,,,F,20,
6,9,99,11,11,2,['d'],Y,['d'],N,None,Y,19,36,16,,,,F,20,
6,10,100,10,10,3,['d'],N,['k'],,,,,,,,,,F,20,
6,11,101,4,4,3,['k'],N,['d'],,,,,,,,,,F,20,
6,12,102,8,8,3,['d'],N,['k'],N,None,Y,,,,,,,F,20,
6,13,103,7,7,3,['d'],Y,['d'],N,None,Y,,,,,,,F,20,
6,14,104,0,0,3,['k'],N,['d'],N,None,Y,,,,,,,F,20,
7,0,105,6,6,3,['d'],Y,['d'],Y,None,N,,,,,,,F,20,
7,1,106,13,13,3,['d'],N,['k'],Y,None,N,,,,,,,F,20,
7,2,107,13,13,3,['d'],Y,['d'],N,None,Y,,,,,,,F,20,
7,3,108,14,14,3,['k'],Y,['k'],N,None,Y,,,,,,,F,20,
7,4,109,11,11,3,['d'],Y,['d'],Y,None,N,,,,,,,F,20,
7,5,110,8,8,3,['k'],N,['d'],Y,None,N,,,,,,,F,20,
7,6,111,0,0,3,['k'],N,['d'],Y,['space'],Y,,,,,,,F,20,
7,7,112,12,12,3,['d'],N,['k'],Y,['space'],Y,,,,,,,F,20,
7,8,113,2,2,3,['d'],Y,['d'],N,None,Y,,,,,,,F,20,
7,9,114,1,1,3,['k'],N,['d'],N,None,Y,,,,,,,F,20,
7,10,115,1,1,3,['d'],Y,['d'],N,None,Y,,,,,,,F,20,
7,11,116,12,12,3,['d'],N,['k'],N,None,Y,,,,,,,F,20,
7,12,117,11,11,3,['k'],N,['d'],Y,['space'],Y,,,,,,,F,20,
7,13,118,8,8,3,['k'],Y,['k'],Y,None,N,,,,,,,F,20,
7,14,119,4,4,3,['k'],Y,['k'],N,['space'],N,,,,,,,F,20,
8,0,120,10,10,3,['d'],Y,['d'],N,None,Y,,,,,,,F,20,
8,1,121,7,7,3,['d'],N,['k'],N,None,Y,,,,,,,F,20,
8,2,122,10,10,3,['k'],N,['d'],N,None,Y,,,,,,,F,20,
8,3,123,2,2,3,['k'],Y,['k'],Y,None,N,,,,,,,F,20,
8,4,124,0,0,3,['k'],N,['d'],N,None,Y,,,,,,,F,20,
8,5,125,12,12,3,['d'],N,['k'],Y,None,N,,,,,,,F,20,
8,6,126,9,9,3,['d'],N,['k'],N,None,Y,,,,,,,F,20,
8,7,127,2,2,3,['k'],Y,['k'],N,None,Y,,,,,,,F,20,
8,8,128,4,4,3,['k'],N,['d'],Y,None,N,,,,,,,F,20,
8,9,129,11,11,3,['k'],Y,['k'],Y,None,N,,,,,,,F,20,
8,10,130,7,7,3,['d'],N,['k'],Y,None,N,,,,,,,F,20,
8,11,131,12,12,3,['k'],N,['d'],Y,['space'],Y,,,,,,,F,20,
8,12,132,10,10,3,['d'],Y,['d'],Y,['space'],Y,,,,,,,F,20,
8,13,133,6,6,3,['d'],N,['k'],N,None,Y,,,,,,,F,20,
8,14,134,7,7,3,['d'],Y,['d'],N,None,Y,,,,,,,F,20,
9,0,135,5,5,3,['k'],N,['d'],Y,['space'],Y,,,,,,,F,20,
9,1,136,8,8,3,['k'],N,['d'],N,None,Y,,,,,,,F,20,
9,2,137,10,10,3,['d'],N,['k'],N,None,Y,,,,,,,F,20,
9,3,138,10,10,3,['d'],N,['k'],N,None,Y,,,,,,,F,20,
9,4,139,4,4,3,['k'],N,['d'],Y,['space'],Y,,,,,,,F,20,
9,5,140,1,1,3,['d'],N,['k'],Y,['space'],Y,,,,,,,F,20,
9,6,141,6,6,3,['k'],N,['d'],Y,['space'],Y,,,,,,,F,20,
9,7,142,12,12,3,['d'],Y,['d'],Y,['space'],Y,,,,,,,F,20,
9,8,143,10,10,3,['d'],N,['k'],N,None,Y,,,,,,,F,20,
9,9,144,6,6,3,['d'],Y,['d'],Y,['space'],Y,,,,,,,F,20,
9,10,145,9,9,3,['d'],N,['k'],Y,None,N,,,,,,,F,20,
9,11,146,1,1,3,['d'],N,['k'],N,None,Y,,,,,,,F,20,
9,12,147,3,3,3,['d'],N,['k'],N,None,Y,,,,,,,F,20,
9,13,148,2,2,3,['k'],Y,['k'],N,None,Y,,,,,,,F,20,
9,14,149,7,7,3,['k'],Y,['k'],Y,None,N,19,35,23,,,,F,20,
10,0,150,8,8,4,['k'],Y,['k'],,,,,,,,,,F,20,
10,1,151,8,8,4,['d'],Y,['d'],,,,,,,,,,F,20,
10,2,152,11,11,4,['d'],Y,['d'],Y,['space'],Y,,,,,,,F,20,
10,3,153,10,10,4,['k'],N,['d'],Y,['space'],Y,,,,,,,F,20,
10,4,154,3,3,4,['d'],Y,['d'],Y,['space'],Y,,,,,,,F,20,
10,5,155,12,12,4,['d'],N,['k'],Y,['space'],Y,,,,,,,F,20,
10,6,156,10,10,4,['d'],Y,['d'],N,None,Y,,,,,,,F,20,
10,7,157,1,1,4,['k'],Y,['k'],Y,['space'],Y,,,,,,,F,20,
10,8,158,3,3,4,['k'],Y,['k'],Y,['space'],Y,,,,,,,F,20,
10,9,159,8,8,4,['k'],Y,['k'],N,None,Y,,,,,,,F,20,
10,10,160,10,10,4,['k'],N,['d'],N,None,Y,,,,,,,F,20,
10,11,161,9,9,4,['k'],Y,['k'],Y,['space'],Y,,,,,,,F,20,
10,12,162,12,12,4,['k'],N,['d'],N,None,Y,,,,,,,F,20,
