.thisRepN,.thisTrialN,.thisN,.thisIndex,.thisTrial,Block Number,Key pressed,Correct?,Category,Int Match?,Int Response,Int Correct?,Line Accuracy,Interference Accuracy,Matching Interferences,New instruction shown?,Buttons switched?,Fast?,gender,age,
0,0,0,3,3,1,None,Timed out,,,,,,,,,,,female,20,
0,1,1,4,4,1,['d'],N,['k'],,,,,,,,,,female,20,
0,2,2,9,9,1,['d'],N,['k'],Y,None,N,,,,,,,female,20,
0,3,3,14,14,1,['k'],Y,['k'],N,None,Y,,,,,,,female,20,
0,4,4,7,7,1,['k'],N,['d'],Y,None,N,,,,,,,female,20,
0,5,5,9,9,1,['k'],N,['d'],N,None,Y,,,,,,,female,20,
0,6,6,5,5,1,['d'],N,['k'],N,None,Y,,,,,,,female,20,
0,7,7,0,0,1,['k'],N,['d'],Y,None,N,,,,,,,female,20,
0,8,8,3,3,1,['k'],Y,['k'],Y,None,N,,,,,,,female,20,
0,9,9,1,1,1,['d'],N,['k'],N,None,Y,,,,,,,female,20,
0,10,10,14,14,1,['k'],Y,['k'],Y,None,N,,,,,,,female,20,
0,11,11,11,11,1,['k'],Y,['k'],Y,None,N,,,,,,,female,20,
0,12,12,0,0,1,['k'],Y,['k'],Y,None,N,,,,,,,female,20,
0,13,13,7,7,1,['d'],N,['k'],N,None,Y,,,,,,,female,20,
0,14,14,0,0,1,['k'],N,['d'],Y,None,N,,,,,,,female,20,
1,0,15,5,5,1,['k'],Y,['k'],N,None,Y,,,,,,,female,20,
1,1,16,5,5,1,['d'],Y,['d'],N,None,Y,,,,,,,female,20,
1,2,17,8,8,1,['k'],Y,['k'],N,None,Y,,,,,,,female,20,
1,3,18,0,0,1,['k'],N,['d'],Y,None,N,,,,,,,female,20,
1,4,19,1,1,1,['k'],Y,['k'],Y,None,N,,,,,,,female,20,
1,5,20,6,6,1,['d'],N,['k'],N,None,Y,,,,,,,female,20,
1,6,21,4,4,1,['d'],Y,['d'],N,None,Y,,,,,,,female,20,
1,7,22,1,1,1,['k'],Y,['k'],N,None,Y,,,,,,,female,20,
1,8,23,3,3,1,['k'],N,['d'],Y,None,N,,,,,,,female,20,
1,9,24,4,4,1,['k'],Y,['k'],N,None,Y,,,,,,,female,20,
1,10,25,14,14,1,['k'],Y,['k'],Y,None,N,,,,,,,female,20,
1,11,26,3,3,1,['d'],Y,['d'],N,None,Y,,,,,,,female,20,
1,12,27,12,12,1,['k'],Y,['k'],N,None,Y,,,,,,,female,20,
1,13,28,7,7,1,['d'],Y,['d'],N,None,Y,,,,,,,female,20,
1,14,29,4,4,1,['k'],N,['d'],N,None,Y,,,,,,,female,20,
2,0,30,4,4,1,['d'],N,['k'],N,None,Y,,,,,,,female,20,
2,1,31,0,0,1,['k'],N,['d'],N,None,Y,,,,,,,female,20,
2,2,32,9,9,1,['k'],Y,['k'],Y,None,N,,,,,,,female,20,
2,3,33,1,1,1,['k'],N,['d'],Y,None,N,,,,,,,female,20,
2,4,34,10,10,1,['d'],N,['k'],N,None,Y,,,,,,,female,20,
2,5,35,6,6,1,['k'],N,['d'],Y,None,N,,,,,,,female,20,
2,6,36,0,0,1,['k'],Y,['k'],N,None,Y,,,,,,,female,20,
2,7,37,7,7,1,['d'],N,['k'],Y,None,N,,,,,,,female,20,
2,8,38,12,12,1,['k'],N,['d'],Y,None,N,,,,,,,female,20,
2,9,39,10,10,1,['d'],Y,['d'],N,None,Y,,,,,,,female,20,
2,10,40,13,13,1,['k'],N,['d'],Y,None,N,,,,,,,female,20,
2,11,41,2,2,1,['k'],Y,['k'],N,None,Y,,,,,,,female,20,
2,12,42,5,5,1,['k'],Y,['k'],N,None,Y,,,,,,,female,20,
2,13,43,12,12,1,['k'],N,['d'],N,None,Y,,,,,,,female,20,
2,14,44,14,14,1,['d'],Y,['d'],N,None,Y,,,,,,,female,20,
3,0,45,6,6,1,['k'],Y,['k'],N,None,Y,,,,,,,female,20,
3,1,46,2,2,1,['d'],N,['k'],Y,None,N,,,,,,,female,20,
3,2,47,4,4,1,['k'],Y,['k'],N,None,Y,,,,,,,female,20,
3,3,48,14,14,1,['k'],N,['d'],Y,None,N,,,,,,,female,20,
3,4,49,2,2,1,['k'],N,['d'],Y,None,N,24,27,21,,,,female,20,
3,5,50,5,5,2,['k'],N,['d'],,,,,,,,,,female,20,
3,6,51,12,12,2,['k'],Y,['k'],,,,,,,,,,female,20,
3,7,52,6,6,2,['d'],Y,['d'],Y,None,N,,,,,,,female,20,
3,8,53,8,8,2,['d'],Y,['d'],N,None,Y,,,,,,,female,20,
3,9,54,14,14,2,['k'],Y,['k'],Y,None,N,,,,,,,female,20,
3,10,55,3,3,2,['d'],Y,['d'],N,None,Y,,,,,,,female,20,
3,11,56,0,0,2,['k'],N,['d'],Y,None,N,,,,,,,female,20,
3,12,57,0,0,2,['d'],Y,['d'],Y,None,N,,,,,,,female,20,
3,13,58,2,2,2,['k'],Y,['k'],Y,None,N,,,,,,,female,20,
3,14,59,14,14,2,['d'],N,['k'],Y,None,N,,,,,,,female,20,
4,0,60,4,4,2,['k'],Y,['k'],Y,None,N,,,,,,,female,20,
4,1,61,13,13,2,['d'],N,['k'],N,None,Y,,,,,,,female,20,
4,2,62,6,6,2,['k'],Y,['k'],N,None,Y,,,,,,,female,20,
4,3,63,6,6,2,['d'],Y,['d'],N,None,Y,,,,,,,female,20,
4,4,64,0,0,2,['k'],Y,['k'],N,None,Y,,,,,,,female,20,
4,5,65,11,11,2,['k'],N,['d'],N,None,Y,,,,,,,female,20,
4,6,66,0,0,2,['d'],N,['k'],Y,['space'],Y,,,,,,,female,20,
4,7,67,11,11,2,['k'],N,['d'],Y,['space'],Y,,,,,,,female,20,
4,8,68,3,3,2,['d'],Y,['d'],N,None,Y,,,,,,,female,20,
4,9,69,14,14,2,['k'],N,['d'],N,None,Y,,,,,,,female,20,
4,10,70,14,14,2,['k'],Y,['k'],Y,['space'],Y,,,,,,,female,20,
4,11,71,11,11,2,['d'],Y,['d'],N,None,Y,,,,,,,female,20,
4,12,72,8,8,2,['k'],N,['d'],N,None,Y,,,,,,,female,20,
4,13,73,12,12,2,['d'],N,['k'],Y,None,N,,,,,,,female,20,
4,14,74,5,5,2,['d'],N,['k'],Y,['space'],Y,,,,,,,female,20,
5,0,75,5,5,2,['k'],N,['d'],Y,['space'],Y,,,,,,,female,20,
5,1,76,9,9,2,['d'],N,['k'],N,['space'],N,,,,,,,female,20,
5,2,77,8,8,2,['k'],N,['d'],N,None,Y,,,,,,,female,20,
5,3,78,14,14,2,['k'],Y,['k'],N,None,Y,,,,,,,female,20,
5,4,79,0,0,2,['k'],N,['d'],Y,['space'],Y,,,,,,,female,20,
5,5,80,10,10,2,['d'],N,['k'],N,None,Y,,,,,,,female,20,
5,6,81,13,13,2,['k'],N,['d'],N,None,Y,,,,,,,female,20,
5,7,82,12,12,2,['d'],Y,['d'],N,None,Y,,,,,,,female,20,
5,8,83,0,0,2,['k'],Y,['k'],Y,None,N,,,,,,,female,20,
5,9,84,1,1,2,['k'],Y,['k'],N,None,Y,,,,,,,female,20,
5,10,85,12,12,2,['d'],Y,['d'],N,['space'],N,,,,,,,female,20,
5,11,86,10,10,2,['d'],N,['k'],Y,['space'],Y,,,,,,,female,20,
5,12,87,2,2,2,['k'],Y,['k'],Y,None,N,,,,,,,female,20,
5,13,88,5,5,2,['k'],Y,['k'],Y,['space'],Y,,,,,,,female,20,
5,14,89,2,2,2,['d'],Y,['d'],N,None,Y,,,,,,,female,20,
6,0,90,14,14,2,['k'],N,['d'],Y,['space'],Y,,,,,,,female,20,
6,1,91,3,3,2,['d'],N,['k'],Y,['space'],Y,,,,,,,female,20,
6,2,92,3,3,2,['k'],Y,['k'],N,None,Y,,,,,,,female,20,
6,3,93,1,1,2,['k'],N,['d'],N,['space'],N,,,,,,,female,20,
6,4,94,1,1,2,['d'],N,['k'],Y,None,N,,,,,,,female,20,
6,5,95,14,14,2,['k'],N,['d'],Y,None,N,,,,,,,female,20,
6,6,96,6,6,2,['k'],N,['d'],Y,['space'],Y,,,,,,,female,20,
6,7,97,12,12,2,['d'],N,['k'],N,None,Y,,,,,,,female,20,
6,8,98,11,11,2,['k'],Y,['k'],N,None,Y,,,,,,,female,20,
6,9,99,9,9,2,['k'],Y,['k'],N,None,Y,25,33,23,,,,female,20,
6,10,100,2,2,3,['d'],Y,['d'],,,,,,,,,,female,20,
6,11,101,1,1,3,['d'],N,['k'],,,,,,,,,,female,20,
6,12,102,14,14,3,['k'],Y,['k'],Y,['space'],Y,,,,,,,female,20,
6,13,103,13,13,3,['k'],N,['d'],N,None,Y,,,,,,,female,20,
6,14,104,8,8,3,['k'],Y,['k'],N,None,Y,,,,,,,female,20,
7,0,105,4,4,3,['d'],N,['k'],N,None,Y,,,,,,,female,20,
7,1,106,13,13,3,['k'],Y,['k'],Y,['space'],Y,,,,,,,female,20,
7,2,107,0,0,3,['d'],N,['k'],N,None,Y,,,,,,,female,20,
7,3,108,12,12,3,['k'],Y,['k'],Y,None,N,,,,,,,female,20,
7,4,109,8,8,3,['d'],Y,['d'],N,None,Y,,,,,,,female,20,
7,5,110,13,13,3,['k'],N,['d'],N,None,Y,,,,,,,female,20,
7,6,111,1,1,3,['k'],Y,['k'],Y,['space'],Y,,,,,,,female,20,
7,7,112,0,0,3,['d'],N,['k'],Y,None,N,,,,,,,female,20,
7,8,113,10,10,3,['k'],Y,['k'],N,None,Y,,,,,,,female,20,
7,9,114,10,10,3,['k'],Y,['k'],Y,['space'],Y,,,,,,,female,20,
7,10,115,7,7,3,['d'],Y,['d'],N,None,Y,,,,,,,female,20,
7,11,116,11,11,3,['k'],N,['d'],N,None,Y,,,,,,,female,20,
7,12,117,13,13,3,['k'],Y,['k'],Y,['space'],Y,,,,,,,female,20,
7,13,118,13,13,3,['k'],N,['d'],Y,['space'],Y,,,,,,,female,20,
7,14,119,14,14,3,['k'],Y,['k'],N,['space'],N,,,,,,,female,20,
8,0,120,0,0,3,['d'],N,['k'],Y,None,N,,,,,,,female,20,
8,1,121,6,6,3,['k'],Y,['k'],Y,None,N,,,,,,,female,20,
8,2,122,13,13,3,['d'],N,['k'],Y,None,N,,,,,,,female,20,
8,3,123,1,1,3,['k'],N,['d'],N,None,Y,,,,,,,female,20,
8,4,124,8,8,3,['k'],Y,['k'],Y,None,N,,,,,,,female,20,
8,5,125,6,6,3,['d'],N,['k'],N,['space'],N,,,,,,,female,20,
8,6,126,1,1,3,['k'],N,['d'],N,None,Y,,,,,,,female,20,
8,7,127,10,10,3,['d'],Y,['d'],N,None,Y,,,,,,,female,20,
8,8,128,8,8,3,['k'],Y,['k'],Y,None,N,,,,,,,female,20,
8,9,129,1,1,3,['k'],Y,['k'],Y,['space'],Y,,,,,,,female,20,
8,10,130,12,12,3,['k'],N,['d'],Y,['space'],Y,,,,,,,female,20,
8,11,131,1,1,3,['k'],N,['d'],Y,None,N,,,,,,,female,20,
8,12,132,5,5,3,['d'],Y,['d'],Y,None,N,,,,,,,female,20,
8,13,133,5,5,3,['k'],Y,['k'],N,None,Y,,,,,,,female,20,
8,14,134,9,9,3,['k'],Y,['k'],Y,['space'],Y,,,,,,,female,20,
9,0,135,1,1,3,['d'],Y,['d'],N,None,Y,,,,,,,female,20,
9,1,136,10,10,3,['k'],Y,['k'],N,None,Y,,,,,,,female,20,
9,2,137,8,8,3,['d'],Y,['d'],Y,['space'],Y,,,,,,,female,20,
9,3,138,5,5,3,['k'],Y,['k'],N,None,Y,,,,,,,female,20,
9,4,139,9,9,3,['d'],Y,['d'],Y,['space'],Y,,,,,,,female,20,
9,5,140,11,11,3,['d'],Y,['d'],Y,None,N,,,,,,,female,20,
9,6,141,0,0,3,['d'],Y,['d'],N,None,Y,,,,,,,female,20,
9,7,142,0,0,3,['d'],N,['k'],Y,['space'],Y,,,,,,,female,20,
9,8,143,9,9,3,['k'],N,['d'],N,None,Y,,,,,,,female,20,
9,9,144,3,3,3,['d'],Y,['d'],Y,['space'],Y,,,,,,,female,20,
9,10,145,0,0,3,['k'],N,['d'],N,None,Y,,,,,,,female,20,
9,11,146,6,6,3,['d'],N,['k'],N,['space'],N,,,,,,,female,20,
9,12,147,11,11,3,['k'],N,['d'],N,None,Y,,,,,,,female,20,
9,13,148,10,10,3,['d'],Y,['d'],N,None,Y,,,,,,,female,20,
9,14,149,6,6,3,['d'],N,['k'],Y,['space'],Y,29,35,24,,,,female,20,
10,0,150,4,4,4,['k'],N,['d'],,,,,,,,,,female,20,
10,1,151,12,12,4,['d'],N,['k'],,,,,,,,,,female,20,
10,2,152,14,14,4,['k'],Y,['k'],N,None,Y,,,,,,,female,20,
10,3,153,7,7,4,['k'],N,['d'],N,None,Y,,,,,,,female,20,
10,4,154,3,3,4,['d'],Y,['d'],N,None,Y,,,,,,,female,20,
10,5,155,14,14,4,['k'],N,['d'],N,None,Y,,,,,,,female,20,
10,6,156,5,5,4,['k'],N,['d'],Y,['space'],Y,,,,,,,female,20,
10,7,157,7,7,4,['d'],Y,['d'],Y,None,N,,,,,,,female,20,
10,8,158,4,4,4,['k'],N,['d'],N,None,Y,,,,,,,female,20,
10,9,159,13,13,4,['k'],Y,['k'],N,None,Y,,,,,,,female,20,
