.thisRepN,.thisTrialN,.thisN,.thisIndex,.thisTrial,Block Number,Key pressed,Correct?,Category,Int Match?,Int Response,Int Correct?,Line Accuracy,Interference Accuracy,Matching Interferences,New instruction shown?,Buttons switched?,Fast?,gender,age,
0,0,0,4,4,1,None,Timed out,,,,,,,,,,,female,20,
0,1,1,12,12,1,['d'],N,['k'],,,,,,,,,,female,20,
0,2,2,14,14,1,['k'],N,['d'],N,None,Y,,,,,,,female,20,
0,3,3,13,13,1,['d'],Y,['d'],N,None,Y,,,,,,,female,20,
0,4,4,13,13,1,['d'],N,['k'],N,['space'],N,,,,,,,female,20,
0,5,5,1,1,1,['d'],Y,['d'],N,None,Y,,,,,,,female,20,
0,6,6,13,13,1,['d'],N,['k'],N,None,Y,,,,,,,female,20,
0,7,7,14,14,1,['d'],Y,['d'],Y,['space'],Y,,,,,,,female,20,
0,8,8,5,5,1,['d'],Y,['d'],N,None,Y,,,,,,,female,20,
0,9,9,9,9,1,['d'],Y,['d'],N,['space'],N,,,,,,,female,20,
0,10,10,12,12,1,['d'],Y,['d'],Y,['space'],Y,,,,,,,female,20,
0,11,11,3,3,1,['d'],N,['k'],N,None,Y,,,,,,,female,20,
0,12,12,13,13,1,['d'],Y,['d'],N,None,Y,,,,,,,female,20,
0,13,13,9,9,1,['d'],N,['k'],N,None,Y,,,,,,,female,20,
0,14,14,10,10,1,['k'],N,['d'],N,['space'],N,,,,,,,female,20,
1,0,15,6,6,1,['d'],Y,['d'],N,None,Y,,,,,,,female,20,
1,1,16,14,14,1,['d'],Y,['d'],N,None,Y,,,,,,,female,20,
1,2,17,8,8,1,['k'],N,['d'],Y,None,N,,,,,,,female,20,
1,3,18,7,7,1,['d'],Y,['d'],Y,None,N,,,,,,,female,20,
1,4,19,9,9,1,['d'],N,['k'],N,None,Y,,,,,,,female,20,
1,5,20,14,14,1,['d'],N,['k'],Y,['space'],Y,,,,,,,female,20,
1,6,21,9,9,1,['d'],Y,['d'],Y,None,N,,,,,,,female,20,
1,7,22,12,12,1,['k'],Y,['k'],N,None,Y,,,,,,,female,20,
1,8,23,0,0,1,['d'],N,['k'],N,['space'],N,,,,,,,female,20,
1,9,24,4,4,1,['k'],N,['d'],N,None,Y,,,,,,,female,20,
1,10,25,11,11,1,['d'],N,['k'],N,None,Y,,,,,,,female,20,
1,11,26,1,1,1,['d'],Y,['d'],N,None,Y,,,,,,,female,20,
1,12,27,3,3,1,['d'],Y,['d'],N,['space'],N,,,,,,,female,20,
1,13,28,3,3,1,['k'],N,['d'],Y,None,N,,,,,,,female,20,
1,14,29,12,12,1,['d'],Y,['d'],Y,['space'],Y,,,,,,,female,20,
2,0,30,13,13,1,['k'],Y,['k'],Y,None,N,,,,,,,female,20,
2,1,31,13,13,1,['d'],Y,['d'],N,None,Y,,,,,,,female,20,
2,2,32,2,2,1,['k'],Y,['k'],N,None,Y,,,,,,,female,20,
