.thisRepN,.thisTrialN,.thisN,.thisIndex,.thisTrial,Block Number,Key pressed,Category,Correct?,Int Match?,Int Response,Int Correct?,Line Accuracy,Interference Accuracy,Matching Interferences,New instruction shown?,Buttons switched?,Fast?,gender,age,
0,0,0,5,5,1,['d'],['k'],N,,,,,,,,,,female,18,
0,1,1,6,6,1,['d'],['d'],Y,,,,,,,,,,female,18,
0,2,2,10,10,1,['k'],['d'],N,N,None,Y,,,,,,,female,18,
0,3,3,2,2,1,['d'],['d'],Y,Y,['space'],Y,,,,,,,female,18,
0,4,4,4,4,1,['d'],['k'],N,Y,['space'],Y,,,,,,,female,18,
0,5,5,5,5,1,['k'],['k'],Y,Y,['space'],Y,,,,,,,female,18,
0,6,6,5,5,1,['d'],['d'],Y,Y,['space'],Y,,,,,,,female,18,
0,7,7,0,0,1,['k'],['d'],N,Y,['space'],Y,,,,,,,female,18,
0,8,8,1,1,1,['d'],['k'],N,N,['space'],N,,,,,,,female,18,
0,9,9,7,7,1,['k'],['k'],Y,N,None,Y,,,,,,,female,18,
0,10,10,5,5,1,['d'],['k'],N,N,['space'],N,,,,,,,female,18,
1,0,11,10,10,1,['k'],['k'],Y,Y,None,N,,,,,,,female,18,
1,1,12,6,6,1,['d'],['d'],Y,N,None,Y,,,,,,,female,18,
1,2,13,0,0,1,['k'],['d'],N,N,None,Y,,,,,,,female,18,
1,3,14,3,3,1,['k'],['k'],Y,N,None,Y,,,,,,,female,18,
1,4,15,8,8,1,['d'],['d'],Y,N,None,Y,,,,,,,female,18,
1,5,16,0,0,1,['d'],['d'],Y,N,['space'],N,,,,,,,female,18,
1,6,17,1,1,1,['k'],['k'],Y,N,None,Y,,,,,,,female,18,
1,7,18,9,9,1,['d'],['k'],N,Y,None,N,,,,,,,female,18,
1,8,19,2,2,1,['k'],['d'],N,Y,None,N,,,,,,,female,18,
1,9,20,9,9,1,['d'],['d'],Y,N,None,Y,,,,,,,female,18,
1,10,21,8,8,1,['d'],['d'],Y,Y,['space'],Y,,,,,,,female,18,
2,0,22,8,8,1,['k'],['d'],N,Y,['space'],Y,,,,,,,female,18,
2,1,23,8,8,1,['k'],['k'],Y,Y,['space'],Y,,,,,,,female,18,
2,2,24,2,2,1,['d'],['d'],Y,N,None,Y,,,,,,,female,18,
2,3,25,10,10,1,['d'],['d'],Y,N,['space'],N,,,,,,,female,18,
2,4,26,10,10,1,['k'],['d'],N,N,None,Y,,,,,,,female,18,
2,5,27,4,4,1,['d'],['k'],N,Y,['space'],Y,,,,,,,female,18,
2,6,28,3,3,1,['k'],['d'],N,Y,['space'],Y,,,,,,,female,18,
2,7,29,10,10,1,['d'],['d'],Y,N,None,Y,,,,,,,female,18,
2,8,30,1,1,1,['k'],['k'],Y,Y,['space'],Y,,,,,,,female,18,
2,9,31,1,1,1,['k'],['k'],Y,N,None,Y,,,,,,,female,18,
