.thisRepN,.thisTrialN,.thisN,.thisIndex,.thisTrial,Block Number,Key pressed,Correct?,Int Match?,Int Response,Int Correct?,Category,Line Accuracy,Interference Accuracy,Matching Interferences,New instruction shown?,Buttons switched?,Fast?,gender,age,
3,3,36,5,5,1,['d'],N,N,None,Y,['k'],,,,,,,f,19,
3,4,37,3,3,1,['k'],N,Y,None,N,['d'],,,,,,,f,19,
3,5,38,4,4,1,['d'],N,Y,None,N,['k'],,,,,,,f,19,
3,6,39,5,5,1,['d'],Y,Y,None,N,['d'],,,,,,,f,19,
3,7,40,2,2,1,['k'],N,Y,None,N,['d'],,,,,,,f,19,
3,8,41,2,2,1,['d'],N,N,None,Y,['k'],,,,,,,f,19,
3,9,42,9,9,1,['d'],N,Y,None,N,['k'],,,,,,,f,19,
3,10,43,8,8,1,['k'],N,N,None,Y,['d'],,,,,,,f,19,
4,0,44,6,6,1,['d'],N,N,None,Y,['k'],,,,,,,f,19,
4,1,45,4,4,1,['k'],Y,N,None,Y,['k'],,,,,,,f,19,
4,2,46,6,6,1,['d'],N,Y,None,N,['k'],,,,,,,f,19,
4,3,47,2,2,1,['d'],Y,N,None,Y,['d'],,,,,,,f,19,
4,4,48,1,1,1,['k'],Y,Y,None,N,['k'],,,,,,,f,19,
4,5,49,10,10,1,['d'],N,Y,None,N,['k'],21,27,21,,,,f,19,
4,6,50,10,10,2,['d'],Y,,,,['d'],,,,,,,f,19,
4,7,51,3,3,2,['d'],N,,,,['k'],,,,,,,f,19,
4,8,52,7,7,2,['d'],N,Y,None,N,['k'],,,,,,,f,19,
4,9,53,10,10,2,['k'],Y,Y,None,N,['k'],,,,,,,f,19,
4,10,54,8,8,2,['k'],Y,Y,None,N,['k'],,,,,,,f,19,
5,0,55,7,7,2,['k'],Y,Y,None,N,['k'],,,,,,,f,19,
5,1,56,3,3,2,['k'],Y,Y,None,N,['k'],,,,,,,f,19,
5,2,57,6,6,2,['d'],Y,Y,None,N,['d'],,,,,,,f,19,
5,3,58,7,7,2,['d'],N,Y,None,N,['k'],,,,,,,f,19,
5,4,59,7,7,2,['d'],Y,Y,None,N,['d'],,,,,,,f,19,
5,5,60,7,7,2,['d'],N,N,None,Y,['k'],,,,,,,f,19,
5,6,61,1,1,2,['k'],N,Y,None,N,['d'],,,,,,,f,19,
5,7,62,0,0,2,['k'],N,N,None,Y,['d'],,,,,,,f,19,
5,8,63,1,1,2,['d'],Y,Y,None,N,['d'],,,,,,,f,19,
5,9,64,2,2,2,['d'],Y,Y,None,N,['d'],,,,,,,f,19,
5,10,65,8,8,2,['d'],Y,N,None,Y,['d'],,,,,,,f,19,
6,0,66,0,0,2,['k'],Y,N,None,Y,['k'],,,,,,,f,19,
6,1,67,1,1,2,['k'],Y,N,None,Y,['k'],,,,,,,f,19,
6,2,68,3,3,2,['d'],N,N,None,Y,['k'],,,,,,,f,19,
6,3,69,10,10,2,['d'],Y,Y,None,N,['d'],,,,,,,f,19,
6,4,70,10,10,2,['k'],Y,N,None,Y,['k'],,,,,,,f,19,
6,5,71,10,10,2,['k'],Y,N,None,Y,['k'],,,,,,,f,19,
6,6,72,1,1,2,['k'],Y,N,None,Y,['k'],,,,,,,f,19,
6,7,73,7,7,2,['d'],N,Y,None,N,['k'],,,,,,,f,19,
6,8,74,2,2,2,['k'],Y,Y,None,N,['k'],,,,,,,f,19,
6,9,75,5,5,2,['d'],N,N,None,Y,['k'],,,,,,,f,19,
6,10,76,5,5,2,['k'],N,N,None,Y,['d'],,,,,,,f,19,
7,0,77,9,9,2,['d'],N,Y,None,N,['k'],,,,,,,f,19,
7,1,78,1,1,2,['d'],N,Y,None,N,['k'],,,,,,,f,19,
7,2,79,8,8,2,['k'],N,Y,None,N,['d'],,,,,,,f,19,
7,3,80,8,8,2,['k'],Y,Y,None,N,['k'],,,,,,,f,19,
7,4,81,1,1,2,['k'],N,N,None,Y,['d'],,,,,,,f,19,
7,5,82,4,4,2,['d'],N,Y,None,N,['k'],,,,,,,f,19,
7,6,83,10,10,2,['k'],Y,N,None,Y,['k'],,,,,,,f,19,
7,7,84,8,8,2,['k'],Y,N,None,Y,['k'],,,,,,,f,19,
7,8,85,8,8,2,['d'],N,Y,None,N,['k'],,,,,,,f,19,
7,9,86,7,7,2,['k'],N,N,None,Y,['d'],,,,,,,f,19,
7,10,87,4,4,2,['k'],N,N,None,Y,['d'],,,,,,,f,19,
8,0,88,9,9,2,['d'],Y,Y,None,N,['d'],,,,,,,f,19,
8,1,89,9,9,2,['d'],N,N,None,Y,['k'],,,,,,,f,19,
8,2,90,3,3,2,['d'],N,Y,None,N,['k'],,,,,,,f,19,
8,3,91,1,1,2,['d'],Y,Y,None,N,['d'],,,,,,,f,19,
8,4,92,4,4,2,['k'],N,N,None,Y,['d'],,,,,,,f,19,
8,5,93,9,9,2,['d'],Y,N,None,Y,['d'],,,,,,,f,19,
8,6,94,0,0,2,['k'],N,N,None,Y,['d'],,,,,,,f,19,
8,7,95,6,6,2,['d'],Y,N,None,Y,['d'],,,,,,,f,19,
8,8,96,0,0,2,['d'],Y,N,None,Y,['d'],,,,,,,f,19,
8,9,97,1,1,2,['d'],Y,N,None,Y,['d'],,,,,,,f,19,
8,10,98,4,4,2,['d'],N,Y,None,N,['k'],,,,,,,f,19,
9,0,99,0,0,2,['d'],Y,N,None,Y,['d'],27,24,24,,,,f,19,
9,1,100,5,5,3,['d'],N,,,,['k'],,,,,,,f,19,
9,2,101,0,0,3,['d'],Y,,,,['d'],,,,,,,f,19,
9,3,102,10,10,3,['d'],Y,Y,None,N,['d'],,,,,,,f,19,
9,4,103,9,9,3,['k'],N,N,None,Y,['d'],,,,,,,f,19,
9,5,104,9,9,3,['d'],N,Y,None,N,['k'],,,,,,,f,19,
9,6,105,4,4,3,['d'],Y,Y,None,N,['d'],,,,,,,f,19,
9,7,106,0,0,3,['d'],N,Y,None,N,['k'],,,,,,,f,19,
9,8,107,2,2,3,['k'],Y,Y,None,N,['k'],,,,,,,f,19,
9,9,108,9,9,3,['d'],N,N,None,Y,['k'],,,,,,,f,19,
9,10,109,4,4,3,['d'],N,Y,None,N,['k'],,,,,,,f,19,
10,0,110,1,1,3,['k'],Y,Y,None,N,['k'],,,,,,,f,19,
10,1,111,1,1,3,['d'],N,Y,None,N,['k'],,,,,,,f,19,
10,2,112,9,9,3,['d'],Y,N,None,Y,['d'],,,,,,,f,19,
10,3,113,6,6,3,['k'],N,Y,None,N,['d'],,,,,,,f,19,
10,4,114,10,10,3,['d'],N,Y,None,N,['k'],,,,,,,f,19,
10,5,115,5,5,3,['d'],Y,Y,None,N,['d'],,,,,,,f,19,
10,6,116,0,0,3,['k'],Y,Y,None,N,['k'],,,,,,,f,19,
10,7,117,10,10,3,['d'],N,N,None,Y,['k'],,,,,,,f,19,
10,8,118,10,10,3,['d'],N,Y,None,N,['k'],,,,,,,f,19,
10,9,119,10,10,3,['k'],N,Y,None,N,['d'],,,,,,,f,19,
10,10,120,5,5,3,['k'],N,N,None,Y,['d'],,,,,,,f,19,
11,0,121,6,6,3,['d'],Y,Y,None,N,['d'],,,,,,,f,19,
11,1,122,9,9,3,['d'],Y,N,None,Y,['d'],,,,,,,f,19,
11,2,123,8,8,3,['k'],Y,Y,None,N,['k'],,,,,,,f,19,
11,3,124,1,1,3,['d'],Y,Y,None,N,['d'],,,,,,,f,19,
11,4,125,6,6,3,['k'],Y,N,None,Y,['k'],,,,,,,f,19,
11,5,126,7,7,3,['d'],Y,Y,None,N,['d'],,,,,,,f,19,
11,6,127,2,2,3,['k'],Y,Y,None,N,['k'],,,,,,,f,19,
11,7,128,9,9,3,['k'],N,Y,None,N,['d'],,,,,,,f,19,
11,8,129,4,4,3,['d'],Y,Y,None,N,['d'],,,,,,,f,19,
11,9,130,5,5,3,['k'],N,Y,None,N,['d'],,,,,,,f,19,
11,10,131,9,9,3,['k'],Y,N,None,Y,['k'],,,,,,,f,19,
12,0,132,5,5,3,['d'],Y,Y,None,N,['d'],,,,,,,f,19,
12,1,133,2,2,3,['k'],N,N,None,Y,['d'],,,,,,,f,19,
12,2,134,10,10,3,['d'],N,N,None,Y,['k'],,,,,,,f,19,
12,3,135,4,4,3,['k'],Y,N,None,Y,['k'],,,,,,,f,19,
12,4,136,0,0,3,['k'],N,Y,None,N,['d'],,,,,,,f,19,
12,5,137,3,3,3,['d'],Y,Y,None,N,['d'],,,,,,,f,19,
12,6,138,2,2,3,['d'],Y,N,None,Y,['d'],,,,,,,f,19,
12,7,139,0,0,3,['d'],N,N,None,Y,['k'],,,,,,,f,19,
12,8,140,3,3,3,['d'],N,N,None,Y,['k'],,,,,,,f,19,
12,9,141,3,3,3,['k'],Y,N,None,Y,['k'],,,,,,,f,19,
12,10,142,10,10,3,['d'],Y,N,None,Y,['d'],,,,,,,f,19,
13,0,143,7,7,3,['k'],Y,N,None,Y,['k'],,,,,,,f,19,
13,1,144,6,6,3,['d'],N,N,None,Y,['k'],,,,,,,f,19,
13,2,145,1,1,3,['k'],N,N,None,Y,['d'],,,,,,,f,19,
13,3,146,3,3,3,['d'],N,N,None,Y,['k'],,,,,,,f,19,
13,4,147,6,6,3,['k'],N,N,None,Y,['d'],,,,,,,f,19,
13,5,148,4,4,3,['k'],N,N,None,Y,['d'],,,,,,,f,19,
13,6,149,4,4,3,['d'],N,N,None,Y,['k'],24,23,25,,,,f,19,
13,7,150,2,2,4,['d'],N,,,,['k'],,,,,,,f,19,
13,8,151,3,3,4,['k'],Y,,,,['k'],,,,,,,f,19,
13,9,152,2,2,4,['d'],N,Y,None,N,['k'],,,,,,,f,19,
13,10,153,8,8,4,['k'],N,N,None,Y,['d'],,,,,,,f,19,
14,0,154,5,5,4,['k'],N,N,None,Y,['d'],,,,,,,f,19,
14,1,155,7,7,4,['d'],Y,Y,None,N,['d'],,,,,,,f,19,
14,2,156,5,5,4,['d'],Y,N,None,Y,['d'],,,,,,,f,19,
14,3,157,2,2,4,['d'],N,Y,None,N,['k'],,,,,,,f,19,
14,4,158,5,5,4,['k'],Y,N,None,Y,['k'],,,,,,,f,19,
14,5,159,8,8,4,['k'],Y,Y,None,N,['k'],,,,,,,f,19,
14,6,160,1,1,4,['k'],Y,N,None,Y,['k'],,,,,,,f,19,
14,7,161,2,2,4,['d'],N,N,None,Y,['k'],,,,,,,f,19,
14,8,162,3,3,4,['k'],N,N,None,Y,['d'],,,,,,,f,19,
14,9,163,10,10,4,['d'],Y,N,None,Y,['d'],,,,,,,f,19,
14,10,164,3,3,4,['d'],Y,N,None,Y,['d'],,,,,,,f,19,
15,0,165,3,3,4,['d'],Y,N,None,Y,['d'],,,,,,,f,19,
15,1,166,2,2,4,['d'],Y,N,None,Y,['d'],,,,,,,f,19,
15,2,167,0,0,4,['d'],Y,Y,None,N,['d'],,,,,,,f,19,
15,3,168,8,8,4,['k'],Y,N,None,Y,['k'],,,,,,,f,19,
15,4,169,5,5,4,['d'],N,Y,None,N,['k'],,,,,,,f,19,
15,5,170,3,3,4,['k'],N,Y,None,N,['d'],,,,,,,f,19,
15,6,171,3,3,4,['d'],N,Y,None,N,['k'],,,,,,,f,19,
15,7,172,4,4,4,['d'],Y,Y,None,N,['d'],,,,,,,f,19,
15,8,173,10,10,4,['d'],Y,Y,None,N,['d'],,,,,,,f,19,
15,9,174,4,4,4,['k'],N,Y,None,N,['d'],,,,,,,f,19,
15,10,175,5,5,4,['d'],N,N,None,Y,['k'],,,,,,,f,19,
16,0,176,3,3,4,['d'],N,N,None,Y,['k'],,,,,,,f,19,
16,1,177,9,9,4,['k'],N,N,None,Y,['d'],,,,,,,f,19,
16,2,178,10,10,4,['k'],Y,N,None,Y,['k'],,,,,,,f,19,
16,3,179,9,9,4,['d'],N,Y,None,N,['k'],,,,,,,f,19,
16,4,180,4,4,4,['d'],Y,N,None,Y,['d'],,,,,,,f,19,
16,5,181,8,8,4,['d'],N,N,None,Y,['k'],,,,,,,f,19,
16,6,182,7,7,4,['k'],Y,Y,None,N,['k'],,,,,,,f,19,
16,7,183,6,6,4,['k'],Y,N,None,Y,['k'],,,,,,,f,19,
16,8,184,1,1,4,['d'],Y,N,None,Y,['d'],,,,,,,f,19,
16,9,185,2,2,4,['d'],N,Y,None,N,['k'],,,,,,,f,19,
16,10,186,9,9,4,['k'],Y,N,None,Y,['k'],,,,,,,f,19,
17,0,187,6,6,4,['k'],Y,Y,None,N,['k'],,,,,,,f,19,
17,1,188,5,5,4,['d'],Y,N,None,Y,['d'],,,,,,,f,19,
17,2,189,5,5,4,['d'],Y,Y,None,N,['d'],,,,,,,f,19,
17,3,190,5,5,4,['k'],N,N,None,Y,['d'],,,,,,,f,19,
17,4,191,6,6,4,['d'],N,Y,None,N,['k'],,,,,,,f,19,
17,5,192,2,2,4,['k'],N,Y,None,N,['d'],,,,,,,f,19,
17,6,193,10,10,4,['d'],Y,N,None,Y,['d'],,,,,,,f,19,
17,7,194,10,10,4,['d'],Y,Y,None,N,['d'],,,,,,,f,19,
17,8,195,10,10,4,['d'],N,N,None,Y,['k'],,,,,,,f,19,
17,9,196,2,2,4,['d'],Y,Y,None,N,['d'],,,,,,,f,19,
17,10,197,4,4,4,['k'],N,N,None,Y,['d'],,,,,,,f,19,
18,0,198,2,2,4,['d'],Y,N,None,Y,['d'],,,,,,,f,19,
18,1,199,10,10,4,['k'],N,Y,None,N,['d'],27,27,21,,,,f,19,
18,2,200,7,7,5,['d'],N,,,,['k'],,,,,,,f,19,
18,3,201,5,5,5,['d'],N,,,,['k'],,,,,,,f,19,
18,4,202,1,1,5,['d'],N,N,None,Y,['k'],,,,,,,f,19,
18,5,203,7,7,5,['k'],N,N,None,Y,['d'],,,,,,,f,19,
18,6,204,4,4,5,['k'],Y,N,None,Y,['k'],,,,,,,f,19,
18,7,205,4,4,5,['d'],N,Y,None,N,['k'],,,,,,,f,19,
18,8,206,6,6,5,['d'],N,Y,None,N,['k'],,,,,,,f,19,
18,9,207,10,10,5,['d'],N,N,None,Y,['k'],,,,,,,f,19,
18,10,208,8,8,5,['k'],N,N,None,Y,['d'],,,,,,,f,19,
19,0,209,4,4,5,['d'],Y,N,None,Y,['d'],,,,,,,f,19,
19,1,210,9,9,5,['d'],N,Y,None,N,['k'],,,,,,,f,19,
19,2,211,4,4,5,['k'],N,Y,None,N,['d'],,,,,,,f,19,
19,3,212,0,0,5,['d'],Y,N,None,Y,['d'],,,,,,,f,19,
19,4,213,1,1,5,['d'],N,Y,None,N,['k'],,,,,,,f,19,
19,5,214,10,10,5,['d'],Y,N,None,Y,['d'],,,,,,,f,19,
19,6,215,0,0,5,['d'],Y,Y,None,N,['d'],,,,,,,f,19,
19,7,216,4,4,5,['k'],Y,Y,None,N,['k'],,,,,,,f,19,
19,8,217,8,8,5,['d'],N,N,None,Y,['k'],,,,,,,f,19,
19,9,218,0,0,5,['k'],N,Y,None,N,['d'],,,,,,,f,19,
19,10,219,0,0,5,['k'],Y,Y,None,N,['k'],,,,,,,f,19,
20,0,220,2,2,5,['d'],Y,Y,None,N,['d'],,,,,,,f,19,
20,1,221,4,4,5,['d'],N,Y,None,N,['k'],,,,,,,f,19,
20,2,222,3,3,5,['d'],Y,Y,None,N,['d'],,,,,,,f,19,
20,3,223,3,3,5,['k'],N,N,None,Y,['d'],,,,,,,f,19,
20,4,224,10,10,5,['d'],Y,Y,None,N,['d'],,,,,,,f,19,
20,5,225,5,5,5,['d'],N,Y,None,N,['k'],,,,,,,f,19,
20,6,226,5,5,5,['d'],N,N,None,Y,['k'],,,,,,,f,19,
20,7,227,5,5,5,['d'],Y,Y,None,N,['d'],,,,,,,f,19,
20,8,228,7,7,5,['k'],N,Y,None,N,['d'],,,,,,,f,19,
20,9,229,7,7,5,['d'],N,Y,None,N,['k'],,,,,,,f,19,
20,10,230,4,4,5,['d'],Y,Y,None,N,['d'],,,,,,,f,19,
21,0,231,0,0,5,['d'],N,Y,None,N,['k'],,,,,,,f,19,
21,1,232,0,0,5,['k'],Y,Y,None,N,['k'],,,,,,,f,19,
21,2,233,2,2,5,['d'],N,N,None,Y,['k'],,,,,,,f,19,
21,3,234,9,9,5,['d'],Y,N,None,Y,['d'],,,,,,,f,19,
21,4,235,7,7,5,['k'],Y,Y,None,N,['k'],,,,,,,f,19,
21,5,236,8,8,5,['k'],Y,Y,None,N,['k'],,,,,,,f,19,
21,6,237,8,8,5,['k'],N,N,None,Y,['d'],,,,,,,f,19,
21,7,238,1,1,5,['k'],N,N,None,Y,['d'],,,,,,,f,19,
21,8,239,10,10,5,['d'],Y,Y,None,N,['d'],,,,,,,f,19,
21,9,240,8,8,5,['d'],N,N,None,Y,['k'],,,,,,,f,19,
21,10,241,9,9,5,['d'],Y,Y,None,N,['d'],,,,,,,f,19,
22,0,242,3,3,5,['k'],N,N,None,Y,['d'],,,,,,,f,19,
22,1,243,4,4,5,['d'],Y,N,None,Y,['d'],,,,,,,f,19,
22,2,244,6,6,5,['d'],Y,N,None,Y,['d'],,,,,,,f,19,
22,3,245,3,3,5,['d'],N,N,None,Y,['k'],,,,,,,f,19,
22,4,246,4,4,5,['k'],N,Y,None,N,['d'],,,,,,,f,19,
22,5,247,6,6,5,['d'],Y,N,None,Y,['d'],,,,,,,f,19,
22,6,248,6,6,5,['d'],N,N,None,Y,['k'],,,,,,,f,19,
22,7,249,5,5,5,['k'],N,N,None,Y,['d'],21,23,25,,,,f,19,
22,8,250,3,3,6,['d'],Y,,,,['d'],,,,,,,f,19,
22,9,251,7,7,6,['d'],N,,,,['k'],,,,,,,f,19,
22,10,252,10,10,6,['d'],N,N,None,Y,['k'],,,,,,,f,19,
23,0,253,2,2,6,['k'],Y,N,None,Y,['k'],,,,,,,f,19,
23,1,254,10,10,6,['d'],Y,Y,None,N,['d'],,,,,,,f,19,
23,2,255,10,10,6,['d'],Y,Y,None,N,['d'],,,,,,,f,19,
23,3,256,0,0,6,['k'],N,Y,None,N,['d'],,,,,,,f,19,
23,4,257,8,8,6,['d'],Y,N,None,Y,['d'],,,,,,,f,19,
23,5,258,1,1,6,['d'],Y,Y,None,N,['d'],,,,,,,f,19,
23,6,259,5,5,6,['d'],N,Y,None,N,['k'],,,,,,,f,19,
23,7,260,4,4,6,['k'],Y,N,None,Y,['k'],,,,,,,f,19,
23,8,261,10,10,6,['k'],N,Y,None,N,['d'],,,,,,,f,19,
23,9,262,6,6,6,['d'],N,N,None,Y,['k'],,,,,,,f,19,
23,10,263,1,1,6,['d'],N,N,None,Y,['k'],,,,,,,f,19,
24,0,264,8,8,6,['k'],Y,N,None,Y,['k'],,,,,,,f,19,
24,1,265,8,8,6,['d'],N,N,None,Y,['k'],,,,,,,f,19,
24,2,266,8,8,6,['k'],N,Y,None,N,['d'],,,,,,,f,19,
24,3,267,0,0,6,['k'],Y,N,None,Y,['k'],,,,,,,f,19,
24,4,268,10,10,6,['d'],Y,N,None,Y,['d'],,,,,,,f,19,
24,5,269,8,8,6,['d'],Y,N,None,Y,['d'],,,,,,,f,19,
24,6,270,5,5,6,['d'],Y,N,None,Y,['d'],,,,,,,f,19,
24,7,271,5,5,6,['d'],Y,Y,None,N,['d'],,,,,,,f,19,
24,8,272,4,4,6,['d'],Y,N,None,Y,['d'],,,,,,,f,19,
24,9,273,9,9,6,['d'],Y,N,None,Y,['d'],,,,,,,f,19,
24,10,274,3,3,6,['d'],Y,N,None,Y,['d'],,,,,,,f,19,
25,0,275,2,2,6,['k'],Y,Y,None,N,['k'],,,,,,,f,19,
25,1,276,0,0,6,['k'],N,Y,None,N,['d'],,,,,,,f,19,
25,2,277,1,1,6,['k'],Y,N,None,Y,['k'],,,,,,,f,19,
25,3,278,2,2,6,['d'],Y,Y,None,N,['d'],,,,,,,f,19,
25,4,279,3,3,6,['k'],N,Y,None,N,['d'],,,,,,,f,19,
25,5,280,3,3,6,['d'],N,N,None,Y,['k'],,,,,,,f,19,
25,6,281,2,2,6,['k'],Y,N,None,Y,['k'],,,,,,,f,19,
25,7,282,5,5,6,['d'],Y,N,None,Y,['d'],,,,,,,f,19,
25,8,283,3,3,6,['d'],N,Y,None,N,['k'],,,,,,,f,19,
25,9,284,2,2,6,['d'],Y,N,None,Y,['d'],,,,,,,f,19,
25,10,285,0,0,6,['d'],Y,Y,None,N,['d'],,,,,,,f,19,
26,0,286,0,0,6,['d'],Y,N,None,Y,['d'],,,,,,,f,19,
26,1,287,2,2,6,['d'],Y,N,None,Y,['d'],,,,,,,f,19,
26,2,288,1,1,6,['k'],Y,N,None,Y,['k'],,,,,,,f,19,
26,3,289,3,3,6,['d'],N,N,None,Y,['k'],,,,,,,f,19,
26,4,290,3,3,6,['d'],N,Y,None,N,['k'],,,,,,,f,19,
26,5,291,4,4,6,['d'],Y,N,None,Y,['d'],,,,,,,f,19,
26,6,292,2,2,6,['k'],N,N,None,Y,['d'],,,,,,,f,19,
26,7,293,2,2,6,['d'],N,N,None,Y,['k'],,,,,,,f,19,
26,8,294,2,2,6,['k'],N,N,None,Y,['d'],,,,,,,f,19,
26,9,295,8,8,6,['d'],Y,Y,None,N,['d'],,,,,,,f,19,
26,10,296,0,0,6,['d'],Y,N,None,Y,['d'],,,,,,,f,19,
27,0,297,8,8,6,['d'],Y,N,None,Y,['d'],,,,,,,f,19,
27,1,298,1,1,6,['d'],Y,N,None,Y,['d'],,,,,,,f,19,
27,2,299,2,2,6,['k'],Y,Y,None,N,['k'],32,31,17,,,,f,19,
27,3,300,7,7,7,['d'],Y,,,,['d'],,,,,,,f,19,
27,4,301,6,6,7,['d'],Y,,,,['d'],,,,,,,f,19,
27,5,302,2,2,7,['d'],N,Y,None,N,['k'],,,,,,,f,19,
27,6,303,3,3,7,['k'],N,N,None,Y,['d'],,,,,,,f,19,
27,7,304,0,0,7,['d'],Y,Y,None,N,['d'],,,,,,,f,19,
27,8,305,9,9,7,['d'],N,Y,None,N,['k'],,,,,,,f,19,
27,9,306,5,5,7,['d'],Y,N,None,Y,['d'],,,,,,,f,19,
27,10,307,1,1,7,['k'],N,N,None,Y,['d'],,,,,,,f,19,
28,0,308,5,5,7,['d'],N,N,None,Y,['k'],,,,,,,f,19,
28,1,309,8,8,7,['d'],N,Y,None,N,['k'],,,,,,,f,19,
28,2,310,8,8,7,['d'],Y,N,None,Y,['d'],,,,,,,f,19,
28,3,311,6,6,7,['k'],Y,N,None,Y,['k'],,,,,,,f,19,
28,4,312,7,7,7,['d'],Y,Y,None,N,['d'],,,,,,,f,19,
28,5,313,7,7,7,['k'],Y,Y,None,N,['k'],,,,,,,f,19,
28,6,314,2,2,7,['d'],N,N,None,Y,['k'],,,,,,,f,19,
28,7,315,0,0,7,['k'],Y,N,None,Y,['k'],,,,,,,f,19,
28,8,316,9,9,7,['k'],N,N,None,Y,['d'],,,,,,,f,19,
28,9,317,4,4,7,['d'],N,Y,None,N,['k'],,,,,,,f,19,
28,10,318,9,9,7,['d'],N,N,None,Y,['k'],,,,,,,f,19,
29,0,319,1,1,7,['d'],N,N,None,Y,['k'],,,,,,,f,19,
29,1,320,9,9,7,['d'],Y,N,None,Y,['d'],,,,,,,f,19,
29,2,321,7,7,7,['d'],Y,Y,None,N,['d'],,,,,,,f,19,
29,3,322,6,6,7,['d'],N,N,None,Y,['k'],,,,,,,f,19,
29,4,323,6,6,7,['d'],Y,N,None,Y,['d'],,,,,,,f,19,
29,5,324,6,6,7,['d'],N,N,None,Y,['k'],,,,,,,f,19,
29,6,325,5,5,7,['k'],Y,N,None,Y,['k'],,,,,,,f,19,
29,7,326,8,8,7,['k'],N,N,None,Y,['d'],,,,,,,f,19,
29,8,327,8,8,7,['d'],N,Y,None,N,['k'],,,,,,,f,19,
29,9,328,1,1,7,['k'],Y,Y,None,N,['k'],,,,,,,f,19,
29,10,329,7,7,7,['d'],Y,Y,None,N,['d'],,,,,,,f,19,
30,0,330,1,1,7,['k'],Y,N,None,Y,['k'],,,,,,,f,19,
30,1,331,2,2,7,['k'],Y,N,None,Y,['k'],,,,,,,f,19,
30,2,332,0,0,7,['k'],Y,N,None,Y,['k'],,,,,,,f,19,
30,3,333,0,0,7,['k'],Y,Y,None,N,['k'],,,,,,,f,19,
30,4,334,5,5,7,['d'],Y,Y,None,N,['d'],,,,,,,f,19,
30,5,335,9,9,7,['k'],Y,Y,None,N,['k'],,,,,,,f,19,
30,6,336,3,3,7,['k'],Y,Y,None,N,['k'],,,,,,,f,19,
30,7,337,0,0,7,['d'],Y,Y,None,N,['d'],,,,,,,f,19,
30,8,338,0,0,7,['k'],Y,Y,None,N,['k'],,,,,,,f,19,
30,9,339,8,8,7,['k'],Y,Y,None,N,['k'],,,,,,,f,19,
