.thisRepN,.thisTrialN,.thisN,.thisIndex,.thisTrial,Block Number,Key pressed,Category,Correct?,Int Match?,Int Response,Int Correct?,Line Accuracy,Interference Accuracy,Matching Interferences,New instruction shown?,Buttons switched?,Fast?,gender,age
22,7,337,6,6,7,['d'],['k'],N,N,None,Y,,,,,,,M,18
22,8,338,6,6,7,['d'],['d'],Y,N,['space'],N,,,,,,,M,18
22,9,339,0,0,7,['d'],['d'],Y,Y,['space'],Y,,,,,,,M,18
22,10,340,1,1,7,['d'],['d'],Y,N,None,Y,,,,,,,M,18
22,11,341,8,8,7,['d'],['d'],Y,N,None,Y,,,,,,,M,18
22,12,342,5,5,7,['k'],['k'],Y,Y,None,N,,,,,,,M,18
22,13,343,10,10,7,['k'],['k'],Y,N,None,Y,,,,,,,M,18
22,14,344,4,4,7,['k'],['k'],Y,Y,None,N,,,,,,,M,18
23,0,345,4,4,7,['k'],['k'],Y,Y,None,N,,,,,,,M,18
23,1,346,4,4,7,['k'],['k'],Y,N,None,Y,,,,,,,M,18
23,2,347,9,9,7,['k'],['k'],Y,N,None,Y,,,,,,,M,18
23,3,348,8,8,7,['d'],['k'],N,N,None,Y,,,,,,,M,18
23,4,349,11,11,7,['k'],['d'],N,N,None,Y,42,33,25,,,,M,18
23,5,350,13,13,8,['d'],['d'],Y,,,,,,,,,,M,18
23,6,351,14,14,8,['k'],['k'],Y,,,,,,,,,,M,18
23,7,352,7,7,8,['d'],['d'],Y,Y,None,N,,,,,,,M,18
23,8,353,13,13,8,['d'],['k'],N,Y,None,N,,,,,,,M,18
23,9,354,1,1,8,['d'],['d'],Y,N,None,Y,,,,,,,M,18
23,10,355,5,5,8,['k'],['k'],Y,N,None,Y,,,,,,,M,18
23,11,356,10,10,8,['d'],['d'],Y,N,None,Y,,,,,,,M,18
23,12,357,5,5,8,['d'],['d'],Y,N,None,Y,,,,,,,M,18
23,13,358,1,1,8,['d'],['d'],Y,N,None,Y,,,,,,,M,18
23,14,359,8,8,8,['d'],['d'],Y,Y,['space'],Y,,,,,,,M,18
24,0,360,12,12,8,['d'],['d'],Y,N,None,Y,,,,,,,M,18
24,1,361,5,5,8,['d'],['d'],Y,N,None,Y,,,,,,,M,18
24,2,362,13,13,8,['k'],['d'],N,N,None,Y,,,,,,,M,18
24,3,363,1,1,8,['k'],['k'],Y,N,None,Y,,,,,,,M,18
24,4,364,11,11,8,['k'],['k'],Y,N,None,Y,,,,,,,M,18
24,5,365,4,4,8,['k'],['k'],Y,Y,['space'],Y,,,,,,,M,18
24,6,366,6,6,8,['d'],['d'],Y,N,None,Y,,,,,,,M,18
24,7,367,9,9,8,['d'],['d'],Y,Y,None,N,,,,,,,M,18
24,8,368,11,11,8,['k'],['k'],Y,N,['space'],N,,,,,,,M,18
24,9,369,13,13,8,['d'],['d'],Y,N,['space'],N,,,,,,,M,18
24,10,370,4,4,8,['k'],['k'],Y,Y,None,N,,,,,,,M,18
24,11,371,9,9,8,['d'],['d'],Y,N,None,Y,,,,,,,M,18
24,12,372,14,14,8,['d'],['d'],Y,Y,['space'],Y,,,,,,,M,18
24,13,373,7,7,8,['k'],['d'],N,N,None,Y,,,,,,,M,18
24,14,374,6,6,8,['k'],['k'],Y,Y,['space'],Y,,,,,,,M,18
25,0,375,8,8,8,['d'],['d'],Y,N,['space'],N,,,,,,,M,18
25,1,376,3,3,8,['k'],['k'],Y,Y,None,N,,,,,,,M,18
25,2,377,2,2,8,['k'],['k'],Y,N,None,Y,,,,,,,M,18
25,3,378,12,12,8,['k'],['k'],Y,Y,['space'],Y,,,,,,,M,18
25,4,379,0,0,8,['d'],['d'],Y,N,None,Y,,,,,,,M,18
25,5,380,4,4,8,['d'],['d'],Y,Y,None,N,,,,,,,M,18
25,6,381,10,10,8,None,,Timed out,N,None,Y,,,,,,,M,18
25,7,382,14,14,8,['k'],['k'],Y,Y,None,N,,,,,,,M,18
25,8,383,9,9,8,['k'],['d'],N,N,None,Y,,,,,,,M,18
25,9,384,12,12,8,['k'],['k'],Y,Y,['space'],Y,,,,,,,M,18
25,10,385,10,10,8,['d'],['d'],Y,N,None,Y,,,,,,,M,18
25,11,386,10,10,8,['d'],['d'],Y,N,None,Y,,,,,,,M,18
25,12,387,3,3,8,['d'],['d'],Y,Y,['space'],Y,,,,,,,M,18
25,13,388,0,0,8,['d'],['d'],Y,Y,['space'],Y,,,,,,,M,18
25,14,389,10,10,8,None,,Timed out,Y,['space'],Y,,,,,,,M,18
26,0,390,6,6,8,['d'],['d'],Y,Y,None,N,,,,,,,M,18
26,1,391,13,13,8,['k'],['k'],Y,N,['space'],N,,,,,,,M,18
26,2,392,10,10,8,['k'],['k'],Y,Y,['k'],N,,,,,,,M,18
26,3,393,13,13,8,['k'],['k'],Y,Y,None,N,,,,,,,M,18
26,4,394,11,11,8,['k'],['k'],Y,Y,None,N,,,,,,,M,18
26,5,395,1,1,8,['k'],['k'],Y,Y,None,N,,,,,,,M,18
26,6,396,8,8,8,None,,Timed out,Y,None,N,,,,,,,M,18
26,7,397,12,12,8,['d'],['d'],Y,N,['space'],N,,,,,,,M,18
26,8,398,8,8,8,None,,Timed out,Y,None,N,,,,,,,M,18
26,9,399,3,3,8,['k'],['d'],N,N,None,Y,41,29,23,,,,M,18
26,10,400,0,0,9,['k'],['k'],Y,,,,,,,,,,M,18
26,11,401,9,9,9,['d'],['d'],Y,,,,,,,,,,M,18
26,12,402,14,14,9,['d'],['k'],N,Y,None,N,,,,,,,M,18
26,13,403,10,10,9,['d'],['d'],Y,N,None,Y,,,,,,,M,18
26,14,404,8,8,9,['d'],['d'],Y,Y,None,N,,,,,,,M,18
27,0,405,1,1,9,['k'],['k'],Y,N,None,Y,,,,,,,M,18
27,1,406,11,11,9,['k'],['k'],Y,Y,None,N,,,,,,,M,18
27,2,407,4,4,9,['k'],['k'],Y,Y,['space'],Y,,,,,,,M,18
27,3,408,0,0,9,['d'],['k'],N,Y,['space'],Y,,,,,,,M,18
27,4,409,5,5,9,['k'],['k'],Y,N,None,Y,,,,,,,M,18
27,5,410,4,4,9,['k'],['k'],Y,N,None,Y,,,,,,,M,18
27,6,411,5,5,9,['k'],['k'],Y,Y,None,N,,,,,,,M,18
27,7,412,12,12,9,['d'],['d'],Y,N,None,Y,,,,,,,M,18
27,8,413,8,8,9,['k'],['k'],Y,Y,None,N,,,,,,,M,18
27,9,414,9,9,9,['d'],['d'],Y,N,None,Y,,,,,,,M,18
27,10,415,1,1,9,['k'],['k'],Y,Y,['space'],Y,,,,,,,M,18
27,11,416,3,3,9,['k'],['d'],N,Y,None,N,,,,,,,M,18
27,12,417,13,13,9,None,,Timed out,Y,['d'],N,,,,,,,M,18
27,13,418,2,2,9,['k'],['k'],Y,N,None,Y,,,,,,,M,18
27,14,419,13,13,9,['k'],['d'],N,N,['space'],N,,,,,,,M,18
28,0,420,11,11,9,None,,Timed out,N,None,Y,,,,,,,M,18
28,1,421,2,2,9,None,,Timed out,N,None,Y,,,,,,,M,18
28,2,422,8,8,9,['d'],['d'],Y,Y,None,N,,,,,,,M,18
28,3,423,11,11,9,None,,Timed out,Y,None,N,,,,,,,M,18
28,4,424,13,13,9,['k'],['k'],Y,N,None,Y,,,,,,,M,18
28,5,425,12,12,9,['k'],['k'],Y,N,None,Y,,,,,,,M,18
28,6,426,7,7,9,['d'],['d'],Y,Y,None,N,,,,,,,M,18
28,7,427,3,3,9,['k'],['k'],Y,N,None,Y,,,,,,,M,18
28,8,428,11,11,9,None,,Timed out,N,None,Y,,,,,,,M,18
28,9,429,0,0,9,None,,Timed out,Y,None,N,,,,,,,M,18
28,10,430,1,1,9,['d'],['d'],Y,N,None,Y,,,,,,,M,18
28,11,431,0,0,9,None,,Timed out,Y,None,N,,,,,,,M,18
28,12,432,13,13,9,None,,Timed out,Y,None,N,,,,,,,M,18
28,13,433,11,11,9,['k'],['k'],Y,Y,None,N,,,,,,,M,18
28,14,434,13,13,9,['k'],['d'],N,Y,None,N,,,,,,,M,18
29,0,435,12,12,9,None,,Timed out,N,None,Y,,,,,,,M,18
29,1,436,12,12,9,['k'],['k'],Y,Y,None,N,,,,,,,M,18
29,2,437,14,14,9,['k'],['k'],Y,Y,['space'],Y,,,,,,,M,18
29,3,438,4,4,9,['d'],['d'],Y,Y,None,N,,,,,,,M,18
29,4,439,5,5,9,['k'],['k'],Y,Y,None,N,,,,,,,M,18
29,5,440,10,10,9,['k'],['k'],Y,Y,['space'],Y,,,,,,,M,18
29,6,441,12,12,9,['k'],['d'],N,Y,None,N,,,,,,,M,18
29,7,442,9,9,9,['k'],['k'],Y,Y,['space'],Y,,,,,,,M,18
29,8,443,2,2,9,['k'],['k'],Y,N,None,Y,,,,,,,M,18
29,9,444,5,5,9,['d'],['d'],Y,N,None,Y,,,,,,,M,18
29,10,445,4,4,9,['d'],['d'],Y,N,None,Y,,,,,,,M,18
29,11,446,10,10,9,['k'],['k'],Y,N,None,Y,,,,,,,M,18
29,12,447,14,14,9,None,,Timed out,N,None,Y,,,,,,,M,18
29,13,448,8,8,9,['d'],['d'],Y,N,None,Y,,,,,,,M,18
29,14,449,9,9,9,['d'],['d'],Y,N,['space'],N,34,27,25,,,,M,18
30,0,450,8,8,10,['d'],['d'],Y,,,,,,,,,,M,18
30,1,451,5,5,10,['k'],['k'],Y,,,,,,,,,,M,18
30,2,452,1,1,10,['k'],['k'],Y,N,None,Y,,,,,,,M,18
30,3,453,7,7,10,['k'],['k'],Y,Y,None,N,,,,,,,M,18
30,4,454,3,3,10,['d'],['d'],Y,Y,['h'],N,,,,,,,M,18
30,5,455,1,1,10,['k'],['k'],Y,N,None,Y,,,,,,,M,18
30,6,456,6,6,10,None,,Timed out,Y,None,N,,,,,,,M,18
30,7,457,1,1,10,None,,Timed out,N,None,Y,,,,,,,M,18
30,8,458,9,9,10,['k'],['k'],Y,N,None,Y,,,,,,,M,18
30,9,459,14,14,10,['k'],['k'],Y,N,None,Y,,,,,,,M,18
30,10,460,5,5,10,None,,Timed out,N,None,Y,,,,,,,M,18
30,11,461,5,5,10,None,,Timed out,N,None,Y,,,,,,,M,18
30,12,462,3,3,10,['k'],['d'],N,Y,['space'],Y,,,,,,,M,18
30,13,463,1,1,10,None,,Timed out,Y,None,N,,,,,,,M,18
30,14,464,9,9,10,['d'],['d'],Y,Y,None,N,,,,,,,M,18
31,0,465,2,2,10,['k'],['k'],Y,N,None,Y,,,,,,,M,18
31,1,466,7,7,10,['k'],['k'],Y,Y,None,N,,,,,,,M,18
31,2,467,13,13,10,['k'],['k'],Y,N,['space'],N,,,,,,,M,18
31,3,468,5,5,10,None,,Timed out,Y,None,N,,,,,,,M,18
31,4,469,12,12,10,['d'],['d'],Y,N,None,Y,,,,,,,M,18
31,5,470,1,1,10,['k'],['k'],Y,N,None,Y,,,,,,,M,18
31,6,471,14,14,10,['d'],['d'],Y,Y,None,N,,,,,,,M,18
31,7,472,4,4,10,['k'],['k'],Y,Y,['space'],Y,,,,,,,M,18
31,8,473,6,6,10,['k'],['k'],Y,N,None,Y,,,,,,,M,18
31,9,474,13,13,10,['k'],['k'],Y,Y,None,N,,,,,,,M,18
31,10,475,7,7,10,['k'],['d'],N,Y,['space'],Y,,,,,,,M,18
31,11,476,7,7,10,['d'],['d'],Y,Y,['space'],Y,,,,,,,M,18
31,12,477,9,9,10,['k'],['k'],Y,Y,['space'],Y,,,,,,,M,18
31,13,478,11,11,10,['d'],['d'],Y,N,None,Y,,,,,,,M,18
31,14,479,13,13,10,['k'],['d'],N,N,None,Y,,,,,,,M,18
32,0,480,6,6,10,['d'],['d'],Y,Y,None,N,,,,,,,M,18
32,1,481,10,10,10,['k'],['k'],Y,Y,None,N,,,,,,,M,18
32,2,482,2,2,10,['d'],['d'],Y,N,None,Y,,,,,,,M,18
32,3,483,14,14,10,['k'],['d'],N,Y,['space'],Y,,,,,,,M,18
32,4,484,2,2,10,['k'],['k'],Y,Y,['space'],Y,,,,,,,M,18
32,5,485,11,11,10,None,,Timed out,Y,None,N,,,,,,,M,18
32,6,486,4,4,10,['k'],['d'],N,N,None,Y,,,,,,,M,18
32,7,487,2,2,10,['d'],['d'],Y,N,['d'],N,,,,,,,M,18
32,8,488,9,9,10,['k'],['d'],N,Y,None,N,,,,,,,M,18
32,9,489,8,8,10,['d'],['d'],Y,N,None,Y,,,,,,,M,18
32,10,490,4,4,10,None,,Timed out,N,None,Y,,,,,,,M,18
32,11,491,12,12,10,['k'],['d'],N,N,None,Y,,,,,,,M,18
32,12,492,3,3,10,['d'],['d'],Y,Y,None,N,,,,,,,M,18
32,13,493,3,3,10,['k'],['d'],N,Y,None,N,,,,,,,M,18
32,14,494,5,5,10,['k'],['k'],Y,N,None,Y,,,,,,,M,18
33,0,495,9,9,10,['k'],['k'],Y,Y,None,N,,,,,,,M,18
33,1,496,4,4,10,None,,Timed out,N,None,Y,,,,,,,M,18
33,2,497,9,9,10,['k'],['k'],Y,N,None,Y,,,,,,,M,18
33,3,498,3,3,10,['k'],['k'],Y,Y,None,N,,,,,,,M,18
33,4,499,14,14,10,['k'],['k'],Y,N,None,Y,33,29,24,,,,M,18
33,5,500,10,10,11,['d'],['k'],Y,,,,,,,Y,Y,Y,M,18
33,6,501,4,4,11,['d'],['k'],Y,,,,,,,,Y,Y,M,18
33,7,502,10,10,11,['k'],['d'],Y,N,['space'],N,,,,,Y,Y,M,18
33,8,503,14,14,11,None,,Timed out,N,None,Y,,,,,Y,Y,M,18
33,9,504,4,4,11,None,,Timed out,Y,None,N,,,,,Y,Y,M,18
33,10,505,1,1,11,None,,Timed out,Y,None,N,,,,,Y,Y,M,18
33,11,506,14,14,11,['k'],['k'],N,N,None,Y,,,,,Y,Y,M,18
33,12,507,7,7,11,None,,Timed out,Y,None,N,,,,,Y,Y,M,18
33,13,508,11,11,11,None,,Timed out,Y,None,N,,,,,Y,Y,M,18
33,14,509,5,5,11,None,,Timed out,Y,None,N,,,,,Y,Y,M,18
34,0,510,5,5,11,['k'],['k'],N,N,None,Y,,,,,Y,Y,M,18
34,1,511,11,11,11,['k'],['d'],Y,N,None,Y,,,,,Y,Y,M,18
34,2,512,10,10,11,['k'],['k'],N,N,None,Y,,,,,Y,Y,M,18
34,3,513,11,11,11,None,,Timed out,N,None,Y,,,,,Y,Y,M,18
34,4,514,0,0,11,None,,Timed out,Y,None,N,,,,,Y,Y,M,18
34,5,515,3,3,11,None,,Timed out,Y,None,N,,,,,Y,Y,M,18
34,6,516,1,1,11,['k'],['d'],Y,N,None,Y,,,,,Y,Y,M,18
34,7,517,4,4,11,['k'],['k'],N,N,None,Y,,,,,Y,Y,M,18
34,8,518,6,6,11,['k'],['d'],Y,N,None,Y,,,,,Y,Y,M,18
34,9,519,2,2,11,None,,Timed out,Y,None,N,,,,,Y,Y,M,18
34,10,520,0,0,11,None,,Timed out,Y,None,N,,,,,Y,Y,M,18
34,11,521,11,11,11,['d'],['k'],Y,Y,None,N,,,,,Y,Y,M,18
34,12,522,1,1,11,['k'],['d'],Y,Y,None,N,,,,,Y,Y,M,18
34,13,523,2,2,11,['k'],['d'],Y,Y,None,N,,,,,Y,Y,M,18
34,14,524,10,10,11,['d'],['k'],Y,Y,None,N,,,,,Y,Y,M,18
35,0,525,12,12,11,['d'],['d'],N,Y,None,N,,,,,Y,Y,M,18
35,1,526,9,9,11,None,,Timed out,N,None,Y,,,,,Y,Y,M,18
35,2,527,3,3,11,['d'],['k'],Y,Y,None,N,,,,,Y,Y,M,18
35,3,528,12,12,11,['k'],['d'],Y,N,None,Y,,,,,Y,Y,M,18
35,4,529,2,2,11,None,,Timed out,Y,['space'],Y,,,,,Y,Y,M,18
35,5,530,5,5,11,None,,Timed out,Y,None,N,,,,,Y,Y,M,18
35,6,531,11,11,11,['d'],['k'],Y,Y,None,N,,,,,Y,Y,M,18
35,7,532,14,14,11,['k'],['d'],Y,Y,None,N,,,,,Y,Y,M,18
35,8,533,11,11,11,['d'],['k'],Y,Y,['space'],Y,,,,,Y,Y,M,18
35,9,534,0,0,11,['d'],['k'],Y,N,['space'],N,,,,,Y,Y,M,18
35,10,535,6,6,11,['k'],['d'],Y,N,None,Y,,,,,Y,Y,M,18
35,11,536,10,10,11,['k'],['k'],N,N,None,Y,,,,,Y,Y,M,18
35,12,537,6,6,11,None,,Timed out,Y,None,N,,,,,Y,Y,M,18
35,13,538,0,0,11,['k'],['d'],Y,N,None,Y,,,,,Y,Y,M,18
35,14,539,6,6,11,['d'],['k'],Y,N,None,Y,,,,,Y,Y,M,18
36,0,540,14,14,11,None,,Timed out,Y,None,N,,,,,Y,Y,M,18
36,1,541,9,9,11,None,,Timed out,Y,None,N,,,,,Y,Y,M,18
36,2,542,11,11,11,['d'],['d'],N,N,None,Y,,,,,Y,Y,M,18
36,3,543,12,12,11,['k'],['k'],N,Y,['space'],Y,,,,,Y,Y,M,18
36,4,544,5,5,11,None,,Timed out,N,None,Y,,,,,Y,Y,M,18
36,5,545,13,13,11,['d'],['d'],N,N,None,Y,,,,,Y,Y,M,18
36,6,546,10,10,11,None,,Timed out,N,None,Y,,,,,Y,Y,M,18
36,7,547,13,13,11,None,,Timed out,Y,None,N,,,,,Y,Y,M,18
36,8,548,4,4,11,['d'],['k'],Y,N,None,Y,,,,,Y,Y,M,18
36,9,549,13,13,11,['d'],['k'],Y,N,None,Y,21,24,25,,Y,Y,M,18
36,10,550,7,7,12,['k'],['d'],Y,,,,,,,,Y,Y,M,18
36,11,551,14,14,12,['k'],['d'],Y,,,,,,,,Y,Y,M,18
36,12,552,11,11,12,['d'],['k'],Y,Y,None,N,,,,,Y,Y,M,18
36,13,553,14,14,12,['d'],['k'],Y,Y,['space'],Y,,,,,Y,Y,M,18
36,14,554,3,3,12,['k'],['d'],Y,N,None,Y,,,,,Y,Y,M,18
37,0,555,7,7,12,['d'],['k'],Y,Y,None,N,,,,,Y,Y,M,18
37,1,556,12,12,12,['k'],['d'],Y,Y,['space'],Y,,,,,Y,Y,M,18
37,2,557,14,14,12,['d'],['d'],N,N,None,Y,,,,,Y,Y,M,18
37,3,558,1,1,12,['d'],['k'],Y,Y,['space'],Y,,,,,Y,Y,M,18
37,4,559,9,9,12,['k'],['k'],N,N,None,Y,,,,,Y,Y,M,18
37,5,560,10,10,12,['k'],['d'],Y,Y,None,N,,,,,Y,Y,M,18
37,6,561,2,2,12,['k'],['d'],Y,N,None,Y,,,,,Y,Y,M,18
37,7,562,5,5,12,['d'],['d'],N,N,None,Y,,,,,Y,Y,M,18
37,8,563,0,0,12,['d'],['k'],Y,N,None,Y,,,,,Y,Y,M,18
37,9,564,12,12,12,['d'],['k'],Y,N,None,Y,,,,,Y,Y,M,18
37,10,565,13,13,12,['d'],['k'],Y,N,None,Y,,,,,Y,Y,M,18
37,11,566,2,2,12,['d'],['k'],Y,Y,None,N,,,,,Y,Y,M,18
37,12,567,6,6,12,['d'],['k'],Y,N,None,Y,,,,,Y,Y,M,18
37,13,568,8,8,12,['d'],['k'],Y,N,None,Y,,,,,Y,Y,M,18
37,14,569,6,6,12,None,,Timed out,Y,None,N,,,,,Y,Y,M,18
38,0,570,9,9,12,None,,Timed out,Y,None,N,,,,,Y,Y,M,18
38,1,571,7,7,12,['k'],['d'],Y,N,None,Y,,,,,Y,Y,M,18
38,2,572,4,4,12,['d'],['k'],Y,N,None,Y,,,,,Y,Y,M,18
38,3,573,4,4,12,['k'],['d'],Y,N,['space'],N,,,,,Y,Y,M,18
38,4,574,14,14,12,['d'],['d'],N,Y,None,N,,,,,Y,Y,M,18
38,5,575,13,13,12,['k'],['d'],Y,N,None,Y,,,,,Y,Y,M,18
38,6,576,3,3,12,['d'],['k'],Y,Y,None,N,,,,,Y,Y,M,18
38,7,577,10,10,12,None,,Timed out,Y,['k'],N,,,,,Y,Y,M,18
38,8,578,6,6,12,None,,Timed out,N,None,Y,,,,,Y,Y,M,18
38,9,579,11,11,12,['d'],['k'],Y,Y,['space'],Y,,,,,Y,Y,M,18
38,10,580,13,13,12,None,,Timed out,N,None,Y,,,,,Y,Y,M,18
38,11,581,9,9,12,None,,Timed out,N,None,Y,,,,,Y,Y,M,18
38,12,582,6,6,12,['d'],['k'],Y,N,None,Y,,,,,Y,Y,M,18
38,13,583,0,0,12,['k'],['d'],Y,Y,None,N,,,,,Y,Y,M,18
38,14,584,12,12,12,['k'],['d'],Y,Y,['space'],Y,,,,,Y,Y,M,18
39,0,585,14,14,12,['d'],['d'],N,N,None,Y,,,,,Y,Y,M,18
39,1,586,14,14,12,['k'],['d'],Y,N,None,Y,,,,,Y,Y,M,18
39,2,587,13,13,12,['k'],['d'],Y,N,None,Y,,,,,Y,Y,M,18
39,3,588,9,9,12,['d'],['k'],Y,N,None,Y,,,,,Y,Y,M,18
39,4,589,2,2,12,None,,Timed out,N,None,Y,,,,,Y,Y,M,18
39,5,590,2,2,12,None,,Timed out,N,None,Y,,,,,Y,Y,M,18
39,6,591,2,2,12,None,,Timed out,N,None,Y,,,,,Y,Y,M,18
39,7,592,3,3,12,['k'],['d'],Y,Y,['space'],Y,,,,,Y,Y,M,18
39,8,593,1,1,12,['d'],['k'],Y,Y,None,N,,,,,Y,Y,M,18
39,9,594,0,0,12,['k'],['d'],Y,N,None,Y,,,,,Y,Y,M,18
39,10,595,2,2,12,['d'],['k'],Y,N,None,Y,,,,,Y,Y,M,18
39,11,596,6,6,12,['k'],['d'],Y,Y,None,N,,,,,Y,Y,M,18
39,12,597,2,2,12,['d'],['k'],Y,Y,['space'],Y,,,,,Y,Y,M,18
39,13,598,12,12,12,['k'],['k'],N,Y,None,N,,,,,Y,Y,M,18
39,14,599,11,11,12,['k'],['k'],N,N,None,Y,34,34,20,,Y,Y,M,18
