.thisRepN,.thisTrialN,.thisN,.thisIndex,.thisTrial,Block Number,Key pressed,Category,Correct?,Int Match?,Int Response,Int Correct?,Line Accuracy,Interference Accuracy,Matching Interferences,New instruction shown?,Buttons switched?,Fast?,gender,age,
0,0,0,11,11,1,['k'],['k'],Y,,,,,,,,,,Female,22,
0,1,1,12,12,1,['k'],['k'],Y,,,,,,,,,,Female,22,
0,2,2,11,11,1,['k'],['d'],N,N,['d'],N,,,,,,,Female,22,
0,3,3,14,14,1,['d'],['d'],Y,Y,None,N,,,,,,,Female,22,
0,4,4,8,8,1,['k'],['k'],Y,N,['space'],N,,,,,,,Female,22,
0,5,5,2,2,1,['k'],['d'],N,Y,None,N,,,,,,,Female,22,
0,6,6,4,4,1,['d'],['d'],Y,Y,None,N,,,,,,,Female,22,
0,7,7,9,9,1,['k'],['k'],Y,N,['space'],N,,,,,,,Female,22,
0,8,8,8,8,1,['k'],['k'],Y,Y,['space'],Y,,,,,,,Female,22,
0,9,9,0,0,1,['k'],['k'],Y,N,['d'],N,,,,,,,Female,22,
0,10,10,12,12,1,['k'],['d'],N,N,None,Y,,,,,,,Female,22,
0,11,11,0,0,1,['k'],['k'],Y,N,None,Y,,,,,,,Female,22,
0,12,12,13,13,1,['d'],['d'],Y,N,None,Y,,,,,,,Female,22,
0,13,13,14,14,1,['d'],['d'],Y,Y,['space'],Y,,,,,,,Female,22,
0,14,14,1,1,1,['d'],['d'],Y,Y,None,N,,,,,,,Female,22,
1,0,15,14,14,1,['d'],['k'],N,Y,['space'],Y,,,,,,,Female,22,
1,1,16,9,9,1,['k'],['d'],N,Y,None,N,,,,,,,Female,22,
1,2,17,7,7,1,['d'],['d'],Y,Y,['space'],Y,,,,,,,Female,22,
1,3,18,6,6,1,['d'],['d'],Y,N,None,Y,,,,,,,Female,22,
1,4,19,4,4,1,['k'],['d'],N,Y,['space'],Y,,,,,,,Female,22,
1,5,20,6,6,1,['d'],['d'],Y,Y,None,N,,,,,,,Female,22,
1,6,21,4,4,1,['k'],['k'],Y,N,None,Y,,,,,,,Female,22,
1,7,22,0,0,1,['d'],['d'],Y,Y,None,N,,,,,,,Female,22,
1,8,23,12,12,1,['d'],['k'],N,Y,None,N,,,,,,,Female,22,
1,9,24,9,9,1,['k'],['k'],Y,Y,['space'],Y,,,,,,,Female,22,
