.thisRepN,.thisTrialN,.thisN,.thisIndex,.thisTrial,Block Number,Key pressed,Correct?,Category,Int Match?,Int Response,Int Correct?,Line Accuracy,Interference Accuracy,Matching Interferences,New instruction shown?,Buttons switched?,Fast?,gender,age,
0,0,0,3,3,1,None,Timed out,,,,,,,,,,,,,
0,1,1,7,7,1,['d'],N,['k'],,,,,,,,,,,,
0,2,2,9,9,1,['d'],Y,['d'],N,None,Y,,,,,,,,,
0,3,3,4,4,1,['k'],N,['d'],Y,None,N,,,,,,,,,
0,4,4,9,9,1,['d'],N,['k'],N,None,Y,,,,,,,,,
0,5,5,1,1,1,['d'],N,['k'],N,None,Y,,,,,,,,,
0,6,6,2,2,1,['d'],Y,['d'],N,None,Y,,,,,,,,,
0,7,7,8,8,1,['k'],N,['d'],N,None,Y,,,,,,,,,
0,8,8,5,5,1,['d'],N,['k'],N,None,Y,,,,,,,,,
0,9,9,8,8,1,['k'],Y,['k'],Y,None,N,,,,,,,,,
0,10,10,0,0,1,['k'],N,['d'],N,None,Y,,,,,,,,,
1,0,11,8,8,1,['d'],Y,['d'],N,None,Y,,,,,,,,,
1,1,12,9,9,1,['k'],N,['d'],N,None,Y,,,,,,,,,
1,2,13,2,2,1,['k'],Y,['k'],N,None,Y,,,,,,,,,
1,3,14,2,2,1,['k'],Y,['k'],N,None,Y,,,,,,,,,
1,4,15,10,10,1,['k'],Y,['k'],Y,None,N,,,,,,,,,
1,5,16,2,2,1,['d'],Y,['d'],N,None,Y,,,,,,,,,
1,6,17,6,6,1,['k'],Y,['k'],Y,['space'],Y,,,,,,,,,
1,7,18,4,4,1,['k'],N,['d'],N,None,Y,,,,,,,,,
1,8,19,2,2,1,['k'],Y,['k'],Y,None,N,,,,,,,,,
1,9,20,6,6,1,['d'],N,['k'],N,None,Y,,,,,,,,,
1,10,21,5,5,1,['k'],N,['d'],Y,None,N,,,,,,,,,
2,0,22,3,3,1,['k'],N,['d'],N,None,Y,,,,,,,,,
2,1,23,10,10,1,['k'],Y,['k'],Y,['space'],Y,,,,,,,,,
2,2,24,7,7,1,['k'],Y,['k'],N,None,Y,,,,,,,,,
2,3,25,3,3,1,['k'],N,['d'],Y,None,N,,,,,,,,,
2,4,26,8,8,1,['k'],Y,['k'],Y,None,N,,,,,,,,,
2,5,27,4,4,1,['k'],N,['d'],N,None,Y,,,,,,,,,
2,6,28,4,4,1,['d'],N,['k'],Y,None,N,,,,,,,,,
2,7,29,6,6,1,['k'],Y,['k'],Y,['k'],N,,,,,,,,,
2,8,30,7,7,1,['k'],Y,['k'],N,None,Y,,,,,,,,,
2,9,31,3,3,1,['k'],N,['d'],N,None,Y,,,,,,,,,
2,10,32,4,4,1,['k'],N,['d'],Y,None,N,,,,,,,,,
3,0,33,4,4,1,['d'],N,['k'],N,['d'],N,,,,,,,,,
3,1,34,9,9,1,['k'],N,['d'],N,None,Y,,,,,,,,,
3,2,35,1,1,1,['k'],Y,['k'],Y,['k'],N,,,,,,,,,
3,3,36,7,7,1,['k'],Y,['k'],Y,None,N,,,,,,,,,
3,4,37,10,10,1,['d'],N,['k'],N,None,Y,,,,,,,,,
3,5,38,6,6,1,['d'],N,['k'],N,['k'],N,,,,,,,,,
3,6,39,3,3,1,['k'],N,['d'],Y,None,N,,,,,,,,,
3,7,40,0,0,1,['k'],Y,['k'],N,None,Y,,,,,,,,,
3,8,41,0,0,1,['k'],N,['d'],Y,None,N,,,,,,,,,
3,9,42,10,10,1,['d'],N,['k'],Y,None,N,,,,,,,,,
3,10,43,9,9,1,['k'],Y,['k'],N,None,Y,,,,,,,,,
4,0,44,7,7,1,['d'],N,['k'],Y,None,N,,,,,,,,,
4,1,45,3,3,1,['k'],Y,['k'],N,None,Y,,,,,,,,,
4,2,46,1,1,1,['k'],Y,['k'],Y,None,N,,,,,,,,,
4,3,47,9,9,1,['d'],N,['k'],Y,['space'],Y,,,,,,,,,
4,4,48,10,10,1,['k'],Y,['k'],N,None,Y,,,,,,,,,
4,5,49,0,0,1,['k'],Y,['k'],N,None,Y,23,29,20,,,,,,
4,6,50,0,0,2,['k'],N,['d'],,,,,,,,,,,,
4,7,51,3,3,2,['d'],N,['k'],,,,,,,,,,,,
4,8,52,5,5,2,['k'],Y,['k'],N,None,Y,,,,,,,,,
4,9,53,5,5,2,['d'],Y,['d'],N,['space'],N,,,,,,,,,
4,10,54,1,1,2,['k'],N,['d'],N,None,Y,,,,,,,,,
5,0,55,0,0,2,['d'],N,['k'],N,None,Y,,,,,,,,,
5,1,56,9,9,2,['k'],N,['d'],N,None,Y,,,,,,,,,
5,2,57,5,5,2,['d'],N,['k'],Y,['space'],Y,,,,,,,,,
5,3,58,5,5,2,['d'],Y,['d'],N,None,Y,,,,,,,,,
5,4,59,8,8,2,['k'],N,['d'],Y,None,N,,,,,,,,,
5,5,60,0,0,2,['d'],Y,['d'],N,['space'],N,,,,,,,,,
5,6,61,7,7,2,['d'],Y,['d'],N,None,Y,,,,,,,,,
5,7,62,8,8,2,['k'],Y,['k'],N,None,Y,,,,,,,,,
5,8,63,8,8,2,['d'],Y,['d'],Y,['space'],Y,,,,,,,,,
5,9,64,8,8,2,['k'],Y,['k'],N,None,Y,,,,,,,,,
5,10,65,7,7,2,['d'],Y,['d'],Y,['space'],Y,,,,,,,,,
6,0,66,9,9,2,['k'],Y,['k'],N,None,Y,,,,,,,,,
6,1,67,1,1,2,['k'],N,['d'],Y,None,N,,,,,,,,,
6,2,68,3,3,2,['d'],N,['k'],N,None,Y,,,,,,,,,
6,3,69,7,7,2,['k'],N,['d'],N,None,Y,,,,,,,,,
6,4,70,8,8,2,['k'],N,['d'],N,None,Y,,,,,,,,,
6,5,71,2,2,2,['d'],N,['k'],N,None,Y,,,,,,,,,
6,6,72,4,4,2,['k'],Y,['k'],N,None,Y,,,,,,,,,
6,7,73,0,0,2,['d'],N,['k'],Y,None,N,,,,,,,,,
6,8,74,3,3,2,['k'],Y,['k'],Y,['space'],Y,,,,,,,,,
6,9,75,9,9,2,['k'],N,['d'],N,None,Y,,,,,,,,,
6,10,76,0,0,2,['k'],N,['d'],Y,None,N,,,,,,,,,
7,0,77,7,7,2,['k'],N,['d'],Y,['space'],Y,,,,,,,,,
7,1,78,9,9,2,['d'],Y,['d'],Y,None,N,,,,,,,,,
7,2,79,4,4,2,['k'],N,['d'],N,None,Y,,,,,,,,,
7,3,80,5,5,2,['k'],Y,['k'],Y,['space'],Y,,,,,,,,,
7,4,81,0,0,2,['d'],Y,['d'],N,None,Y,,,,,,,,,
7,5,82,7,7,2,['d'],N,['k'],N,None,Y,,,,,,,,,
7,6,83,8,8,2,['k'],N,['d'],Y,['space'],Y,,,,,,,,,
7,7,84,2,2,2,['d'],Y,['d'],N,None,Y,,,,,,,,,
7,8,85,4,4,2,['k'],Y,['k'],Y,None,N,,,,,,,,,
7,9,86,4,4,2,['k'],N,['d'],N,None,Y,,,,,,,,,
7,10,87,0,0,2,['d'],Y,['d'],N,None,Y,,,,,,,,,
8,0,88,4,4,2,['d'],N,['k'],N,None,Y,,,,,,,,,
8,1,89,6,6,2,['k'],N,['d'],N,None,Y,,,,,,,,,
8,2,90,4,4,2,['k'],Y,['k'],Y,['d'],N,,,,,,,,,
8,3,91,1,1,2,['d'],N,['k'],N,None,Y,,,,,,,,,
8,4,92,0,0,2,['k'],Y,['k'],Y,['d'],N,,,,,,,,,
8,5,93,0,0,2,['k'],N,['d'],Y,None,N,,,,,,,,,
8,6,94,8,8,2,['k'],Y,['k'],N,None,Y,,,,,,,,,
8,7,95,5,5,2,['d'],N,['k'],Y,['space'],Y,,,,,,,,,
8,8,96,3,3,2,['k'],N,['d'],Y,None,N,,,,,,,,,
8,9,97,4,4,2,['d'],Y,['d'],Y,None,N,,,,,,,,,
8,10,98,8,8,2,['k'],Y,['k'],Y,None,N,,,,,,,,,
9,0,99,1,1,2,['k'],Y,['k'],N,None,Y,24,34,20,,,,,,
9,1,100,3,3,3,['k'],N,['d'],,,,,,,,,,,,
9,2,101,8,8,3,['d'],Y,['d'],,,,,,,,,,,,
9,3,102,7,7,3,['k'],Y,['k'],Y,['space'],Y,,,,,,,,,
