.thisRepN,.thisTrialN,.thisN,.thisIndex,.thisTrial,Block Number,Key pressed,Category,Correct?,Int Match?,Int Response,Int Correct?,Line Accuracy,Interference Accuracy,Matching Interferences,New instruction shown?,Buttons switched?,Fast?,gender,age,
0,0,0,10,10,1,['k'],['d'],N,,,,,,,,,,f,23,
0,1,1,0,0,1,['d'],['d'],Y,,,,,,,,,,f,23,
0,2,2,1,1,1,['k'],['d'],N,N,None,Y,,,,,,,f,23,
0,3,3,0,0,1,['d'],['k'],N,N,None,Y,,,,,,,f,23,
0,4,4,6,6,1,['k'],['k'],Y,Y,None,N,,,,,,,f,23,
0,5,5,0,0,1,['d'],['k'],N,N,['d'],N,,,,,,,f,23,
0,6,6,1,1,1,['d'],['d'],Y,Y,['space'],Y,,,,,,,f,23,
0,7,7,9,9,1,['k'],['d'],N,Y,['space'],Y,,,,,,,f,23,
0,8,8,0,0,1,['k'],['d'],N,Y,['space'],Y,,,,,,,f,23,
0,9,9,10,10,1,['d'],['k'],N,N,None,Y,,,,,,,f,23,
0,10,10,3,3,1,['k'],['d'],N,Y,['space'],Y,,,,,,,f,23,
1,0,11,6,6,1,['d'],['d'],Y,N,None,Y,,,,,,,f,23,
1,1,12,4,4,1,['d'],['k'],N,Y,None,N,,,,,,,f,23,
1,2,13,1,1,1,['d'],['d'],Y,N,None,Y,,,,,,,f,23,
1,3,14,9,9,1,['d'],['k'],N,N,None,Y,,,,,,,f,23,
1,4,15,9,9,1,['k'],['k'],Y,N,None,Y,,,,,,,f,23,
1,5,16,9,9,1,['d'],['d'],Y,Y,None,N,,,,,,,f,23,
1,6,17,4,4,1,['d'],['d'],Y,N,None,Y,,,,,,,f,23,
1,7,18,0,0,1,['k'],['k'],Y,N,['space'],N,,,,,,,f,23,
1,8,19,3,3,1,['d'],['d'],Y,Y,['space'],Y,,,,,,,f,23,
1,9,20,3,3,1,['k'],['k'],Y,N,None,Y,,,,,,,f,23,
1,10,21,4,4,1,['d'],['d'],Y,Y,['space'],Y,,,,,,,f,23,
2,0,22,2,2,1,['k'],['k'],Y,N,None,Y,,,,,,,f,23,
2,1,23,0,0,1,['d'],['d'],Y,N,None,Y,,,,,,,f,23,
2,2,24,7,7,1,['k'],['d'],N,N,None,Y,,,,,,,f,23,
2,3,25,8,8,1,['k'],['k'],Y,Y,['space'],Y,,,,,,,f,23,
2,4,26,0,0,1,['d'],['d'],Y,Y,['space'],Y,,,,,,,f,23,
2,5,27,2,2,1,['k'],['k'],Y,N,None,Y,,,,,,,f,23,
2,6,28,7,7,1,['d'],['d'],Y,N,None,Y,,,,,,,f,23,
2,7,29,9,9,1,['k'],['k'],Y,N,None,Y,,,,,,,f,23,
2,8,30,2,2,1,['k'],['k'],Y,N,None,Y,,,,,,,f,23,
2,9,31,4,4,1,['d'],['k'],N,Y,['d'],N,,,,,,,f,23,
2,10,32,0,0,1,['k'],['k'],Y,Y,['space'],Y,,,,,,,f,23,
3,0,33,7,7,1,['d'],['d'],Y,Y,['space'],Y,,,,,,,f,23,
3,1,34,1,1,1,['k'],['k'],Y,N,None,Y,,,,,,,f,23,
3,2,35,5,5,1,['d'],['d'],Y,N,None,Y,,,,,,,f,23,
3,3,36,4,4,1,['k'],['d'],N,N,None,Y,,,,,,,f,23,
3,4,37,1,1,1,['d'],['d'],Y,Y,None,N,,,,,,,f,23,
3,5,38,6,6,1,['k'],['k'],Y,Y,None,N,,,,,,,f,23,
3,6,39,6,6,1,['d'],['d'],Y,Y,['space'],Y,,,,,,,f,23,
3,7,40,9,9,1,['k'],['k'],Y,Y,['space'],Y,,,,,,,f,23,
3,8,41,10,10,1,['d'],['d'],Y,N,None,Y,,,,,,,f,23,
3,9,42,10,10,1,['k'],['k'],Y,N,None,Y,,,,,,,f,23,
3,10,43,4,4,1,['d'],['d'],Y,Y,None,N,,,,,,,f,23,
4,0,44,9,9,1,['k'],['d'],N,N,None,Y,,,,,,,f,23,
4,1,45,2,2,1,['d'],['d'],Y,Y,['space'],Y,,,,,,,f,23,
4,2,46,6,6,1,['d'],['d'],Y,N,None,Y,,,,,,,f,23,
4,3,47,4,4,1,['d'],['d'],Y,N,None,Y,,,,,,,f,23,
4,4,48,8,8,1,['k'],['d'],N,Y,['d'],N,,,,,,,f,23,
4,5,49,0,0,1,['k'],['d'],N,N,None,Y,34,38,21,,,,f,23,
4,6,50,2,2,2,['k'],['k'],Y,,,,,,,,,,f,23,
4,7,51,5,5,2,['k'],['d'],N,,,,,,,,,,f,23,
4,8,52,5,5,2,['k'],['k'],Y,Y,None,N,,,,,,,f,23,
4,9,53,4,4,2,['k'],['k'],Y,N,None,Y,,,,,,,f,23,
4,10,54,1,1,2,['k'],['k'],Y,N,None,Y,,,,,,,f,23,
5,0,55,6,6,2,['d'],['d'],Y,N,None,Y,,,,,,,f,23,
5,1,56,5,5,2,['d'],['k'],N,N,None,Y,,,,,,,f,23,
5,2,57,8,8,2,['k'],['d'],N,Y,None,N,,,,,,,f,23,
5,3,58,2,2,2,['k'],['k'],Y,N,None,Y,,,,,,,f,23,
5,4,59,4,4,2,['d'],['k'],N,Y,None,N,,,,,,,f,23,
5,5,60,6,6,2,['d'],['d'],Y,Y,['space'],Y,,,,,,,f,23,
5,6,61,2,2,2,['k'],['k'],Y,N,['space'],N,,,,,,,f,23,
5,7,62,2,2,2,['k'],['k'],Y,N,['space'],N,,,,,,,f,23,
5,8,63,2,2,2,['d'],['k'],N,Y,['space'],Y,,,,,,,f,23,
5,9,64,4,4,2,['d'],['d'],Y,N,None,Y,,,,,,,f,23,
5,10,65,10,10,2,['k'],['d'],N,Y,None,N,,,,,,,f,23,
6,0,66,9,9,2,['d'],['k'],N,N,None,Y,,,,,,,f,23,
6,1,67,3,3,2,['k'],['k'],Y,N,['space'],N,,,,,,,f,23,
6,2,68,1,1,2,['k'],['k'],Y,N,None,Y,,,,,,,f,23,
6,3,69,2,2,2,['k'],['k'],Y,N,['space'],N,,,,,,,f,23,
6,4,70,2,2,2,['d'],['d'],Y,Y,['d'],N,,,,,,,f,23,
6,5,71,5,5,2,['d'],['d'],Y,Y,None,N,,,,,,,f,23,
