.thisRepN,.thisTrialN,.thisN,.thisIndex,Block Number,Key pressed,Category,Correct?,Total correct,Percent correct,Button switch shown?,Fast?,gender,age,
0,588,588,175,12,['d'],['d'],Y,,,,,male,21,
0,589,589,224,12,['k'],['d'],N,,,,,male,21,
0,590,590,440,12,['k'],['k'],Y,,,,,male,21,
0,591,591,296,12,['d'],['d'],Y,,,,,male,21,
0,592,592,556,12,['k'],['k'],Y,,,,,male,21,
0,593,593,156,12,['d'],['d'],Y,,,,,male,21,
0,594,594,179,12,['d'],['d'],Y,,,,,male,21,
0,595,595,64,12,['k'],['d'],N,,,,,male,21,
0,596,596,4,12,['d'],['d'],Y,,,,,male,21,
0,597,597,592,12,['k'],['k'],Y,,,,,male,21,
0,598,598,255,12,['d'],['d'],Y,,,,,male,21,
0,599,599,46,12,['d'],['d'],Y,38,0,,,male,21,
