.thisRepN,.thisTrialN,.thisN,.thisIndex,Block Number,Key pressed,Category,Correct?,Button switch shown?,Fast?,gender,age
0,501,501,157,11,['k'],['d'],Y,,Y,female,21
0,502,502,592,11,['d'],['k'],Y,,Y,female,21
0,503,503,578,11,['d'],['k'],Y,,Y,female,21
0,504,504,212,11,['k'],['d'],Y,,Y,female,21
0,505,505,410,11,['d'],['k'],Y,,Y,female,21
0,506,506,575,11,['d'],['k'],Y,,Y,female,21
0,507,507,558,11,['d'],['k'],Y,,Y,female,21
0,508,508,596,11,['d'],['k'],Y,,Y,female,21
0,509,509,248,11,['k'],['d'],Y,,Y,female,21
0,510,510,580,11,['d'],['k'],Y,,Y,female,21
0,511,511,95,11,['k'],['d'],Y,,Y,female,21
0,512,512,415,11,['d'],['k'],Y,,Y,female,21
0,513,513,89,11,['d'],['d'],N,,Y,female,21
0,514,514,542,11,['d'],['k'],Y,,Y,female,21
0,515,515,345,11,['d'],['k'],Y,,Y,female,21
0,516,516,111,11,['k'],['d'],Y,,Y,female,21
0,517,517,488,11,['d'],['k'],Y,,Y,female,21
0,518,518,286,11,['k'],['d'],Y,,Y,female,21
0,519,519,39,11,['k'],['d'],Y,,Y,female,21
0,520,520,203,11,['k'],['d'],Y,,Y,female,21
0,521,521,384,11,['d'],['k'],Y,,Y,female,21
0,522,522,252,11,['k'],['d'],Y,,Y,female,21
0,523,523,512,11,['k'],['k'],N,,Y,female,21
0,524,524,545,11,['d'],['k'],Y,,Y,female,21
0,525,525,404,11,['d'],['k'],Y,,Y,female,21
0,526,526,91,11,['k'],['d'],Y,,Y,female,21
0,527,527,481,11,['d'],['k'],Y,,Y,female,21
0,528,528,563,11,['d'],['k'],Y,,Y,female,21
0,529,529,36,11,['k'],['d'],Y,,Y,female,21
0,530,530,233,11,['k'],['d'],Y,,Y,female,21
0,531,531,279,11,['k'],['d'],Y,,Y,female,21
0,532,532,526,11,['k'],['k'],N,,Y,female,21
0,533,533,379,11,['d'],['k'],Y,,Y,female,21
0,534,534,54,11,['k'],['d'],Y,,Y,female,21
0,535,535,343,11,['d'],['k'],Y,,Y,female,21
0,536,536,539,11,['d'],['k'],Y,,Y,female,21
0,537,537,594,11,['k'],['k'],N,,Y,female,21
0,538,538,352,11,['d'],['k'],Y,,Y,female,21
0,539,539,28,11,['k'],['d'],Y,,Y,female,21
0,540,540,524,11,['d'],['k'],Y,,Y,female,21
0,541,541,215,11,['k'],['d'],Y,,Y,female,21
0,542,542,503,11,['d'],['k'],Y,,Y,female,21
0,543,543,53,11,['k'],['d'],Y,,Y,female,21
0,544,544,187,11,['k'],['d'],Y,,Y,female,21
0,545,545,339,11,['d'],['k'],Y,,Y,female,21
0,546,546,511,11,['d'],['k'],Y,,Y,female,21
0,547,547,408,11,['d'],['k'],Y,,Y,female,21
0,548,548,562,11,['d'],['k'],Y,,Y,female,21
0,549,549,5,11,['k'],['d'],Y,,Y,female,21
,,,,,,,"46 correct, 4 wrong",,,,
0,550,550,321,12,['d'],['k'],Y,,Y,female,21
0,551,551,14,12,['d'],['d'],N,,Y,female,21
0,552,552,506,12,['d'],['k'],Y,,Y,female,21
0,553,553,211,12,['k'],['d'],Y,,Y,female,21
0,554,554,126,12,['k'],['d'],Y,,Y,female,21
0,555,555,20,12,['k'],['d'],Y,,Y,female,21
0,556,556,309,12,['d'],['k'],Y,,Y,female,21
0,557,557,541,12,['d'],['k'],Y,,Y,female,21
0,558,558,584,12,['k'],['k'],N,,Y,female,21
0,559,559,194,12,['k'],['d'],Y,,Y,female,21
0,560,560,87,12,['k'],['d'],Y,,Y,female,21
0,561,561,67,12,['k'],['d'],Y,,Y,female,21
0,562,562,316,12,['d'],['k'],Y,,Y,female,21
0,563,563,269,12,['k'],['d'],Y,,Y,female,21
0,564,564,453,12,['d'],['k'],Y,,Y,female,21
0,565,565,69,12,['k'],['d'],Y,,Y,female,21
0,566,566,304,12,['d'],['k'],Y,,Y,female,21
0,567,567,523,12,['d'],['k'],Y,,Y,female,21
0,568,568,527,12,['d'],['k'],Y,,Y,female,21
0,569,569,535,12,['d'],['k'],Y,,Y,female,21
0,570,570,438,12,['d'],['k'],Y,,Y,female,21
0,571,571,324,12,['d'],['k'],Y,,Y,female,21
0,572,572,193,12,['k'],['d'],Y,,Y,female,21
0,573,573,312,12,['d'],['k'],Y,,Y,female,21
0,574,574,375,12,['d'],['k'],Y,,Y,female,21
0,575,575,292,12,['k'],['d'],Y,,Y,female,21
0,576,576,534,12,['d'],['k'],Y,,Y,female,21
0,577,577,485,12,['d'],['k'],Y,,Y,female,21
0,578,578,433,12,['k'],['k'],N,,Y,female,21
0,579,579,465,12,['d'],['k'],Y,,Y,female,21
0,580,580,2,12,['k'],['d'],Y,,Y,female,21
0,581,581,112,12,['k'],['d'],Y,,Y,female,21
0,582,582,42,12,['k'],['d'],Y,,Y,female,21
0,583,583,274,12,['k'],['d'],Y,,Y,female,21
0,584,584,297,12,['k'],['d'],Y,,Y,female,21
0,585,585,401,12,['d'],['k'],Y,,Y,female,21
0,586,586,56,12,['k'],['d'],Y,,Y,female,21
0,587,587,8,12,['k'],['d'],Y,,Y,female,21
0,588,588,346,12,['k'],['k'],N,,Y,female,21
0,589,589,284,12,['k'],['d'],Y,,Y,female,21
0,590,590,239,12,['k'],['d'],Y,,Y,female,21
0,591,591,490,12,['d'],['k'],Y,,Y,female,21
0,592,592,127,12,['k'],['d'],Y,,Y,female,21
0,593,593,509,12,['d'],['k'],Y,,Y,female,21
0,594,594,250,12,['k'],['d'],Y,,Y,female,21
0,595,595,223,12,['k'],['d'],Y,,Y,female,21
0,596,596,162,12,['k'],['d'],Y,,Y,female,21
0,597,597,235,12,['k'],['d'],Y,,Y,female,21
0,598,598,38,12,['k'],['d'],Y,,Y,female,21
0,599,599,553,12,['d'],['k'],Y,,Y,female,21
,,,,,,,"46 correct, 4 wrong",,,,
