.thisRepN,.thisTrialN,.thisN,.thisIndex,Block Number,Key pressed,Category,Correct?,Button switch shown?,Fast?,gender,age,
0,0,0,87,1,['d'],['d'],Y,,,M,21,
0,1,1,271,1,['d'],['d'],Y,,,M,21,
0,2,2,573,1,['d'],['k'],N,,,M,21,
0,3,3,539,1,['k'],['k'],Y,,,M,21,
0,4,4,270,1,['d'],['d'],Y,,,M,21,
0,5,5,104,1,['k'],['d'],N,,,M,21,
0,6,6,69,1,['d'],['d'],Y,,,M,21,
0,7,7,178,1,['d'],['d'],Y,,,M,21,
0,8,8,63,1,['k'],['d'],N,,,M,21,
0,9,9,286,1,['k'],['d'],N,,,M,21,
0,10,10,516,1,['k'],['k'],Y,,,M,21,
0,11,11,421,1,['k'],['k'],Y,,,M,21,
0,12,12,343,1,['k'],['k'],Y,,,M,21,
0,13,13,423,1,['k'],['k'],Y,,,M,21,
0,14,14,26,1,['d'],['d'],Y,,,M,21,
0,15,15,16,1,['d'],['d'],Y,,,M,21,
0,16,16,427,1,['k'],['k'],Y,,,M,21,
0,17,17,526,1,['k'],['k'],Y,,,M,21,
0,18,18,564,1,['k'],['k'],Y,,,M,21,
0,19,19,471,1,['k'],['k'],Y,,,M,21,
0,20,20,60,1,['k'],['d'],N,,,M,21,
0,21,21,598,1,['k'],['k'],Y,,,M,21,
0,22,22,138,1,['d'],['d'],Y,,,M,21,
0,23,23,430,1,['d'],['k'],N,,,M,21,
0,24,24,250,1,['d'],['d'],Y,,,M,21,
0,25,25,385,1,['d'],['k'],N,,,M,21,
0,26,26,519,1,['k'],['k'],Y,,,M,21,
0,27,27,402,1,['k'],['k'],Y,,,M,21,
0,28,28,464,1,['k'],['k'],Y,,,M,21,
0,29,29,374,1,['d'],['k'],N,,,M,21,
0,30,30,273,1,['d'],['d'],Y,,,M,21,
0,31,31,265,1,['d'],['d'],Y,,,M,21,
0,32,32,594,1,['k'],['k'],Y,,,M,21,
0,33,33,568,1,['k'],['k'],Y,,,M,21,
0,34,34,228,1,['d'],['d'],Y,,,M,21,
0,35,35,1,1,['d'],['d'],Y,,,M,21,
0,36,36,64,1,['d'],['d'],Y,,,M,21,
0,37,37,182,1,['d'],['d'],Y,,,M,21,
0,38,38,496,1,['k'],['k'],Y,,,M,21,
0,39,39,353,1,['k'],['k'],Y,,,M,21,
0,40,40,223,1,['d'],['d'],Y,,,M,21,
0,41,41,304,1,['k'],['k'],Y,,,M,21,
0,42,42,80,1,['d'],['d'],Y,,,M,21,
0,43,43,10,1,['d'],['d'],Y,,,M,21,
0,44,44,596,1,['k'],['k'],Y,,,M,21,
0,45,45,150,1,['d'],['d'],Y,,,M,21,
0,46,46,201,1,['d'],['d'],Y,,,M,21,
0,47,47,200,1,['d'],['d'],Y,,,M,21,
0,48,48,118,1,['d'],['d'],Y,,,M,21,
0,49,49,473,1,['k'],['k'],Y,,,M,21,
0,50,50,395,2,['d'],['k'],N,,,M,21,
0,51,51,419,2,['k'],['k'],Y,,,M,21,
0,52,52,448,2,['k'],['k'],Y,,,M,21,
0,53,53,589,2,['k'],['k'],Y,,,M,21,
0,54,54,78,2,['d'],['d'],Y,,,M,21,
0,55,55,390,2,['k'],['k'],Y,,,M,21,
0,56,56,13,2,['d'],['d'],Y,,,M,21,
0,57,57,558,2,['k'],['k'],Y,,,M,21,
0,58,58,442,2,['k'],['k'],Y,,,M,21,
0,59,59,85,2,['k'],['d'],N,,,M,21,
0,60,60,582,2,['d'],['k'],N,,,M,21,
0,61,61,302,2,['k'],['k'],Y,,,M,21,
0,62,62,19,2,['d'],['d'],Y,,,M,21,
0,63,63,155,2,['d'],['d'],Y,,,M,21,
0,64,64,101,2,['d'],['d'],Y,,,M,21,
0,65,65,330,2,['k'],['k'],Y,,,M,21,
0,66,66,123,2,['d'],['d'],Y,,,M,21,
0,67,67,193,2,['k'],['d'],N,,,M,21,
0,68,68,509,2,['k'],['k'],Y,,,M,21,
0,69,69,434,2,['k'],['k'],Y,,,M,21,
0,70,70,373,2,['d'],['k'],N,,,M,21,
0,71,71,352,2,['k'],['k'],Y,,,M,21,
0,72,72,163,2,['d'],['d'],Y,,,M,21,
0,73,73,199,2,['d'],['d'],Y,,,M,21,
0,74,74,320,2,['k'],['k'],Y,,,M,21,
0,75,75,359,2,['k'],['k'],Y,,,M,21,
0,76,76,362,2,['k'],['k'],Y,,,M,21,
0,77,77,301,2,['k'],['k'],Y,,,M,21,
0,78,78,148,2,['d'],['d'],Y,,,M,21,
0,79,79,499,2,['k'],['k'],Y,,,M,21,
0,80,80,551,2,['k'],['k'],Y,,,M,21,
0,81,81,453,2,['k'],['k'],Y,,,M,21,
0,82,82,6,2,['d'],['d'],Y,,,M,21,
0,83,83,431,2,['d'],['k'],N,,,M,21,
0,84,84,405,2,['k'],['k'],Y,,,M,21,
0,85,85,135,2,['d'],['d'],Y,,,M,21,
0,86,86,111,2,['d'],['d'],Y,,,M,21,
0,87,87,340,2,['k'],['k'],Y,,,M,21,
0,88,88,321,2,['k'],['k'],Y,,,M,21,
0,89,89,544,2,['k'],['k'],Y,,,M,21,
0,90,90,382,2,['k'],['k'],Y,,,M,21,
0,91,91,325,2,['k'],['k'],Y,,,M,21,
0,92,92,554,2,['k'],['k'],Y,,,M,21,
0,93,93,83,2,['k'],['d'],N,,,M,21,
0,94,94,552,2,['k'],['k'],Y,,,M,21,
0,95,95,501,2,['k'],['k'],Y,,,M,21,
0,96,96,177,2,['d'],['d'],Y,,,M,21,
0,97,97,96,2,['d'],['d'],Y,,,M,21,
0,98,98,139,2,['d'],['d'],Y,,,M,21,
0,99,99,186,2,['d'],['d'],Y,,,M,21,
0,100,100,30,3,['d'],['d'],Y,,,M,21,
0,101,101,158,3,['d'],['d'],Y,,,M,21,
0,102,102,91,3,['d'],['d'],Y,,,M,21,
0,103,103,344,3,['k'],['k'],Y,,,M,21,
0,104,104,482,3,['k'],['k'],Y,,,M,21,
0,105,105,20,3,['d'],['d'],Y,,,M,21,
0,106,106,107,3,['d'],['d'],Y,,,M,21,
0,107,107,322,3,['k'],['k'],Y,,,M,21,
0,108,108,572,3,['k'],['k'],Y,,,M,21,
0,109,109,36,3,['d'],['d'],Y,,,M,21,
0,110,110,329,3,['k'],['k'],Y,,,M,21,
0,111,111,275,3,['d'],['d'],Y,,,M,21,
0,112,112,225,3,['k'],['d'],N,,,M,21,
0,113,113,245,3,['d'],['d'],Y,,,M,21,
0,114,114,525,3,['k'],['k'],Y,,,M,21,
0,115,115,109,3,['d'],['d'],Y,,,M,21,
0,116,116,593,3,['k'],['k'],Y,,,M,21,
0,117,117,478,3,['k'],['k'],Y,,,M,21,
0,118,118,334,3,['k'],['k'],Y,,,M,21,
0,119,119,360,3,['k'],['k'],Y,,,M,21,
0,120,120,211,3,['d'],['d'],Y,,,M,21,
0,121,121,125,3,['d'],['d'],Y,,,M,21,
0,122,122,115,3,['d'],['d'],Y,,,M,21,
0,123,123,585,3,['k'],['k'],Y,,,M,21,
0,124,124,521,3,['k'],['k'],Y,,,M,21,
0,125,125,82,3,['d'],['d'],Y,,,M,21,
0,126,126,468,3,['k'],['k'],Y,,,M,21,
0,127,127,523,3,['k'],['k'],Y,,,M,21,
0,128,128,3,3,['d'],['d'],Y,,,M,21,
0,129,129,47,3,['d'],['d'],Y,,,M,21,
0,130,130,458,3,['k'],['k'],Y,,,M,21,
0,131,131,452,3,['k'],['k'],Y,,,M,21,
0,132,132,391,3,['k'],['k'],Y,,,M,21,
0,133,133,399,3,['k'],['k'],Y,,,M,21,
0,134,134,591,3,['k'],['k'],Y,,,M,21,
0,135,135,400,3,['d'],['k'],N,,,M,21,
0,136,136,99,3,['d'],['d'],Y,,,M,21,
0,137,137,230,3,['k'],['d'],N,,,M,21,
0,138,138,220,3,['d'],['d'],Y,,,M,21,
0,139,139,313,3,['k'],['k'],Y,,,M,21,
0,140,140,133,3,['d'],['d'],Y,,,M,21,
0,141,141,595,3,['k'],['k'],Y,,,M,21,
0,142,142,237,3,['d'],['d'],Y,,,M,21,
0,143,143,534,3,['k'],['k'],Y,,,M,21,
0,144,144,103,3,['d'],['d'],Y,,,M,21,
0,145,145,33,3,['d'],['d'],Y,,,M,21,
0,146,146,76,3,['d'],['d'],Y,,,M,21,
0,147,147,134,3,['d'],['d'],Y,,,M,21,
0,148,148,303,3,['k'],['k'],Y,,,M,21,
0,149,149,77,3,['d'],['d'],Y,,,M,21,
0,150,150,2,4,['d'],['d'],Y,,,M,21,
0,151,151,202,4,['d'],['d'],Y,,,M,21,
0,152,152,416,4,['k'],['k'],Y,,,M,21,
0,153,153,105,4,['d'],['d'],Y,,,M,21,
0,154,154,314,4,['k'],['k'],Y,,,M,21,
0,155,155,384,4,['k'],['k'],Y,,,M,21,
0,156,156,426,4,['k'],['k'],Y,,,M,21,
0,157,157,599,4,['k'],['k'],Y,,,M,21,
0,158,158,401,4,['k'],['k'],Y,,,M,21,
0,159,159,146,4,['k'],['d'],N,,,M,21,
