.thisRepN,.thisTrialN,.thisN,.thisIndex,.thisTrial,Block Number,Key pressed,Category,Correct?,Int Match?,Int Response,Int Correct?,Line Accuracy,Interference Accuracy,Matching Interferences,New instruction shown?,Buttons switched?,Fast?,gender,age,
0,0,0,4,4,1,['k'],['k'],Y,,,,,,,,,,M,20,
0,1,1,2,2,1,['d'],['k'],N,,,,,,,,,,M,20,
0,2,2,1,1,1,['k'],['k'],Y,Y,['k'],N,,,,,,,M,20,
0,3,3,9,9,1,['k'],['k'],Y,N,None,Y,,,,,,,M,20,
0,4,4,3,3,1,['k'],['k'],Y,N,None,Y,,,,,,,M,20,
0,5,5,1,1,1,['k'],['k'],Y,N,None,Y,,,,,,,M,20,
0,6,6,2,2,1,['k'],['k'],Y,N,None,Y,,,,,,,M,20,
0,7,7,0,0,1,['d'],['k'],N,Y,None,N,,,,,,,M,20,
0,8,8,2,2,1,['k'],['k'],Y,N,None,Y,,,,,,,M,20,
0,9,9,3,3,1,['k'],['k'],Y,Y,['space'],Y,,,,,,,M,20,
0,10,10,9,9,1,['k'],['k'],Y,Y,['space'],Y,,,,,,,M,20,
1,0,11,10,10,1,['k'],['d'],N,N,['space'],N,,,,,,,M,20,
1,1,12,5,5,1,['k'],['k'],Y,N,None,Y,,,,,,,M,20,
1,2,13,4,4,1,['k'],['k'],Y,N,None,Y,,,,,,,M,20,
1,3,14,8,8,1,['k'],['k'],Y,N,None,Y,,,,,,,M,20,
1,4,15,8,8,1,['k'],['d'],N,Y,None,N,,,,,,,M,20,
1,5,16,6,6,1,['d'],['d'],Y,N,None,Y,,,,,,,M,20,
1,6,17,0,0,1,['k'],['d'],N,Y,['space'],Y,,,,,,,M,20,
1,7,18,7,7,1,['d'],['d'],Y,N,None,Y,,,,,,,M,20,
1,8,19,6,6,1,['d'],['d'],Y,N,None,Y,,,,,,,M,20,
1,9,20,7,7,1,['d'],['d'],Y,N,['d'],N,,,,,,,M,20,
1,10,21,2,2,1,['d'],['d'],Y,Y,None,N,,,,,,,M,20,
2,0,22,9,9,1,['d'],['k'],N,Y,None,N,,,,,,,M,20,
2,1,23,7,7,1,['k'],['k'],Y,Y,None,N,,,,,,,M,20,
2,2,24,2,2,1,['k'],['k'],Y,Y,['space'],Y,,,,,,,M,20,
2,3,25,10,10,1,['k'],['d'],N,Y,['space'],Y,,,,,,,M,20,
2,4,26,9,9,1,['k'],['k'],Y,N,None,Y,,,,,,,M,20,
2,5,27,5,5,1,['d'],['d'],Y,N,None,Y,,,,,,,M,20,
