.thisRepN,.thisTrialN,.thisN,.thisIndex,.thisTrial,Block Number,Key pressed,Correct?,Category,Int Match?,Int Response,Int Correct?,Line Accuracy,Interference Accuracy,Matching Interferences,New instruction shown?,Buttons switched?,Fast?,gender,age,
0,0,0,4,4,1,None,Timed out,,,,,,,,,,,M,20,
0,1,1,5,5,1,['d'],N,['k'],,,,,,,,,,M,20,
0,2,2,3,3,1,['k'],N,['d'],N,None,Y,,,,,,,M,20,
0,3,3,10,10,1,['k'],Y,['k'],N,None,Y,,,,,,,M,20,
0,4,4,8,8,1,['k'],Y,['k'],N,None,Y,,,,,,,M,20,
0,5,5,4,4,1,['k'],N,['d'],N,None,Y,,,,,,,M,20,
0,6,6,10,10,1,['d'],Y,['d'],Y,['k'],N,,,,,,,M,20,
0,7,7,10,10,1,['d'],N,['k'],Y,['space'],Y,,,,,,,M,20,
0,8,8,7,7,1,['d'],Y,['d'],Y,None,N,,,,,,,M,20,
0,9,9,5,5,1,['d'],N,['k'],Y,['space'],Y,,,,,,,M,20,
0,10,10,9,9,1,['k'],N,['d'],N,None,Y,,,,,,,M,20,
1,0,11,0,0,1,['d'],Y,['d'],Y,None,N,,,,,,,M,20,
1,1,12,9,9,1,['d'],N,['k'],Y,None,N,,,,,,,M,20,
1,2,13,7,7,1,['k'],N,['d'],N,None,Y,,,,,,,M,20,
1,3,14,2,2,1,['d'],N,['k'],N,None,Y,,,,,,,M,20,
1,4,15,4,4,1,['d'],Y,['d'],Y,None,N,,,,,,,M,20,
1,5,16,10,10,1,['k'],Y,['k'],N,['space'],N,,,,,,,M,20,
1,6,17,9,9,1,['k'],Y,['k'],Y,['space'],Y,,,,,,,M,20,
1,7,18,1,1,1,['k'],Y,['k'],Y,['d'],N,,,,,,,M,20,
1,8,19,2,2,1,['k'],N,['d'],N,['space'],N,,,,,,,M,20,
1,9,20,7,7,1,['k'],Y,['k'],Y,None,N,,,,,,,M,20,
1,10,21,9,9,1,['k'],Y,['k'],Y,None,N,,,,,,,M,20,
