.thisRepN,.thisTrialN,.thisN,.thisIndex,.thisTrial,Block Number,Key pressed,Category,Correct?,Int Match?,Int Response,Int Correct?,Line Accuracy,Interference Accuracy,Matching Interferences,New instruction shown?,Buttons switched?,Fast?,gender,age
29,5,324,7,7,7,['k'],['k'],Y,N,None,Y,,,,,,,F,19
29,6,325,7,7,7,['k'],['k'],Y,Y,['space'],Y,,,,,,,F,19
29,7,326,7,7,7,['k'],['k'],Y,N,None,Y,,,,,,,F,19
29,8,327,1,1,7,['d'],['k'],N,Y,['space'],Y,,,,,,,F,19
29,9,328,1,1,7,['d'],['d'],Y,Y,['space'],Y,,,,,,,F,19
29,10,329,2,2,7,['d'],['d'],Y,N,None,Y,,,,,,,F,19
30,0,330,2,2,7,['k'],['k'],Y,Y,None,N,,,,,,,F,19
30,1,331,3,3,7,['d'],['d'],Y,Y,['space'],Y,,,,,,,F,19
30,2,332,8,8,7,['d'],['d'],Y,Y,['space'],Y,,,,,,,F,19
30,3,333,6,6,7,['d'],['d'],Y,N,None,Y,,,,,,,F,19
30,4,334,1,1,7,['k'],['k'],Y,Y,None,N,,,,,,,F,19
30,5,335,3,3,7,['d'],['d'],Y,N,None,Y,,,,,,,F,19
30,6,336,3,3,7,['d'],['d'],Y,Y,['space'],Y,,,,,,,F,19
30,7,337,6,6,7,['d'],['d'],Y,Y,['space'],Y,,,,,,,F,19
30,8,338,0,0,7,['d'],['d'],Y,Y,['space'],Y,,,,,,,F,19
30,9,339,8,8,7,['d'],['k'],N,N,['space'],N,,,,,,,F,19
30,10,340,5,5,7,['k'],['k'],Y,Y,None,N,,,,,,,F,19
31,0,341,8,8,7,['k'],['k'],Y,Y,['space'],Y,,,,,,,F,19
31,1,342,6,6,7,['k'],['k'],Y,Y,['space'],Y,,,,,,,F,19
31,2,343,10,10,7,['k'],['d'],N,N,None,Y,,,,,,,F,19
31,3,344,8,8,7,['k'],['k'],Y,N,None,Y,,,,,,,F,19
31,4,345,7,7,7,['d'],['d'],Y,N,None,Y,,,,,,,F,19
31,5,346,0,0,7,['k'],['k'],Y,N,None,Y,,,,,,,F,19
31,6,347,8,8,7,['d'],['d'],Y,N,None,Y,,,,,,,F,19
31,7,348,2,2,7,['d'],['d'],Y,N,None,Y,,,,,,,F,19
31,8,349,10,10,7,['d'],['d'],Y,N,None,Y,46,42,25,,,,F,19
31,9,350,1,1,8,['k'],['d'],N,,,,,,,,,,F,19
31,10,351,4,4,8,['d'],['d'],Y,,,,,,,,,,F,19
32,0,352,5,5,8,['k'],['k'],Y,N,None,Y,,,,,,,F,19
32,1,353,1,1,8,['k'],['d'],N,N,None,Y,,,,,,,F,19
32,2,354,6,6,8,['d'],['d'],Y,Y,['space'],Y,,,,,,,F,19
32,3,355,8,8,8,['d'],['k'],N,Y,['space'],Y,,,,,,,F,19
32,4,356,1,1,8,['k'],['k'],Y,N,None,Y,,,,,,,F,19
32,5,357,5,5,8,['k'],['k'],Y,Y,['space'],Y,,,,,,,F,19
32,6,358,2,2,8,['d'],['d'],Y,N,None,Y,,,,,,,F,19
32,7,359,2,2,8,['k'],['k'],Y,Y,['space'],Y,,,,,,,F,19
32,8,360,0,0,8,['d'],['d'],Y,Y,['space'],Y,,,,,,,F,19
32,9,361,10,10,8,['d'],['d'],Y,N,None,Y,,,,,,,F,19
32,10,362,2,2,8,['d'],['d'],Y,Y,None,N,,,,,,,F,19
33,0,363,8,8,8,['d'],['d'],Y,Y,['space'],Y,,,,,,,F,19
33,1,364,3,3,8,['d'],['d'],Y,Y,['space'],Y,,,,,,,F,19
33,2,365,4,4,8,['k'],['k'],Y,N,None,Y,,,,,,,F,19
33,3,366,6,6,8,['d'],['d'],Y,Y,['space'],Y,,,,,,,F,19
33,4,367,5,5,8,['d'],['d'],Y,Y,None,N,,,,,,,F,19
33,5,368,1,1,8,['d'],['d'],Y,Y,None,N,,,,,,,F,19
33,6,369,3,3,8,['k'],['d'],N,Y,['space'],Y,,,,,,,F,19
33,7,370,5,5,8,['d'],['d'],Y,Y,['space'],Y,,,,,,,F,19
33,8,371,4,4,8,['k'],['k'],Y,Y,['space'],Y,,,,,,,F,19
33,9,372,3,3,8,['k'],['k'],Y,Y,['space'],Y,,,,,,,F,19
33,10,373,6,6,8,['k'],['d'],N,Y,['space'],Y,,,,,,,F,19
34,0,374,7,7,8,['k'],['k'],Y,Y,['space'],Y,,,,,,,F,19
34,1,375,2,2,8,['d'],['d'],Y,N,None,Y,,,,,,,F,19
34,2,376,1,1,8,['d'],['d'],Y,N,None,Y,,,,,,,F,19
34,3,377,10,10,8,['d'],['d'],Y,Y,['space'],Y,,,,,,,F,19
34,4,378,10,10,8,['k'],['k'],Y,N,None,Y,,,,,,,F,19
34,5,379,7,7,8,['k'],['k'],Y,N,None,Y,,,,,,,F,19
34,6,380,1,1,8,['k'],['k'],Y,Y,['space'],Y,,,,,,,F,19
34,7,381,0,0,8,['d'],['d'],Y,Y,['space'],Y,,,,,,,F,19
34,8,382,0,0,8,['d'],['d'],Y,Y,['space'],Y,,,,,,,F,19
34,9,383,0,0,8,['d'],['d'],Y,Y,['space'],Y,,,,,,,F,19
34,10,384,5,5,8,['k'],['k'],Y,N,None,Y,,,,,,,F,19
35,0,385,4,4,8,['k'],['d'],N,N,None,Y,,,,,,,F,19
35,1,386,6,6,8,['k'],['k'],Y,Y,['space'],Y,,,,,,,F,19
35,2,387,10,10,8,['k'],['k'],Y,N,None,Y,,,,,,,F,19
35,3,388,7,7,8,['k'],['k'],Y,N,None,Y,,,,,,,F,19
35,4,389,2,2,8,['k'],['k'],Y,Y,None,N,,,,,,,F,19
35,5,390,4,4,8,['d'],['d'],Y,Y,['space'],Y,,,,,,,F,19
35,6,391,10,10,8,['k'],['k'],Y,N,None,Y,,,,,,,F,19
35,7,392,1,1,8,['k'],['k'],Y,N,None,Y,,,,,,,F,19
35,8,393,9,9,8,['d'],['d'],Y,N,None,Y,,,,,,,F,19
35,9,394,5,5,8,['k'],['k'],Y,N,None,Y,,,,,,,F,19
35,10,395,10,10,8,['k'],['k'],Y,N,None,Y,,,,,,,F,19
36,0,396,2,2,8,['d'],['k'],N,N,None,Y,,,,,,,F,19
36,1,397,1,1,8,['k'],['k'],Y,N,None,Y,,,,,,,F,19
36,2,398,9,9,8,['d'],['d'],Y,N,None,Y,,,,,,,F,19
36,3,399,5,5,8,['d'],['d'],Y,N,None,Y,43,44,25,,,,F,19
36,4,400,1,1,9,['d'],['d'],Y,,,,,,,,,,F,19
36,5,401,2,2,9,['k'],['k'],Y,,,,,,,,,,F,19
36,6,402,4,4,9,['k'],['k'],Y,Y,['space'],Y,,,,,,,F,19
36,7,403,9,9,9,['k'],['k'],Y,Y,['space'],Y,,,,,,,F,19
36,8,404,6,6,9,['d'],['d'],Y,N,None,Y,,,,,,,F,19
36,9,405,6,6,9,['d'],['d'],Y,Y,['space'],Y,,,,,,,F,19
36,10,406,2,2,9,['d'],['d'],Y,N,None,Y,,,,,,,F,19
37,0,407,2,2,9,['k'],['k'],Y,N,None,Y,,,,,,,F,19
37,1,408,7,7,9,['d'],['d'],Y,Y,['space'],Y,,,,,,,F,19
37,2,409,6,6,9,['k'],['k'],Y,Y,['space'],Y,,,,,,,F,19
37,3,410,10,10,9,['k'],['d'],N,Y,['space'],Y,,,,,,,F,19
37,4,411,2,2,9,['k'],['k'],Y,Y,['space'],Y,,,,,,,F,19
37,5,412,4,4,9,['k'],['k'],Y,N,None,Y,,,,,,,F,19
37,6,413,4,4,9,['d'],['d'],Y,Y,['space'],Y,,,,,,,F,19
37,7,414,0,0,9,['k'],['k'],Y,N,None,Y,,,,,,,F,19
37,8,415,6,6,9,['k'],['k'],Y,N,None,Y,,,,,,,F,19
37,9,416,3,3,9,['d'],['d'],Y,N,None,Y,,,,,,,F,19
37,10,417,7,7,9,['k'],['k'],Y,N,None,Y,,,,,,,F,19
38,0,418,0,0,9,['d'],['d'],Y,Y,['space'],Y,,,,,,,F,19
38,1,419,3,3,9,['k'],['k'],Y,N,None,Y,,,,,,,F,19
38,2,420,9,9,9,['d'],['d'],Y,Y,['space'],Y,,,,,,,F,19
38,3,421,6,6,9,['k'],['k'],Y,Y,['space'],Y,,,,,,,F,19
38,4,422,3,3,9,['k'],['k'],Y,N,None,Y,,,,,,,F,19
38,5,423,9,9,9,['d'],['d'],Y,N,None,Y,,,,,,,F,19
38,6,424,2,2,9,['d'],['d'],Y,N,None,Y,,,,,,,F,19
38,7,425,3,3,9,['d'],['d'],Y,N,None,Y,,,,,,,F,19
38,8,426,1,1,9,['d'],['d'],Y,Y,['space'],Y,,,,,,,F,19
38,9,427,10,10,9,['k'],['k'],Y,Y,['space'],Y,,,,,,,F,19
38,10,428,8,8,9,['d'],['d'],Y,Y,['space'],Y,,,,,,,F,19
39,0,429,8,8,9,['k'],['k'],Y,N,None,Y,,,,,,,F,19
39,1,430,9,9,9,['d'],['d'],Y,Y,['space'],Y,,,,,,,F,19
39,2,431,0,0,9,['d'],['d'],Y,N,None,Y,,,,,,,F,19
39,3,432,9,9,9,['k'],['k'],Y,Y,['space'],Y,,,,,,,F,19
39,4,433,9,9,9,['k'],['k'],Y,N,None,Y,,,,,,,F,19
39,5,434,2,2,9,['k'],['k'],Y,N,None,Y,,,,,,,F,19
39,6,435,1,1,9,['d'],['d'],Y,Y,['space'],Y,,,,,,,F,19
39,7,436,6,6,9,['k'],['k'],Y,Y,['space'],Y,,,,,,,F,19
39,8,437,8,8,9,['k'],['k'],Y,Y,['space'],Y,,,,,,,F,19
39,9,438,5,5,9,['k'],['k'],Y,Y,['space'],Y,,,,,,,F,19
39,10,439,7,7,9,['d'],['d'],Y,Y,None,N,,,,,,,F,19
40,0,440,7,7,9,['d'],['d'],Y,Y,None,N,,,,,,,F,19
40,1,441,7,7,9,['d'],['d'],Y,Y,['space'],Y,,,,,,,F,19
40,2,442,10,10,9,['d'],['d'],Y,Y,['space'],Y,,,,,,,F,19
40,3,443,4,4,9,['k'],['k'],Y,Y,['space'],Y,,,,,,,F,19
40,4,444,5,5,9,['k'],['k'],Y,N,None,Y,,,,,,,F,19
40,5,445,9,9,9,['d'],['d'],Y,N,None,Y,,,,,,,F,19
40,6,446,2,2,9,['d'],['d'],Y,N,None,Y,,,,,,,F,19
40,7,447,6,6,9,['k'],['k'],Y,N,None,Y,,,,,,,F,19
40,8,448,2,2,9,['d'],['d'],Y,N,None,Y,,,,,,,F,19
40,9,449,4,4,9,['k'],['d'],N,N,None,Y,48,46,25,,,,F,19
40,10,450,10,10,10,['d'],['d'],Y,,,,,,,,,,F,19
41,0,451,0,0,10,['k'],['k'],Y,,,,,,,,,,F,19
41,1,452,2,2,10,['k'],['k'],Y,Y,['space'],Y,,,,,,,F,19
41,2,453,1,1,10,['d'],['d'],Y,N,None,Y,,,,,,,F,19
41,3,454,9,9,10,['k'],['k'],Y,Y,['space'],Y,,,,,,,F,19
41,4,455,2,2,10,['d'],['k'],N,N,None,Y,,,,,,,F,19
41,5,456,3,3,10,['k'],['k'],Y,N,None,Y,,,,,,,F,19
41,6,457,3,3,10,['k'],['k'],Y,N,['space'],N,,,,,,,F,19
41,7,458,0,0,10,['k'],['k'],Y,Y,['space'],Y,,,,,,,F,19
41,8,459,10,10,10,['k'],['k'],Y,Y,['space'],Y,,,,,,,F,19
41,9,460,7,7,10,['k'],['k'],Y,N,None,Y,,,,,,,F,19
41,10,461,0,0,10,['k'],['k'],Y,Y,['space'],Y,,,,,,,F,19
42,0,462,4,4,10,['d'],['k'],N,Y,['space'],Y,,,,,,,F,19
42,1,463,4,4,10,['k'],['k'],Y,N,None,Y,,,,,,,F,19
42,2,464,10,10,10,['k'],['d'],N,N,None,Y,,,,,,,F,19
42,3,465,5,5,10,['d'],['d'],Y,N,None,Y,,,,,,,F,19
42,4,466,7,7,10,['k'],['k'],Y,Y,['space'],Y,,,,,,,F,19
42,5,467,10,10,10,['d'],['d'],Y,N,None,Y,,,,,,,F,19
42,6,468,4,4,10,['k'],['k'],Y,Y,['space'],Y,,,,,,,F,19
42,7,469,10,10,10,['d'],['k'],N,Y,['space'],Y,,,,,,,F,19
42,8,470,0,0,10,['k'],['k'],Y,Y,['space'],Y,,,,,,,F,19
42,9,471,7,7,10,['k'],['k'],Y,Y,['space'],Y,,,,,,,F,19
42,10,472,1,1,10,['k'],['k'],Y,N,None,Y,,,,,,,F,19
43,0,473,9,9,10,['d'],['d'],Y,Y,['space'],Y,,,,,,,F,19
43,1,474,5,5,10,['k'],['k'],Y,N,None,Y,,,,,,,F,19
43,2,475,0,0,10,['k'],['k'],Y,Y,['space'],Y,,,,,,,F,19
43,3,476,6,6,10,['d'],['d'],Y,Y,None,N,,,,,,,F,19
43,4,477,5,5,10,['k'],['k'],Y,Y,None,N,,,,,,,F,19
43,5,478,6,6,10,['k'],['k'],Y,Y,['space'],Y,,,,,,,F,19
43,6,479,8,8,10,['k'],['k'],Y,N,None,Y,,,,,,,F,19
43,7,480,9,9,10,['k'],['k'],Y,N,None,Y,,,,,,,F,19
43,8,481,4,4,10,['k'],['k'],Y,N,None,Y,,,,,,,F,19
43,9,482,7,7,10,['d'],['d'],Y,N,None,Y,,,,,,,F,19
43,10,483,1,1,10,['d'],['d'],Y,Y,['space'],Y,,,,,,,F,19
44,0,484,7,7,10,['d'],['d'],Y,Y,['space'],Y,,,,,,,F,19
44,1,485,6,6,10,['k'],['k'],Y,N,None,Y,,,,,,,F,19
44,2,486,3,3,10,['k'],['k'],Y,N,None,Y,,,,,,,F,19
44,3,487,10,10,10,['d'],['d'],Y,N,None,Y,,,,,,,F,19
44,4,488,8,8,10,['d'],['d'],Y,N,None,Y,,,,,,,F,19
44,5,489,3,3,10,['d'],['d'],Y,Y,['space'],Y,,,,,,,F,19
44,6,490,10,10,10,['d'],['d'],Y,Y,['space'],Y,,,,,,,F,19
44,7,491,9,9,10,['k'],['k'],Y,N,None,Y,,,,,,,F,19
44,8,492,3,3,10,['k'],['k'],Y,N,None,Y,,,,,,,F,19
44,9,493,9,9,10,['d'],['d'],Y,N,None,Y,,,,,,,F,19
44,10,494,3,3,10,['k'],['k'],Y,Y,['space'],Y,,,,,,,F,19
45,0,495,9,9,10,['d'],['d'],Y,N,None,Y,,,,,,,F,19
45,1,496,1,1,10,['k'],['k'],Y,Y,['space'],Y,,,,,,,F,19
45,2,497,1,1,10,['k'],['k'],Y,Y,None,N,,,,,,,F,19
45,3,498,10,10,10,['k'],['k'],Y,N,None,Y,,,,,,,F,19
45,4,499,6,6,10,['d'],['d'],Y,N,None,Y,46,44,23,,,,F,19
45,5,500,4,4,11,None,,Timed out,,,,,,,Y,Y,Y,F,19
45,6,501,7,7,11,['k'],['d'],Y,,,,,,,,Y,Y,F,19
45,7,502,1,1,11,['k'],['k'],N,N,None,Y,,,,,Y,Y,F,19
45,8,503,7,7,11,['k'],['d'],Y,N,None,Y,,,,,Y,Y,F,19
45,9,504,3,3,11,['k'],['d'],Y,Y,['space'],Y,,,,,Y,Y,F,19
45,10,505,7,7,11,['k'],['d'],Y,N,None,Y,,,,,Y,Y,F,19
46,0,506,9,9,11,['d'],['d'],N,N,None,Y,,,,,Y,Y,F,19
46,1,507,4,4,11,['d'],['k'],Y,Y,['space'],Y,,,,,Y,Y,F,19
46,2,508,8,8,11,['k'],['d'],Y,N,None,Y,,,,,Y,Y,F,19
46,3,509,9,9,11,['d'],['k'],Y,N,None,Y,,,,,Y,Y,F,19
46,4,510,8,8,11,['k'],['d'],Y,Y,['space'],Y,,,,,Y,Y,F,19
46,5,511,6,6,11,['d'],['k'],Y,Y,['space'],Y,,,,,Y,Y,F,19
46,6,512,8,8,11,['k'],['d'],Y,N,None,Y,,,,,Y,Y,F,19
46,7,513,2,2,11,['d'],['k'],Y,N,None,Y,,,,,Y,Y,F,19
46,8,514,0,0,11,['d'],['k'],Y,N,None,Y,,,,,Y,Y,F,19
46,9,515,2,2,11,['d'],['k'],Y,Y,['space'],Y,,,,,Y,Y,F,19
46,10,516,5,5,11,['d'],['k'],Y,N,None,Y,,,,,Y,Y,F,19
47,0,517,5,5,11,['d'],['k'],Y,N,None,Y,,,,,Y,Y,F,19
47,1,518,8,8,11,['d'],['k'],Y,Y,['space'],Y,,,,,Y,Y,F,19
47,2,519,3,3,11,['d'],['k'],Y,N,None,Y,,,,,Y,Y,F,19
47,3,520,3,3,11,['d'],['d'],N,Y,['space'],Y,,,,,Y,Y,F,19
47,4,521,7,7,11,['d'],['k'],Y,N,None,Y,,,,,Y,Y,F,19
47,5,522,0,0,11,['d'],['k'],Y,N,None,Y,,,,,Y,Y,F,19
47,6,523,5,5,11,['d'],['k'],Y,N,None,Y,,,,,Y,Y,F,19
47,7,524,2,2,11,['d'],['d'],N,N,None,Y,,,,,Y,Y,F,19
47,8,525,0,0,11,None,,Timed out,N,None,Y,,,,,Y,Y,F,19
47,9,526,10,10,11,['d'],['k'],Y,Y,['space'],Y,,,,,Y,Y,F,19
47,10,527,5,5,11,['k'],['d'],Y,Y,['space'],Y,,,,,Y,Y,F,19
48,0,528,10,10,11,['d'],['d'],N,N,None,Y,,,,,Y,Y,F,19
48,1,529,2,2,11,['d'],['k'],Y,N,None,Y,,,,,Y,Y,F,19
48,2,530,3,3,11,['k'],['d'],Y,Y,['space'],Y,,,,,Y,Y,F,19
48,3,531,2,2,11,['k'],['d'],Y,N,None,Y,,,,,Y,Y,F,19
48,4,532,3,3,11,['k'],['d'],Y,N,None,Y,,,,,Y,Y,F,19
48,5,533,1,1,11,['d'],['k'],Y,Y,['space'],Y,,,,,Y,Y,F,19
48,6,534,1,1,11,['k'],['d'],Y,Y,['space'],Y,,,,,Y,Y,F,19
48,7,535,4,4,11,None,,Timed out,Y,['space'],Y,,,,,Y,Y,F,19
48,8,536,6,6,11,None,,Timed out,N,['space'],N,,,,,Y,Y,F,19
48,9,537,0,0,11,['d'],['k'],Y,N,None,Y,,,,,Y,Y,F,19
48,10,538,3,3,11,['k'],['d'],Y,N,['space'],N,,,,,Y,Y,F,19
49,0,539,8,8,11,['k'],['d'],Y,N,None,Y,,,,,Y,Y,F,19
49,1,540,2,2,11,['d'],['d'],N,N,None,Y,,,,,Y,Y,F,19
49,2,541,3,3,11,['d'],['k'],Y,N,None,Y,,,,,Y,Y,F,19
49,3,542,4,4,11,['d'],['k'],Y,N,None,Y,,,,,Y,Y,F,19
49,4,543,4,4,11,['d'],['k'],Y,Y,['space'],Y,,,,,Y,Y,F,19
49,5,544,6,6,11,['k'],['d'],Y,Y,['space'],Y,,,,,Y,Y,F,19
49,6,545,7,7,11,['d'],['k'],Y,Y,['space'],Y,,,,,Y,Y,F,19
49,7,546,1,1,11,['k'],['d'],Y,Y,['space'],Y,,,,,Y,Y,F,19
49,8,547,6,6,11,['k'],['d'],Y,Y,['space'],Y,,,,,Y,Y,F,19
49,9,548,6,6,11,['k'],['d'],Y,N,None,Y,,,,,Y,Y,F,19
49,10,549,8,8,11,['k'],['k'],N,N,None,Y,39,46,18,,Y,Y,F,19
50,0,550,6,6,12,['k'],['d'],Y,,,,,,,,Y,Y,F,19
50,1,551,8,8,12,['d'],['k'],Y,,,,,,,,Y,Y,F,19
50,2,552,10,10,12,['d'],['k'],Y,N,None,Y,,,,,Y,Y,F,19
50,3,553,1,1,12,['d'],['k'],Y,N,None,Y,,,,,Y,Y,F,19
50,4,554,8,8,12,['k'],['d'],Y,Y,['space'],Y,,,,,Y,Y,F,19
50,5,555,6,6,12,['d'],['k'],Y,N,None,Y,,,,,Y,Y,F,19
50,6,556,0,0,12,['k'],['d'],Y,Y,['space'],Y,,,,,Y,Y,F,19
50,7,557,4,4,12,['d'],['d'],N,Y,['space'],Y,,,,,Y,Y,F,19
50,8,558,1,1,12,['d'],['k'],Y,N,None,Y,,,,,Y,Y,F,19
50,9,559,4,4,12,['d'],['k'],Y,Y,['space'],Y,,,,,Y,Y,F,19
50,10,560,8,8,12,['d'],['d'],N,N,None,Y,,,,,Y,Y,F,19
51,0,561,6,6,12,['k'],['d'],Y,N,None,Y,,,,,Y,Y,F,19
51,1,562,1,1,12,['d'],['k'],Y,Y,['space'],Y,,,,,Y,Y,F,19
51,2,563,0,0,12,['d'],['k'],Y,Y,['space'],Y,,,,,Y,Y,F,19
51,3,564,9,9,12,['k'],['d'],Y,N,None,Y,,,,,Y,Y,F,19
51,4,565,5,5,12,['d'],['k'],Y,Y,['space'],Y,,,,,Y,Y,F,19
51,5,566,2,2,12,['d'],['d'],N,Y,['space'],Y,,,,,Y,Y,F,19
51,6,567,10,10,12,None,,Timed out,Y,['space'],Y,,,,,Y,Y,F,19
51,7,568,5,5,12,['k'],['d'],Y,N,None,Y,,,,,Y,Y,F,19
51,8,569,8,8,12,['d'],['k'],Y,Y,['space'],Y,,,,,Y,Y,F,19
51,9,570,7,7,12,['k'],['k'],N,Y,None,N,,,,,Y,Y,F,19
51,10,571,8,8,12,['k'],['d'],Y,N,None,Y,,,,,Y,Y,F,19
52,0,572,0,0,12,['d'],['k'],Y,Y,['space'],Y,,,,,Y,Y,F,19
52,1,573,6,6,12,['d'],['d'],N,N,None,Y,,,,,Y,Y,F,19
52,2,574,2,2,12,['k'],['d'],Y,N,None,Y,,,,,Y,Y,F,19
52,3,575,8,8,12,['d'],['k'],Y,N,None,Y,,,,,Y,Y,F,19
52,4,576,0,0,12,['d'],['k'],Y,Y,['space'],Y,,,,,Y,Y,F,19
52,5,577,1,1,12,['k'],['k'],N,Y,['space'],Y,,,,,Y,Y,F,19
52,6,578,10,10,12,['d'],['k'],Y,Y,['space'],Y,,,,,Y,Y,F,19
52,7,579,2,2,12,['k'],['d'],Y,Y,['space'],Y,,,,,Y,Y,F,19
52,8,580,9,9,12,['k'],['d'],Y,Y,['space'],Y,,,,,Y,Y,F,19
52,9,581,6,6,12,['d'],['k'],Y,Y,['space'],Y,,,,,Y,Y,F,19
52,10,582,5,5,12,['k'],['d'],Y,N,None,Y,,,,,Y,Y,F,19
53,0,583,8,8,12,['d'],['d'],N,Y,['space'],Y,,,,,Y,Y,F,19
53,1,584,7,7,12,['d'],['k'],Y,N,None,Y,,,,,Y,Y,F,19
53,2,585,0,0,12,['k'],['d'],Y,N,None,Y,,,,,Y,Y,F,19
53,3,586,8,8,12,['k'],['d'],Y,N,None,Y,,,,,Y,Y,F,19
53,4,587,9,9,12,['k'],['k'],N,N,None,Y,,,,,Y,Y,F,19
53,5,588,10,10,12,['k'],['d'],Y,N,None,Y,,,,,Y,Y,F,19
53,6,589,9,9,12,['d'],['k'],Y,N,None,Y,,,,,Y,Y,F,19
53,7,590,9,9,12,['d'],['k'],Y,N,None,Y,,,,,Y,Y,F,19
53,8,591,5,5,12,['d'],['k'],Y,N,None,Y,,,,,Y,Y,F,19
53,9,592,6,6,12,['d'],['d'],N,Y,['space'],Y,,,,,Y,Y,F,19
53,10,593,4,4,12,['d'],['k'],Y,Y,['space'],Y,,,,,Y,Y,F,19
54,0,594,1,1,12,['k'],['d'],Y,N,None,Y,,,,,Y,Y,F,19
54,1,595,6,6,12,['d'],['k'],Y,Y,['space'],Y,,,,,Y,Y,F,19
54,2,596,6,6,12,['d'],['k'],Y,N,None,Y,,,,,Y,Y,F,19
54,3,597,10,10,12,['d'],['k'],Y,N,None,Y,,,,,Y,Y,F,19
54,4,598,7,7,12,['k'],['d'],Y,Y,['space'],Y,,,,,Y,Y,F,19
54,5,599,8,8,12,['d'],['d'],N,Y,['space'],Y,39,47,24,,Y,Y,F,19
