.thisRepN,.thisTrialN,.thisN,.thisIndex,Block Number,Key pressed,Category,Correct?,Button switch shown?,Actually switched?,Fast?,gender,age,
0,49,49,243,1,['d'],['d'],Y,,,,f,23,
0,50,50,506,2,['k'],['k'],Y,,,,f,23,
0,51,51,396,2,['d'],['k'],N,,,,f,23,
0,52,52,295,2,['d'],['d'],Y,,,,f,23,
0,53,53,176,2,['d'],['d'],Y,,,,f,23,
0,54,54,183,2,['d'],['d'],Y,,,,f,23,
0,55,55,200,2,['d'],['d'],Y,,,,f,23,
0,56,56,562,2,['k'],['k'],Y,,,,f,23,
0,57,57,333,2,['k'],['k'],Y,,,,f,23,
0,58,58,101,2,['d'],['d'],Y,,,,f,23,
0,59,59,595,2,['k'],['k'],Y,,,,f,23,
0,60,60,441,2,['k'],['k'],Y,,,,f,23,
0,61,61,355,2,['k'],['k'],Y,,,,f,23,
0,62,62,465,2,['k'],['k'],Y,,,,f,23,
0,63,63,127,2,['d'],['d'],Y,,,,f,23,
0,64,64,291,2,['d'],['d'],Y,,,,f,23,
0,65,65,308,2,['k'],['k'],Y,,,,f,23,
0,66,66,487,2,['k'],['k'],Y,,,,f,23,
0,67,67,278,2,['k'],['d'],N,,,,f,23,
0,68,68,349,2,['k'],['k'],Y,,,,f,23,
0,69,69,175,2,['d'],['d'],Y,,,,f,23,
0,70,70,345,2,['d'],['k'],N,,,,f,23,
0,71,71,104,2,['d'],['d'],Y,,,,f,23,
0,72,72,166,2,['d'],['d'],Y,,,,f,23,
0,73,73,167,2,['k'],['d'],N,,,,f,23,
0,74,74,442,2,['k'],['k'],Y,,,,f,23,
0,75,75,374,2,['k'],['k'],Y,,,,f,23,
0,76,76,38,2,['d'],['d'],Y,,,,f,23,
0,77,77,213,2,['d'],['d'],Y,,,,f,23,
0,78,78,275,2,['d'],['d'],Y,,,,f,23,
0,79,79,521,2,['k'],['k'],Y,,,,f,23,
0,80,80,330,2,['k'],['k'],Y,,,,f,23,
0,81,81,66,2,['d'],['d'],Y,,,,f,23,
0,82,82,153,2,['d'],['d'],Y,,,,f,23,
0,83,83,229,2,['k'],['d'],N,,,,f,23,
0,84,84,460,2,['k'],['k'],Y,,,,f,23,
0,85,85,517,2,['k'],['k'],Y,,,,f,23,
0,86,86,189,2,['d'],['d'],Y,,,,f,23,
0,87,87,532,2,['k'],['k'],Y,,,,f,23,
0,88,88,347,2,['k'],['k'],Y,,,,f,23,
0,89,89,151,2,['d'],['d'],Y,,,,f,23,
0,90,90,35,2,['d'],['d'],Y,,,,f,23,
0,91,91,583,2,['k'],['k'],Y,,,,f,23,
0,92,92,223,2,['d'],['d'],Y,,,,f,23,
0,93,93,62,2,['d'],['d'],Y,,,,f,23,
0,94,94,47,2,['d'],['d'],Y,,,,f,23,
0,95,95,297,2,['d'],['d'],Y,,,,f,23,
0,96,96,81,2,['d'],['d'],Y,,,,f,23,
0,97,97,399,2,['k'],['k'],Y,,,,f,23,
0,98,98,535,2,['k'],['k'],Y,,,,f,23,
0,99,99,480,2,['k'],['k'],Y,,,,f,23,
0,100,100,21,3,['k'],['d'],N,,,,f,23,
0,101,101,70,3,['d'],['d'],Y,,,,f,23,
0,102,102,130,3,['d'],['d'],Y,,,,f,23,
0,103,103,90,3,['d'],['d'],Y,,,,f,23,
0,104,104,391,3,['k'],['k'],Y,,,,f,23,
0,105,105,201,3,['d'],['d'],Y,,,,f,23,
0,106,106,262,3,['k'],['d'],N,,,,f,23,
0,107,107,266,3,['d'],['d'],Y,,,,f,23,
0,108,108,178,3,['d'],['d'],Y,,,,f,23,
0,109,109,253,3,['d'],['d'],Y,,,,f,23,
0,110,110,472,3,['k'],['k'],Y,,,,f,23,
0,111,111,463,3,['k'],['k'],Y,,,,f,23,
0,112,112,288,3,['d'],['d'],Y,,,,f,23,
0,113,113,268,3,['d'],['d'],Y,,,,f,23,
0,114,114,365,3,['k'],['k'],Y,,,,f,23,
0,115,115,255,3,['d'],['d'],Y,,,,f,23,
0,116,116,388,3,['k'],['k'],Y,,,,f,23,
0,117,117,576,3,['k'],['k'],Y,,,,f,23,
0,118,118,172,3,['d'],['d'],Y,,,,f,23,
0,119,119,545,3,['k'],['k'],Y,,,,f,23,
0,120,120,216,3,['d'],['d'],Y,,,,f,23,
0,121,121,4,3,['d'],['d'],Y,,,,f,23,
0,122,122,499,3,['k'],['k'],Y,,,,f,23,
0,123,123,146,3,['d'],['d'],Y,,,,f,23,
0,124,124,380,3,['k'],['k'],Y,,,,f,23,
0,125,125,143,3,['k'],['d'],N,,,,f,23,
0,126,126,241,3,['d'],['d'],Y,,,,f,23,
0,127,127,286,3,['d'],['d'],Y,,,,f,23,
0,128,128,599,3,['k'],['k'],Y,,,,f,23,
0,129,129,311,3,['k'],['k'],Y,,,,f,23,
0,130,130,83,3,['d'],['d'],Y,,,,f,23,
0,131,131,449,3,['d'],['k'],N,,,,f,23,
0,132,132,413,3,['k'],['k'],Y,,,,f,23,
0,133,133,336,3,['k'],['k'],Y,,,,f,23,
0,134,134,159,3,['d'],['d'],Y,,,,f,23,
0,135,135,18,3,['d'],['d'],Y,,,,f,23,
0,136,136,139,3,['k'],['d'],N,,,,f,23,
0,137,137,534,3,['k'],['k'],Y,,,,f,23,
0,138,138,367,3,['k'],['k'],Y,,,,f,23,
0,139,139,485,3,['k'],['k'],Y,,,,f,23,
0,140,140,294,3,['d'],['d'],Y,,,,f,23,
0,141,141,114,3,['d'],['d'],Y,,,,f,23,
0,142,142,6,3,['d'],['d'],Y,,,,f,23,
0,143,143,568,3,['d'],['k'],N,,,,f,23,
0,144,144,356,3,['d'],['k'],N,,,,f,23,
0,145,145,547,3,['k'],['k'],Y,,,,f,23,
0,146,146,196,3,['d'],['d'],Y,,,,f,23,
0,147,147,525,3,['k'],['k'],Y,,,,f,23,
0,148,148,27,3,['k'],['d'],N,,,,f,23,
0,149,149,261,3,['d'],['d'],Y,,,,f,23,
0,150,150,359,4,['k'],['k'],Y,,,,f,23,
0,151,151,371,4,['k'],['k'],Y,,,,f,23,
0,152,152,552,4,['k'],['k'],Y,,,,f,23,
0,153,153,224,4,['k'],['d'],N,,,,f,23,
0,154,154,115,4,['d'],['d'],Y,,,,f,23,
0,155,155,31,4,['d'],['d'],Y,,,,f,23,
0,156,156,199,4,['d'],['d'],Y,,,,f,23,
0,157,157,34,4,['k'],['d'],N,,,,f,23,
0,158,158,267,4,['k'],['d'],N,,,,f,23,
0,159,159,210,4,['d'],['d'],Y,,,,f,23,
0,160,160,571,4,['k'],['k'],Y,,,,f,23,
0,161,161,454,4,['k'],['k'],Y,,,,f,23,
0,162,162,587,4,['k'],['k'],Y,,,,f,23,
0,163,163,113,4,['d'],['d'],Y,,,,f,23,
0,164,164,524,4,['k'],['k'],Y,,,,f,23,
0,165,165,467,4,['k'],['k'],Y,,,,f,23,
0,166,166,387,4,['k'],['k'],Y,,,,f,23,
0,167,167,283,4,['d'],['d'],Y,,,,f,23,
0,168,168,40,4,['d'],['d'],Y,,,,f,23,
0,169,169,490,4,['k'],['k'],Y,,,,f,23,
0,170,170,563,4,['k'],['k'],Y,,,,f,23,
0,171,171,124,4,['d'],['d'],Y,,,,f,23,
0,172,172,23,4,['d'],['d'],Y,,,,f,23,
0,173,173,326,4,['d'],['k'],N,,,,f,23,
0,174,174,133,4,['d'],['d'],Y,,,,f,23,
0,175,175,217,4,['d'],['d'],Y,,,,f,23,
0,176,176,219,4,['d'],['d'],Y,,,,f,23,
0,177,177,478,4,['k'],['k'],Y,,,,f,23,
0,178,178,247,4,['d'],['d'],Y,,,,f,23,
0,179,179,7,4,['k'],['d'],N,,,,f,23,
0,180,180,232,4,['d'],['d'],Y,,,,f,23,
0,181,181,250,4,['d'],['d'],Y,,,,f,23,
0,182,182,118,4,['d'],['d'],Y,,,,f,23,
0,183,183,423,4,['k'],['k'],Y,,,,f,23,
0,184,184,144,4,['k'],['d'],N,,,,f,23,
0,185,185,97,4,['k'],['d'],N,,,,f,23,
0,186,186,156,4,['d'],['d'],Y,,,,f,23,
0,187,187,484,4,['k'],['k'],Y,,,,f,23,
0,188,188,110,4,['d'],['d'],Y,,,,f,23,
0,189,189,424,4,['k'],['k'],Y,,,,f,23,
0,190,190,496,4,['k'],['k'],Y,,,,f,23,
0,191,191,292,4,['k'],['d'],N,,,,f,23,
0,192,192,382,4,['k'],['k'],Y,,,,f,23,
0,193,193,188,4,['k'],['d'],N,,,,f,23,
0,194,194,304,4,['k'],['k'],Y,,,,f,23,
0,195,195,116,4,['d'],['d'],Y,,,,f,23,
0,196,196,596,4,['k'],['k'],Y,,,,f,23,
0,197,197,227,4,['d'],['d'],Y,,,,f,23,
0,198,198,105,4,['d'],['d'],Y,,,,f,23,
0,199,199,421,4,['k'],['k'],Y,,,,f,23,
0,200,200,106,5,['d'],['d'],Y,,,,f,23,
0,201,201,193,5,['d'],['d'],Y,,,,f,23,
0,202,202,586,5,['k'],['k'],Y,,,,f,23,
0,203,203,452,5,['k'],['k'],Y,,,,f,23,
0,204,204,16,5,['d'],['d'],Y,,,,f,23,
0,205,205,318,5,['k'],['k'],Y,,,,f,23,
0,206,206,435,5,['k'],['k'],Y,,,,f,23,
0,207,207,502,5,['k'],['k'],Y,,,,f,23,
0,208,208,95,5,['d'],['d'],Y,,,,f,23,
0,209,209,289,5,['k'],['d'],N,,,,f,23,
0,210,210,420,5,['d'],['k'],N,,,,f,23,
0,211,211,377,5,['k'],['k'],Y,,,,f,23,
0,212,212,63,5,['d'],['d'],Y,,,,f,23,
0,213,213,131,5,['d'],['d'],Y,,,,f,23,
0,214,214,226,5,['d'],['d'],Y,,,,f,23,
0,215,215,559,5,['k'],['k'],Y,,,,f,23,
0,216,216,376,5,['k'],['k'],Y,,,,f,23,
0,217,217,469,5,['k'],['k'],Y,,,,f,23,
0,218,218,546,5,['k'],['k'],Y,,,,f,23,
0,219,219,78,5,['k'],['d'],N,,,,f,23,
0,220,220,92,5,['d'],['d'],Y,,,,f,23,
0,221,221,161,5,['d'],['d'],Y,,,,f,23,
0,222,222,206,5,['d'],['d'],Y,,,,f,23,
0,223,223,125,5,['d'],['d'],Y,,,,f,23,
0,224,224,394,5,['k'],['k'],Y,,,,f,23,
0,225,225,190,5,['k'],['d'],N,,,,f,23,
0,226,226,148,5,['d'],['d'],Y,,,,f,23,
0,227,227,73,5,['d'],['d'],Y,,,,f,23,
0,228,228,96,5,['d'],['d'],Y,,,,f,23,
0,229,229,481,5,['d'],['k'],N,,,,f,23,
0,230,230,256,5,['d'],['d'],Y,,,,f,23,
0,231,231,585,5,['k'],['k'],Y,,,,f,23,
0,232,232,512,5,['k'],['k'],Y,,,,f,23,
0,233,233,154,5,['d'],['d'],Y,,,,f,23,
0,234,234,312,5,['k'],['k'],Y,,,,f,23,
0,235,235,313,5,['k'],['k'],Y,,,,f,23,
0,236,236,529,5,['k'],['k'],Y,,,,f,23,
0,237,237,518,5,['k'],['k'],Y,,,,f,23,
0,238,238,98,5,['d'],['d'],Y,,,,f,23,
0,239,239,150,5,['d'],['d'],Y,,,,f,23,
0,240,240,191,5,['d'],['d'],Y,,,,f,23,
0,241,241,174,5,['d'],['d'],Y,,,,f,23,
0,242,242,138,5,['k'],['d'],N,,,,f,23,
0,243,243,171,5,['d'],['d'],Y,,,,f,23,
0,244,244,214,5,['d'],['d'],Y,,,,f,23,
0,245,245,505,5,['d'],['k'],N,,,,f,23,
0,246,246,331,5,['k'],['k'],Y,,,,f,23,
0,247,247,0,5,['k'],['d'],N,,,,f,23,
0,248,248,237,5,['d'],['d'],Y,,,,f,23,
0,249,249,373,5,['d'],['k'],N,,,,f,23,
0,250,250,228,6,['d'],['d'],Y,,,,f,23,
0,251,251,82,6,['d'],['d'],Y,,,,f,23,
0,252,252,182,6,['k'],['d'],N,,,,f,23,
0,253,253,129,6,['k'],['d'],N,,,,f,23,
0,254,254,348,6,['k'],['k'],Y,,,,f,23,
0,255,255,103,6,['d'],['d'],Y,,,,f,23,
0,256,256,549,6,['k'],['k'],Y,,,,f,23,
0,257,257,522,6,['d'],['k'],N,,,,f,23,
0,258,258,314,6,['k'],['k'],Y,,,,f,23,
0,259,259,248,6,['d'],['d'],Y,,,,f,23,
0,260,260,446,6,['k'],['k'],Y,,,,f,23,
0,261,261,335,6,['k'],['k'],Y,,,,f,23,
0,262,262,80,6,['d'],['d'],Y,,,,f,23,
0,263,263,450,6,['d'],['k'],N,,,,f,23,
0,264,264,510,6,['k'],['k'],Y,,,,f,23,
0,265,265,33,6,['d'],['d'],Y,,,,f,23,
0,266,266,415,6,['k'],['k'],Y,,,,f,23,
0,267,267,414,6,['k'],['k'],Y,,,,f,23,
0,268,268,222,6,['k'],['d'],N,,,,f,23,
0,269,269,272,6,['d'],['d'],Y,,,,f,23,
0,270,270,425,6,['k'],['k'],Y,,,,f,23,
0,271,271,528,6,['k'],['k'],Y,,,,f,23,
0,272,272,362,6,['k'],['k'],Y,,,,f,23,
0,273,273,25,6,['d'],['d'],Y,,,,f,23,
0,274,274,1,6,['k'],['d'],N,,,,f,23,
0,275,275,581,6,['k'],['k'],Y,,,,f,23,
0,276,276,360,6,['k'],['k'],Y,,,,f,23,
0,277,277,68,6,None,,Timed out,,,,f,23,
0,278,278,37,6,['k'],['d'],N,,,,f,23,
0,279,279,439,6,['d'],['k'],N,,,,f,23,
0,280,280,409,6,['k'],['k'],Y,,,,f,23,
0,281,281,400,6,['k'],['k'],Y,,,,f,23,
0,282,282,160,6,['d'],['d'],Y,,,,f,23,
0,283,283,46,6,['d'],['d'],Y,,,,f,23,
0,284,284,375,6,['k'],['k'],Y,,,,f,23,
0,285,285,584,6,['k'],['k'],Y,,,,f,23,
0,286,286,430,6,['d'],['k'],N,,,,f,23,
0,287,287,569,6,['k'],['k'],Y,,,,f,23,
0,288,288,136,6,['d'],['d'],Y,,,,f,23,
0,289,289,589,6,['k'],['k'],Y,,,,f,23,
0,290,290,88,6,['d'],['d'],Y,,,,f,23,
0,291,291,271,6,['d'],['d'],Y,,,,f,23,
0,292,292,361,6,['k'],['k'],Y,,,,f,23,
0,293,293,270,6,['d'],['d'],Y,,,,f,23,
0,294,294,215,6,['d'],['d'],Y,,,,f,23,
0,295,295,419,6,['k'],['k'],Y,,,,f,23,
0,296,296,301,6,['k'],['k'],Y,,,,f,23,
0,297,297,296,6,['d'],['d'],Y,,,,f,23,
0,298,298,245,6,['d'],['d'],Y,,,,f,23,
0,299,299,132,6,['d'],['d'],Y,,,,f,23,
0,300,300,100,7,['d'],['d'],Y,,,,f,23,
0,301,301,29,7,['d'],['d'],Y,,,,f,23,
0,302,302,259,7,['d'],['d'],Y,,,,f,23,
0,303,303,448,7,['k'],['k'],Y,,,,f,23,
0,304,304,107,7,['d'],['d'],Y,,,,f,23,
0,305,305,76,7,['d'],['d'],Y,,,,f,23,
0,306,306,492,7,['k'],['k'],Y,,,,f,23,
0,307,307,598,7,['k'],['k'],Y,,,,f,23,
0,308,308,434,7,['k'],['k'],Y,,,,f,23,
0,309,309,86,7,['d'],['d'],Y,,,,f,23,
0,310,310,306,7,['k'],['k'],Y,,,,f,23,
0,311,311,134,7,['d'],['d'],Y,,,,f,23,
0,312,312,280,7,['d'],['d'],Y,,,,f,23,
0,313,313,57,7,['d'],['d'],Y,,,,f,23,
0,314,314,72,7,['d'],['d'],Y,,,,f,23,
0,315,315,455,7,['k'],['k'],Y,,,,f,23,
0,316,316,379,7,['k'],['k'],Y,,,,f,23,
0,317,317,126,7,['d'],['d'],Y,,,,f,23,
0,318,318,52,7,['d'],['d'],Y,,,,f,23,
0,319,319,2,7,['k'],['d'],N,,,,f,23,
0,320,320,173,7,['d'],['d'],Y,,,,f,23,
0,321,321,276,7,['d'],['d'],Y,,,,f,23,
0,322,322,168,7,['d'],['d'],Y,,,,f,23,
0,323,323,438,7,['k'],['k'],Y,,,,f,23,
0,324,324,233,7,['d'],['d'],Y,,,,f,23,
0,325,325,263,7,['d'],['d'],Y,,,,f,23,
0,326,326,240,7,['d'],['d'],Y,,,,f,23,
0,327,327,218,7,['d'],['d'],Y,,,,f,23,
0,328,328,303,7,['k'],['k'],Y,,,,f,23,
0,329,329,137,7,['d'],['d'],Y,,,,f,23,
0,330,330,14,7,['d'],['d'],Y,,,,f,23,
0,331,331,407,7,['k'],['k'],Y,,,,f,23,
0,332,332,555,7,['k'],['k'],Y,,,,f,23,
0,333,333,426,7,['k'],['k'],Y,,,,f,23,
0,334,334,123,7,['d'],['d'],Y,,,,f,23,
0,335,335,553,7,['k'],['k'],Y,,,,f,23,
0,336,336,543,7,['k'],['k'],Y,,,,f,23,
0,337,337,265,7,['d'],['d'],Y,,,,f,23,
0,338,338,152,7,['k'],['d'],N,,,,f,23,
0,339,339,483,7,['k'],['k'],Y,,,,f,23,
0,340,340,358,7,['k'],['k'],Y,,,,f,23,
0,341,341,567,7,['k'],['k'],Y,,,,f,23,
0,342,342,486,7,['d'],['k'],N,,,,f,23,
0,343,343,564,7,['k'],['k'],Y,,,,f,23,
0,344,344,273,7,['d'],['d'],Y,,,,f,23,
0,345,345,164,7,['k'],['d'],N,,,,f,23,
0,346,346,181,7,['d'],['d'],Y,,,,f,23,
0,347,347,320,7,['k'],['k'],Y,,,,f,23,
0,348,348,427,7,['k'],['k'],Y,,,,f,23,
0,349,349,429,7,['k'],['k'],Y,,,,f,23,
0,350,350,50,8,['d'],['d'],Y,,,,f,23,
0,351,351,281,8,['d'],['d'],Y,,,,f,23,
0,352,352,230,8,['d'],['d'],Y,,,,f,23,
0,353,353,58,8,['d'],['d'],Y,,,,f,23,
0,354,354,489,8,['k'],['k'],Y,,,,f,23,
0,355,355,15,8,['d'],['d'],Y,,,,f,23,
0,356,356,566,8,['k'],['k'],Y,,,,f,23,
0,357,357,372,8,['k'],['k'],Y,,,,f,23,
0,358,358,473,8,['k'],['k'],Y,,,,f,23,
0,359,359,60,8,['k'],['d'],N,,,,f,23,
0,360,360,120,8,['d'],['d'],Y,,,,f,23,
0,361,361,507,8,['k'],['k'],Y,,,,f,23,
0,362,362,384,8,['k'],['k'],Y,,,,f,23,
0,363,363,405,8,['k'],['k'],Y,,,,f,23,
0,364,364,56,8,['d'],['d'],Y,,,,f,23,
0,365,365,386,8,['k'],['k'],Y,,,,f,23,
0,366,366,170,8,['d'],['d'],Y,,,,f,23,
0,367,367,339,8,['k'],['k'],Y,,,,f,23,
0,368,368,246,8,['d'],['d'],Y,,,,f,23,
0,369,369,54,8,['d'],['d'],Y,,,,f,23,
0,370,370,45,8,['d'],['d'],Y,,,,f,23,
0,371,371,428,8,['k'],['k'],Y,,,,f,23,
0,372,372,79,8,['d'],['d'],Y,,,,f,23,
0,373,373,353,8,['k'],['k'],Y,,,,f,23,
0,374,374,417,8,['d'],['k'],N,,,,f,23,
0,375,375,479,8,['d'],['k'],N,,,,f,23,
0,376,376,464,8,['k'],['k'],Y,,,,f,23,
0,377,377,258,8,['d'],['d'],Y,,,,f,23,
0,378,378,235,8,['d'],['d'],Y,,,,f,23,
0,379,379,212,8,['d'],['d'],Y,,,,f,23,
0,380,380,53,8,['d'],['d'],Y,,,,f,23,
0,381,381,561,8,['k'],['k'],Y,,,,f,23,
0,382,382,59,8,['d'],['d'],Y,,,,f,23,
0,383,383,357,8,['k'],['k'],Y,,,,f,23,
0,384,384,239,8,['d'],['d'],Y,,,,f,23,
0,385,385,91,8,['d'],['d'],Y,,,,f,23,
0,386,386,140,8,['d'],['d'],Y,,,,f,23,
0,387,387,211,8,['d'],['d'],Y,,,,f,23,
0,388,388,165,8,['d'],['d'],Y,,,,f,23,
0,389,389,459,8,['k'],['k'],Y,,,,f,23,
0,390,390,519,8,['k'],['k'],Y,,,,f,23,
0,391,391,69,8,['d'],['d'],Y,,,,f,23,
0,392,392,363,8,['k'],['k'],Y,,,,f,23,
0,393,393,542,8,['k'],['k'],Y,,,,f,23,
0,394,394,411,8,['k'],['k'],Y,,,,f,23,
0,395,395,443,8,['k'],['k'],Y,,,,f,23,
0,396,396,264,8,['d'],['d'],Y,,,,f,23,
0,397,397,135,8,['d'],['d'],Y,,,,f,23,
0,398,398,302,8,['k'],['k'],Y,,,,f,23,
0,399,399,325,8,['k'],['k'],Y,,,,f,23,
0,400,400,551,9,['k'],['k'],Y,,,,f,23,
0,401,401,85,9,['d'],['d'],Y,,,,f,23,
0,402,402,328,9,['k'],['k'],Y,,,,f,23,
0,403,403,149,9,['d'],['d'],Y,,,,f,23,
0,404,404,477,9,['k'],['k'],Y,,,,f,23,
0,405,405,8,9,['d'],['d'],Y,,,,f,23,
0,406,406,252,9,['d'],['d'],Y,,,,f,23,
0,407,407,11,9,['d'],['d'],Y,,,,f,23,
0,408,408,209,9,['d'],['d'],Y,,,,f,23,
0,409,409,67,9,['d'],['d'],Y,,,,f,23,
0,410,410,570,9,['k'],['k'],Y,,,,f,23,
0,411,411,293,9,['d'],['d'],Y,,,,f,23,
0,412,412,187,9,['d'],['d'],Y,,,,f,23,
0,413,413,466,9,['k'],['k'],Y,,,,f,23,
0,414,414,26,9,['k'],['d'],N,,,,f,23,
0,415,415,437,9,['k'],['k'],Y,,,,f,23,
0,416,416,242,9,['d'],['d'],Y,,,,f,23,
0,417,417,389,9,['k'],['k'],Y,,,,f,23,
0,418,418,322,9,['k'],['k'],Y,,,,f,23,
0,419,419,533,9,['k'],['k'],Y,,,,f,23,
0,420,420,44,9,['d'],['d'],Y,,,,f,23,
0,421,421,20,9,['d'],['d'],Y,,,,f,23,
0,422,422,39,9,['d'],['d'],Y,,,,f,23,
0,423,423,538,9,['d'],['k'],N,,,,f,23,
0,424,424,370,9,['k'],['k'],Y,,,,f,23,
0,425,425,402,9,['d'],['k'],N,,,,f,23,
0,426,426,300,9,['k'],['k'],Y,,,,f,23,
0,427,427,352,9,['k'],['k'],Y,,,,f,23,
0,428,428,157,9,['d'],['d'],Y,,,,f,23,
0,429,429,378,9,['k'],['k'],Y,,,,f,23,
0,430,430,457,9,['k'],['k'],Y,,,,f,23,
0,431,431,592,9,['k'],['k'],Y,,,,f,23,
0,432,432,416,9,['k'],['k'],Y,,,,f,23,
0,433,433,234,9,['d'],['d'],Y,,,,f,23,
0,434,434,523,9,['k'],['k'],Y,,,,f,23,
0,435,435,30,9,['d'],['d'],Y,,,,f,23,
0,436,436,515,9,['k'],['k'],Y,,,,f,23,
0,437,437,9,9,['d'],['d'],Y,,,,f,23,
0,438,438,310,9,['k'],['k'],Y,,,,f,23,
0,439,439,317,9,['k'],['k'],Y,,,,f,23,
0,440,440,12,9,['d'],['d'],Y,,,,f,23,
0,441,441,305,9,['k'],['k'],Y,,,,f,23,
0,442,442,93,9,['d'],['d'],Y,,,,f,23,
0,443,443,3,9,['k'],['d'],N,,,,f,23,
0,444,444,65,9,['d'],['d'],Y,,,,f,23,
0,445,445,500,9,['d'],['k'],N,,,,f,23,
0,446,446,401,9,['k'],['k'],Y,,,,f,23,
0,447,447,309,9,['k'],['k'],Y,,,,f,23,
0,448,448,447,9,['k'],['k'],Y,,,,f,23,
0,449,449,392,9,['k'],['k'],Y,,,,f,23,
0,450,450,225,10,['d'],['d'],Y,,,,f,23,
0,451,451,580,10,['k'],['k'],Y,,,,f,23,
0,452,452,342,10,['k'],['k'],Y,,,,f,23,
0,453,453,111,10,['d'],['d'],Y,,,,f,23,
0,454,454,513,10,['k'],['k'],Y,,,,f,23,
0,455,455,180,10,['d'],['d'],Y,,,,f,23,
0,456,456,520,10,['k'],['k'],Y,,,,f,23,
0,457,457,574,10,['k'],['k'],Y,,,,f,23,
0,458,458,231,10,['d'],['d'],Y,,,,f,23,
0,459,459,251,10,['d'],['d'],Y,,,,f,23,
0,460,460,565,10,['k'],['k'],Y,,,,f,23,
0,461,461,179,10,['d'],['d'],Y,,,,f,23,
0,462,462,163,10,['d'],['d'],Y,,,,f,23,
0,463,463,541,10,['k'],['k'],Y,,,,f,23,
0,464,464,369,10,['k'],['k'],Y,,,,f,23,
0,465,465,462,10,['d'],['k'],N,,,,f,23,
0,466,466,577,10,['k'],['k'],Y,,,,f,23,
0,467,467,202,10,['d'],['d'],Y,,,,f,23,
0,468,468,351,10,['k'],['k'],Y,,,,f,23,
0,469,469,354,10,['d'],['k'],N,,,,f,23,
0,470,470,321,10,['k'],['k'],Y,,,,f,23,
0,471,471,298,10,['d'],['d'],Y,,,,f,23,
0,472,472,17,10,['d'],['d'],Y,,,,f,23,
0,473,473,284,10,['d'],['d'],Y,,,,f,23,
0,474,474,461,10,['k'],['k'],Y,,,,f,23,
0,475,475,350,10,['k'],['k'],Y,,,,f,23,
0,476,476,141,10,['d'],['d'],Y,,,,f,23,
0,477,477,588,10,['d'],['k'],N,,,,f,23,
0,478,478,221,10,['d'],['d'],Y,,,,f,23,
0,479,479,474,10,['k'],['k'],Y,,,,f,23,
