.thisRepN,.thisTrialN,.thisN,.thisIndex,Block Number,Key pressed,Category,Correct?,Match?,Interference correct?,Total correct in block,Button switch shown?,Actually switched?,Fast?,gender,age
0,0,0,95,1,['y'],['d'],N,Y,Y,,,,,F,19
0,1,1,496,1,['n'],['k'],Y,N,Y,,,,,F,19
0,2,2,328,1,['y'],['k'],N,Y,Y,,,,,F,19
0,3,3,103,1,['n'],['d'],N,N,Y,,,,,F,19
0,4,4,169,1,['y'],['d'],N,Y,Y,,,,,F,19
0,5,5,284,1,['n'],['d'],N,N,Y,,,,,F,19
0,6,6,137,1,['n'],['d'],N,N,Y,,,,,F,19
0,7,7,184,1,['n'],['d'],Y,N,Y,,,,,F,19
0,8,8,161,1,['y'],['d'],Y,Y,Y,,,,,F,19
0,9,9,157,1,['y'],['d'],Y,Y,Y,,,,,F,19
0,10,10,468,1,['y'],['k'],Y,Y,Y,,,,,F,19
0,11,11,128,1,['n'],['d'],N,N,Y,,,,,F,19
0,12,12,172,1,['n'],['d'],Y,N,Y,,,,,F,19
0,13,13,586,1,['y'],['k'],N,Y,Y,,,,,F,19
0,14,14,596,1,['y'],['k'],N,Y,Y,,,,,F,19
0,15,15,342,1,['n'],['k'],Y,N,Y,,,,,F,19
0,16,16,418,1,['n'],['k'],Y,N,Y,,,,,F,19
0,17,17,431,1,['n'],['k'],Y,N,Y,,,,,F,19
0,18,18,115,1,['y'],['d'],N,Y,Y,,,,,F,19
0,19,19,432,1,['n'],['k'],Y,N,Y,,,,,F,19
0,20,20,350,1,['n'],['k'],Y,N,Y,,,,,F,19
0,21,21,570,1,['y'],['k'],Y,Y,Y,,,,,F,19
0,22,22,150,1,['y'],['d'],N,Y,Y,,,,,F,19
0,23,23,316,1,['n'],['k'],Y,N,Y,,,,,F,19
0,24,24,57,1,['y'],['d'],Y,Y,Y,,,,,F,19
0,25,25,380,1,['n'],['k'],Y,N,Y,,,,,F,19
0,26,26,303,1,['y'],['k'],Y,Y,Y,,,,,F,19
0,27,27,153,1,['y'],['d'],N,Y,Y,,,,,F,19
0,28,28,577,1,['y'],['k'],Y,N,N,,,,,F,19
0,29,29,138,1,['n'],['d'],Y,N,Y,,,,,F,19
0,30,30,548,1,['y'],['k'],Y,Y,Y,,,,,F,19
0,31,31,572,1,['y'],['k'],N,Y,Y,,,,,F,19
0,32,32,402,1,['y'],['k'],Y,Y,Y,,,,,F,19
0,33,33,582,1,['y'],['k'],Y,Y,Y,,,,,F,19
0,34,34,472,1,['y'],['k'],N,Y,Y,,,,,F,19
0,35,35,454,1,['y'],['k'],Y,Y,Y,,,,,F,19
0,36,36,324,1,['y'],['k'],N,Y,Y,,,,,F,19
0,37,37,25,1,['y'],['d'],N,N,N,,,,,F,19
0,38,38,538,1,['n'],['k'],Y,N,Y,,,,,F,19
0,39,39,464,1,['y'],['k'],N,Y,Y,,,,,F,19
0,40,40,544,1,['y'],['k'],Y,Y,Y,,,,,F,19
0,41,41,175,1,['y'],['d'],Y,N,N,,,,,F,19
0,42,42,543,1,['y'],['k'],Y,Y,Y,,,,,F,19
0,43,43,304,1,['y'],['k'],Y,Y,Y,,,,,F,19
0,44,44,255,1,['y'],['d'],N,Y,Y,,,,,F,19
0,45,45,22,1,['y'],['d'],N,N,N,,,,,F,19
0,46,46,134,1,['y'],['d'],N,Y,Y,,,,,F,19
0,47,47,315,1,['y'],['k'],Y,Y,Y,,,,,F,19
0,48,48,278,1,['y'],['d'],Y,N,N,,,,,F,19
0,49,49,455,1,['y'],['k'],Y,N,N,30,,,,F,19
0,50,50,222,2,['n'],['d'],N,N,Y,,,,,F,19
0,51,51,66,2,['y'],['d'],N,N,N,,,,,F,19
0,52,52,311,2,['y'],['k'],Y,Y,Y,,,,,F,19
0,53,53,523,2,['n'],['k'],Y,N,Y,,,,,F,19
0,54,54,80,2,['n'],['d'],N,N,Y,,,,,F,19
0,55,55,326,2,['y'],['k'],Y,Y,Y,,,,,F,19
0,56,56,368,2,['y'],['k'],Y,Y,Y,,,,,F,19
0,57,57,213,2,['y'],['d'],Y,Y,Y,,,,,F,19
0,58,58,301,2,['n'],['k'],Y,N,Y,,,,,F,19
0,59,59,356,2,['n'],['k'],N,N,Y,,,,,F,19
0,60,60,449,2,['y'],['k'],N,Y,Y,,,,,F,19
0,61,61,38,2,['n'],['d'],N,N,Y,,,,,F,19
0,62,62,321,2,['n'],['k'],Y,N,Y,,,,,F,19
0,63,63,277,2,['n'],['d'],Y,N,Y,,,,,F,19
0,64,64,276,2,['n'],['d'],N,N,Y,,,,,F,19
0,65,65,405,2,['n'],['k'],Y,N,Y,,,,,F,19
0,66,66,483,2,['y'],['k'],Y,Y,Y,,,,,F,19
0,67,67,88,2,['n'],['d'],N,N,Y,,,,,F,19
0,68,68,502,2,['y'],['k'],Y,Y,Y,,,,,F,19
0,69,69,58,2,['n'],['d'],Y,N,Y,,,,,F,19
0,70,70,37,2,['y'],['d'],Y,Y,Y,,,,,F,19
0,71,71,404,2,['y'],['k'],Y,Y,Y,,,,,F,19
0,72,72,381,2,['y'],['k'],Y,Y,Y,,,,,F,19
0,73,73,390,2,['n'],['k'],Y,N,Y,,,,,F,19
0,74,74,75,2,['n'],['d'],Y,N,Y,,,,,F,19
0,75,75,101,2,['y'],['d'],Y,Y,Y,,,,,F,19
0,76,76,292,2,['n'],['d'],Y,N,Y,,,,,F,19
0,77,77,245,2,['y'],['d'],Y,Y,Y,,,,,F,19
0,78,78,254,2,['n'],['d'],Y,N,Y,,,,,F,19
0,79,79,130,2,['n'],['d'],Y,N,Y,,,,,F,19
0,80,80,263,2,['y'],['d'],N,Y,Y,,,,,F,19
0,81,81,70,2,['y'],['d'],Y,Y,Y,,,,,F,19
0,82,82,346,2,['n'],['k'],Y,N,Y,,,,,F,19
0,83,83,108,2,['n'],['d'],Y,N,Y,,,,,F,19
0,84,84,140,2,['y'],['d'],Y,Y,Y,,,,,F,19
0,85,85,300,2,['y'],['k'],Y,Y,Y,,,,,F,19
0,86,86,122,2,['y'],['d'],N,Y,Y,,,,,F,19
0,87,87,493,2,['n'],['k'],Y,N,Y,,,,,F,19
0,88,88,474,2,['n'],['k'],Y,N,Y,,,,,F,19
0,89,89,503,2,['n'],['k'],Y,N,Y,,,,,F,19
0,90,90,16,2,['y'],['d'],Y,Y,Y,,,,,F,19
0,91,91,363,2,['y'],['k'],Y,Y,Y,,,,,F,19
0,92,92,273,2,['y'],['d'],N,Y,Y,,,,,F,19
0,93,93,394,2,['n'],['k'],Y,N,Y,,,,,F,19
0,94,94,482,2,['n'],['k'],Y,N,Y,,,,,F,19
0,95,95,470,2,['y'],['k'],Y,Y,Y,,,,,F,19
0,96,96,500,2,['y'],['k'],N,Y,Y,,,,,F,19
0,97,97,345,2,['y'],['k'],Y,Y,Y,,,,,F,19
0,98,98,413,2,['n'],['k'],Y,N,Y,,,,,F,19
0,99,99,168,2,['y'],['d'],Y,Y,Y,38,,,,F,19
0,100,100,359,3,['n'],['k'],Y,N,Y,,,,,F,19
0,101,101,98,3,['y'],['d'],Y,Y,Y,,,,,F,19
0,102,102,94,3,['n'],['d'],Y,N,Y,,,,,F,19
0,103,103,340,3,['n'],['k'],Y,N,Y,,,,,F,19
0,104,104,6,3,['y'],['d'],Y,Y,Y,,,,,F,19
0,105,105,91,3,['y'],['d'],Y,Y,Y,,,,,F,19
0,106,106,19,3,['n'],['d'],Y,N,Y,,,,,F,19
0,107,107,539,3,['n'],['k'],Y,N,Y,,,,,F,19
0,108,108,547,3,['y'],['k'],Y,Y,Y,,,,,F,19
0,109,109,26,3,['n'],['d'],Y,N,Y,,,,,F,19
0,110,110,253,3,['n'],['d'],N,N,Y,,,,,F,19
0,111,111,148,3,['n'],['d'],Y,N,Y,,,,,F,19
0,112,112,269,3,['n'],['d'],N,N,Y,,,,,F,19
0,113,113,90,3,['n'],['d'],Y,N,Y,,,,,F,19
0,114,114,123,3,['y'],['d'],Y,Y,Y,,,,,F,19
0,115,115,595,3,['y'],['k'],Y,Y,Y,,,,,F,19
0,116,116,215,3,['y'],['d'],N,Y,Y,,,,,F,19
0,117,117,333,3,['n'],['k'],Y,N,Y,,,,,F,19
0,118,118,12,3,['y'],['d'],N,Y,Y,,,,,F,19
0,119,119,540,3,['y'],['k'],Y,Y,Y,,,,,F,19
0,120,120,529,3,['y'],['k'],Y,Y,Y,,,,,F,19
0,121,121,312,3,['n'],['k'],Y,N,Y,,,,,F,19
0,122,122,339,3,['n'],['k'],Y,N,Y,,,,,F,19
0,123,123,257,3,['n'],['d'],Y,N,Y,,,,,F,19
0,124,124,85,3,['y'],['d'],N,Y,Y,,,,,F,19
0,125,125,435,3,['n'],['k'],Y,N,Y,,,,,F,19
0,126,126,238,3,['y'],['d'],Y,Y,Y,,,,,F,19
0,127,127,389,3,['y'],['k'],Y,N,N,,,,,F,19
0,128,128,188,3,['y'],['d'],N,Y,Y,,,,,F,19
0,129,129,167,3,['y'],['d'],Y,Y,Y,,,,,F,19
0,130,130,532,3,['y'],['k'],Y,Y,Y,,,,,F,19
0,131,131,531,3,['n'],['k'],Y,N,Y,,,,,F,19
0,132,132,198,3,['n'],['d'],N,N,Y,,,,,F,19
0,133,133,290,3,['y'],['d'],Y,Y,Y,,,,,F,19
0,134,134,564,3,['y'],['k'],Y,N,N,,,,,F,19
0,135,135,287,3,['n'],['d'],Y,N,Y,,,,,F,19
0,136,136,419,3,['n'],['k'],Y,N,Y,,,,,F,19
0,137,137,589,3,['n'],['k'],Y,N,Y,,,,,F,19
0,138,138,369,3,['n'],['k'],Y,N,Y,,,,,F,19
0,139,139,107,3,['n'],['d'],Y,N,Y,,,,,F,19
0,140,140,485,3,['y'],['k'],Y,Y,Y,,,,,F,19
0,141,141,205,3,['y'],['d'],Y,Y,Y,,,,,F,19
0,142,142,73,3,['n'],['d'],Y,N,Y,,,,,F,19
0,143,143,576,3,['y'],['k'],Y,Y,Y,,,,,F,19
0,144,144,473,3,None,['k'],Y,Y,Timed Out,,,,,F,19
0,145,145,415,3,['y'],['k'],Y,Y,Y,,,,,F,19
0,146,146,104,3,['n'],['d'],Y,N,Y,,,,,F,19
0,147,147,61,3,['y'],['d'],Y,Y,Y,,,,,F,19
0,148,148,275,3,['n'],['d'],Y,N,Y,,,,,F,19
0,149,149,484,3,['y'],['k'],Y,Y,Y,43,,,,F,19
0,150,150,310,4,['y'],['k'],Y,Y,Y,,,,,F,19
0,151,151,92,4,['y'],['d'],Y,Y,Y,,,,,F,19
0,152,152,318,4,['y'],['k'],Y,Y,Y,,,,,F,19
0,153,153,224,4,['y'],['d'],Y,Y,Y,,,,,F,19
0,154,154,117,4,['y'],['d'],Y,Y,Y,,,,,F,19
0,155,155,423,4,['n'],['k'],Y,N,Y,,,,,F,19
0,156,156,228,4,['n'],['d'],Y,N,Y,,,,,F,19
0,157,157,420,4,['n'],['k'],Y,N,Y,,,,,F,19
0,158,158,518,4,['n'],['k'],Y,N,Y,,,,,F,19
0,159,159,397,4,['n'],['k'],Y,N,Y,,,,,F,19
0,160,160,270,4,['y'],['d'],Y,Y,Y,,,,,F,19
0,161,161,444,4,['y'],['k'],Y,Y,Y,,,,,F,19
0,162,162,218,4,['y'],['d'],N,Y,Y,,,,,F,19
0,163,163,392,4,['n'],['k'],Y,N,Y,,,,,F,19
0,164,164,347,4,['y'],['k'],Y,Y,Y,,,,,F,19
0,165,165,223,4,['y'],['d'],Y,Y,Y,,,,,F,19
0,166,166,256,4,['n'],['d'],Y,N,Y,,,,,F,19
0,167,167,152,4,['n'],['d'],Y,N,Y,,,,,F,19
0,168,168,233,4,['n'],['d'],Y,N,Y,,,,,F,19
0,169,169,305,4,['y'],['k'],Y,Y,Y,,,,,F,19
0,170,170,106,4,['y'],['d'],Y,Y,Y,,,,,F,19
0,171,171,396,4,['y'],['k'],Y,Y,Y,,,,,F,19
0,172,172,124,4,['n'],['d'],Y,N,Y,,,,,F,19
0,173,173,45,4,['y'],['d'],Y,Y,Y,,,,,F,19
0,174,174,165,4,['n'],['d'],Y,N,Y,,,,,F,19
0,175,175,391,4,['n'],['k'],Y,N,Y,,,,,F,19
0,176,176,429,4,['y'],['k'],Y,Y,Y,,,,,F,19
0,177,177,567,4,['y'],['k'],Y,Y,Y,,,,,F,19
0,178,178,338,4,['n'],['k'],Y,Y,N,,,,,F,19
0,179,179,457,4,['y'],['k'],Y,Y,Y,,,,,F,19
0,180,180,237,4,['n'],['d'],Y,N,Y,,,,,F,19
0,181,181,24,4,['y'],['d'],Y,Y,Y,,,,,F,19
0,182,182,566,4,['n'],['k'],Y,N,Y,,,,,F,19
0,183,183,515,4,['y'],['k'],Y,Y,Y,,,,,F,19
0,184,184,190,4,['n'],['d'],Y,N,Y,,,,,F,19
0,185,185,375,4,['y'],['k'],Y,Y,Y,,,,,F,19
0,186,186,530,4,['y'],['k'],Y,Y,Y,,,,,F,19
0,187,187,2,4,['n'],['d'],Y,N,Y,,,,,F,19
0,188,188,170,4,['n'],['d'],Y,N,Y,,,,,F,19
0,189,189,247,4,['n'],['d'],Y,N,Y,,,,,F,19
0,190,190,504,4,None,,Timed out,,,,,,,F,19
0,191,191,281,4,['y'],['d'],Y,Y,Y,,,,,F,19
0,192,192,171,4,['n'],['d'],Y,N,Y,,,,,F,19
