.thisRepN,.thisTrialN,.thisN,.thisIndex,Block Number,Key pressed,Category,Correct?,Match?,Interference correct?,Total correct in block,Button switch shown?,Actually switched?,Fast?,gender,age
0,193,193,427,4,['n'],['k'],Y,N,Y,,,,,F,19
0,194,194,186,4,['n'],['d'],Y,Y,N,,,,,F,19
0,195,195,322,4,['n'],['k'],Y,N,Y,,,,,F,19
0,196,196,349,4,['n'],['k'],Y,N,Y,,,,,F,19
0,197,197,35,4,['y'],['d'],Y,Y,Y,,,,,F,19
0,198,198,295,4,['n'],['d'],Y,N,Y,,,,,F,19
0,199,199,262,4,['n'],['d'],N,N,Y,47,,,,F,19
0,200,200,241,5,['n'],['d'],Y,N,Y,,,,,F,19
0,201,201,187,5,['n'],['d'],Y,N,Y,,,,,F,19
0,202,202,309,5,['y'],['k'],Y,Y,Y,,,,,F,19
0,203,203,197,5,['n'],['d'],Y,N,Y,,,,,F,19
0,204,204,417,5,['y'],['k'],Y,Y,Y,,,,,F,19
0,205,205,551,5,['n'],['k'],Y,N,Y,,,,,F,19
0,206,206,398,5,['y'],['k'],Y,Y,Y,,,,,F,19
0,207,207,221,5,['n'],['d'],Y,N,Y,,,,,F,19
0,208,208,280,5,['y'],['d'],Y,Y,Y,,,,,F,19
0,209,209,7,5,['n'],['d'],Y,N,Y,,,,,F,19
0,210,210,244,5,['n'],['d'],Y,N,Y,,,,,F,19
0,211,211,298,5,['y'],['d'],N,Y,Y,,,,,F,19
0,212,212,425,5,['n'],['k'],Y,N,Y,,,,,F,19
0,213,213,296,5,['y'],['d'],Y,Y,Y,,,,,F,19
0,214,214,546,5,['n'],['k'],Y,N,Y,,,,,F,19
0,215,215,593,5,['y'],['k'],Y,Y,Y,,,,,F,19
0,216,216,498,5,['n'],['k'],Y,N,Y,,,,,F,19
0,217,217,526,5,['y'],['k'],Y,Y,Y,,,,,F,19
0,218,218,376,5,['y'],['k'],Y,Y,Y,,,,,F,19
0,219,219,594,5,['n'],['k'],Y,N,Y,,,,,F,19
0,220,220,69,5,['n'],['d'],Y,N,Y,,,,,F,19
0,221,221,477,5,['n'],['k'],Y,N,Y,,,,,F,19
0,222,222,105,5,['n'],['d'],Y,N,Y,,,,,F,19
0,223,223,48,5,['n'],['d'],Y,Y,N,,,,,F,19
0,224,224,598,5,['n'],['k'],Y,N,Y,,,,,F,19
0,225,225,307,5,['n'],['k'],Y,Y,N,,,,,F,19
0,226,226,561,5,['y'],['k'],Y,Y,Y,,,,,F,19
0,227,227,433,5,['y'],['k'],Y,Y,Y,,,,,F,19
0,228,228,78,5,['n'],['d'],Y,N,Y,,,,,F,19
0,229,229,581,5,['y'],['k'],Y,Y,Y,,,,,F,19
0,230,230,113,5,['y'],['d'],Y,Y,Y,,,,,F,19
0,231,231,250,5,['y'],['d'],Y,Y,Y,,,,,F,19
0,232,232,44,5,['n'],['d'],N,N,Y,,,,,F,19
0,233,233,476,5,['n'],['k'],Y,N,Y,,,,,F,19
0,234,234,407,5,['n'],['k'],Y,N,Y,,,,,F,19
0,235,235,325,5,['y'],['k'],Y,Y,Y,,,,,F,19
0,236,236,401,5,['n'],['k'],Y,N,Y,,,,,F,19
0,237,237,428,5,['y'],['k'],Y,Y,Y,,,,,F,19
0,238,238,203,5,['y'],['d'],Y,Y,Y,,,,,F,19
0,239,239,83,5,['y'],['d'],Y,Y,Y,,,,,F,19
0,240,240,357,5,['n'],['k'],Y,N,Y,,,,,F,19
0,241,241,527,5,['n'],['k'],Y,N,Y,,,,,F,19
0,242,242,332,5,['n'],['k'],Y,Y,N,,,,,F,19
0,243,243,556,5,['y'],['k'],Y,Y,Y,,,,,F,19
0,244,244,308,5,['y'],['k'],Y,Y,Y,,,,,F,19
0,245,245,144,5,['y'],['d'],Y,Y,Y,,,,,F,19
0,246,246,155,5,['y'],['d'],N,Y,Y,,,,,F,19
0,247,247,142,5,['n'],['d'],Y,N,Y,,,,,F,19
0,248,248,34,5,['n'],['d'],N,N,Y,,,,,F,19
0,249,249,416,5,None,['k'],Y,N,Timed Out,46,,,,F,19
0,250,250,164,6,['n'],['d'],Y,N,Y,,,,,F,19
0,251,251,179,6,['y'],['d'],Y,Y,Y,,,,,F,19
0,252,252,283,6,['y'],['d'],Y,Y,Y,,,,,F,19
0,253,253,194,6,['n'],['d'],N,N,Y,,,,,F,19
0,254,254,102,6,['n'],['d'],Y,N,Y,,,,,F,19
0,255,255,50,6,['n'],['d'],Y,Y,N,,,,,F,19
0,256,256,41,6,['y'],['d'],Y,Y,Y,,,,,F,19
0,257,257,14,6,['y'],['d'],Y,Y,Y,,,,,F,19
0,258,258,378,6,['y'],['k'],Y,N,N,,,,,F,19
0,259,259,442,6,['y'],['k'],Y,N,N,,,,,F,19
0,260,260,119,6,None,['d'],Y,N,Timed Out,,,,,F,19
0,261,261,87,6,['y'],['d'],Y,Y,Y,,,,,F,19
0,262,262,4,6,['y'],['d'],N,Y,Y,,,,,F,19
0,263,263,446,6,['n'],['k'],Y,N,Y,,,,,F,19
0,264,264,55,6,['n'],['d'],N,N,Y,,,,,F,19
0,265,265,3,6,['n'],['d'],N,N,Y,,,,,F,19
0,266,266,591,6,['y'],['k'],Y,Y,Y,,,,,F,19
0,267,267,344,6,['n'],['k'],Y,N,Y,,,,,F,19
0,268,268,506,6,['n'],['k'],Y,N,Y,,,,,F,19
0,269,269,430,6,['n'],['k'],Y,N,Y,,,,,F,19
0,270,270,569,6,None,['k'],Y,N,Timed Out,,,,,F,19
0,271,271,383,6,['n'],['k'],Y,N,Y,,,,,F,19
0,272,272,286,6,['y'],['d'],Y,Y,Y,,,,,F,19
0,273,273,499,6,['n'],['k'],Y,N,Y,,,,,F,19
0,274,274,441,6,['y'],['k'],Y,Y,Y,,,,,F,19
0,275,275,236,6,['y'],['d'],Y,Y,Y,,,,,F,19
0,276,276,461,6,None,['k'],Y,N,Timed Out,,,,,F,19
0,277,277,440,6,['n'],['k'],Y,N,Y,,,,,F,19
0,278,278,453,6,['n'],['k'],Y,N,Y,,,,,F,19
0,279,279,574,6,['y'],['k'],Y,Y,Y,,,,,F,19
0,280,280,354,6,['n'],['k'],Y,N,Y,,,,,F,19
0,281,281,145,6,['n'],['d'],Y,N,Y,,,,,F,19
0,282,282,259,6,['n'],['d'],N,N,Y,,,,,F,19
0,283,283,421,6,['y'],['k'],Y,Y,Y,,,,,F,19
0,284,284,279,6,['n'],['d'],Y,N,Y,,,,,F,19
0,285,285,545,6,['n'],['k'],Y,N,Y,,,,,F,19
0,286,286,84,6,['y'],['d'],Y,Y,Y,,,,,F,19
0,287,287,521,6,['n'],['k'],Y,N,Y,,,,,F,19
0,288,288,541,6,['y'],['k'],Y,Y,Y,,,,,F,19
0,289,289,505,6,['n'],['k'],Y,Y,N,,,,,F,19
0,290,290,274,6,['y'],['d'],N,Y,Y,,,,,F,19
0,291,291,252,6,['n'],['d'],N,N,Y,,,,,F,19
0,292,292,524,6,['n'],['k'],Y,N,Y,,,,,F,19
0,293,293,491,6,None,['k'],Y,N,Timed Out,,,,,F,19
0,294,294,590,6,['n'],['k'],Y,N,Y,,,,,F,19
0,295,295,285,6,['y'],['d'],Y,Y,Y,,,,,F,19
0,296,296,400,6,['n'],['k'],Y,N,Y,,,,,F,19
0,297,297,193,6,['n'],['d'],Y,N,Y,,,,,F,19
0,298,298,226,6,['n'],['d'],Y,N,Y,,,,,F,19
0,299,299,439,6,['n'],['k'],N,N,Y,42,,,,F,19
0,300,300,13,7,['n'],['d'],Y,N,Y,,,,,F,19
0,301,301,361,7,['n'],['k'],Y,N,Y,,,,,F,19
0,302,302,40,7,['y'],['d'],Y,Y,Y,,,,,F,19
0,303,303,268,7,['y'],['d'],Y,Y,Y,,,,,F,19
0,304,304,195,7,['n'],['d'],N,Y,N,,,,,F,19
0,305,305,293,7,['y'],['d'],Y,Y,Y,,,,,F,19
0,306,306,554,7,None,,Timed out,,,,,,,F,19
0,307,307,458,7,['n'],['k'],Y,N,Y,,,,,F,19
0,308,308,513,7,['y'],['k'],Y,Y,Y,,,,,F,19
0,309,309,486,7,['y'],['k'],Y,Y,Y,,,,,F,19
0,310,310,366,7,['n'],['k'],Y,N,Y,,,,,F,19
0,311,311,497,7,['y'],['k'],Y,Y,Y,,,,,F,19
0,312,312,320,7,['y'],['k'],Y,Y,Y,,,,,F,19
0,313,313,599,7,['y'],['k'],Y,Y,Y,,,,,F,19
0,314,314,492,7,['n'],['k'],Y,N,Y,,,,,F,19
0,315,315,448,7,['n'],['k'],Y,N,Y,,,,,F,19
0,316,316,434,7,['y'],['k'],Y,Y,Y,,,,,F,19
0,317,317,409,7,['y'],['k'],Y,Y,Y,,,,,F,19
0,318,318,180,7,['n'],['d'],Y,Y,N,,,,,F,19
0,319,319,136,7,['n'],['d'],Y,N,Y,,,,,F,19
0,320,320,1,7,['n'],['d'],N,N,Y,,,,,F,19
0,321,321,495,7,['y'],['k'],Y,N,N,,,,,F,19
0,322,322,264,7,['n'],['d'],Y,N,Y,,,,,F,19
0,323,323,47,7,['y'],['d'],Y,Y,Y,,,,,F,19
0,324,324,517,7,['y'],['k'],Y,Y,Y,,,,,F,19
0,325,325,382,7,['y'],['k'],Y,Y,Y,,,,,F,19
0,326,326,207,7,['n'],['d'],Y,N,Y,,,,,F,19
0,327,327,266,7,['y'],['d'],Y,Y,Y,,,,,F,19
0,328,328,127,7,['n'],['d'],N,N,Y,,,,,F,19
0,329,329,81,7,['y'],['d'],Y,Y,Y,,,,,F,19
0,330,330,479,7,['n'],['k'],Y,N,Y,,,,,F,19
0,331,331,374,7,['n'],['k'],N,N,Y,,,,,F,19
0,332,332,579,7,['y'],['k'],Y,Y,Y,,,,,F,19
0,333,333,395,7,['y'],['k'],Y,N,N,,,,,F,19
0,334,334,508,7,['n'],['k'],Y,N,Y,,,,,F,19
0,335,335,355,7,['n'],['k'],Y,N,Y,,,,,F,19
0,336,336,100,7,['y'],['d'],Y,Y,Y,,,,,F,19
0,337,337,246,7,['y'],['d'],Y,Y,Y,,,,,F,19
0,338,338,516,7,['n'],['k'],Y,N,Y,,,,,F,19
0,339,339,210,7,['n'],['d'],Y,Y,N,,,,,F,19
0,340,340,465,7,['y'],['k'],Y,N,N,,,,,F,19
0,341,341,89,7,['n'],['d'],Y,N,Y,,,,,F,19
0,342,342,149,7,['y'],['d'],Y,N,N,,,,,F,19
0,343,343,341,7,['n'],['k'],Y,Y,N,,,,,F,19
0,344,344,109,7,['n'],['d'],Y,N,Y,,,,,F,19
0,345,345,535,7,['n'],['k'],Y,N,Y,,,,,F,19
0,346,346,282,7,['n'],['d'],Y,N,Y,,,,,F,19
0,347,347,331,7,['y'],['k'],Y,Y,Y,,,,,F,19
0,348,348,271,7,['y'],['d'],Y,Y,Y,,,,,F,19
0,349,349,314,7,['y'],['k'],Y,Y,Y,45,,,,F,19
0,350,350,393,8,['y'],['k'],Y,Y,Y,,,,,F,19
0,351,351,191,8,['n'],['d'],Y,N,Y,,,,,F,19
0,352,352,592,8,['n'],['k'],Y,N,Y,,,,,F,19
0,353,353,93,8,['n'],['d'],N,N,Y,,,,,F,19
0,354,354,9,8,['n'],['d'],Y,N,Y,,,,,F,19
0,355,355,208,8,['n'],['d'],Y,N,Y,,,,,F,19
0,356,356,552,8,['n'],['k'],Y,N,Y,,,,,F,19
0,357,357,330,8,['n'],['k'],Y,Y,N,,,,,F,19
0,358,358,96,8,['y'],['d'],Y,Y,Y,,,,,F,19
0,359,359,131,8,['y'],['d'],Y,Y,Y,,,,,F,19
0,360,360,291,8,['y'],['d'],Y,Y,Y,,,,,F,19
0,361,361,406,8,['n'],['k'],Y,N,Y,,,,,F,19
0,362,362,260,8,['n'],['d'],Y,N,Y,,,,,F,19
0,363,363,72,8,['y'],['d'],N,Y,Y,,,,,F,19
0,364,364,288,8,['n'],['d'],N,Y,N,,,,,F,19
0,365,365,23,8,['y'],['d'],Y,Y,Y,,,,,F,19
0,366,366,424,8,['y'],['k'],Y,Y,Y,,,,,F,19
0,367,367,550,8,['n'],['k'],Y,N,Y,,,,,F,19
0,368,368,231,8,['n'],['d'],N,N,Y,,,,,F,19
0,369,369,146,8,['n'],['d'],Y,N,Y,,,,,F,19
0,370,370,28,8,['n'],['d'],Y,N,Y,,,,,F,19
0,371,371,206,8,['y'],['d'],Y,N,N,,,,,F,19
0,372,372,414,8,['n'],['k'],Y,N,Y,,,,,F,19
0,373,373,456,8,['y'],['k'],Y,Y,Y,,,,,F,19
0,374,374,99,8,['n'],['d'],Y,Y,N,,,,,F,19
0,375,375,232,8,['n'],['d'],Y,N,Y,,,,,F,19
0,376,376,63,8,['y'],['d'],Y,Y,Y,,,,,F,19
0,377,377,118,8,['n'],['d'],Y,N,Y,,,,,F,19
0,378,378,62,8,['y'],['d'],Y,Y,Y,,,,,F,19
0,379,379,459,8,['n'],['k'],Y,N,Y,,,,,F,19
0,380,380,42,8,['n'],['d'],Y,N,Y,,,,,F,19
0,381,381,584,8,['n'],['k'],Y,N,Y,,,,,F,19
0,382,382,27,8,['y'],['d'],Y,Y,Y,,,,,F,19
0,383,383,220,8,['y'],['d'],Y,Y,Y,,,,,F,19
0,384,384,597,8,['y'],['k'],Y,Y,Y,,,,,F,19
0,385,385,352,8,['y'],['k'],Y,Y,Y,,,,,F,19
0,386,386,306,8,['y'],['k'],Y,Y,Y,,,,,F,19
0,387,387,239,8,['n'],['d'],Y,N,Y,,,,,F,19
0,388,388,289,8,['y'],['d'],Y,Y,Y,,,,,F,19
0,389,389,422,8,['y'],['k'],Y,Y,Y,,,,,F,19
0,390,390,243,8,['n'],['d'],Y,N,Y,,,,,F,19
0,391,391,0,8,['y'],['d'],Y,Y,Y,,,,,F,19
0,392,392,411,8,['n'],['k'],Y,N,Y,,,,,F,19
0,393,393,192,8,['y'],['d'],N,N,N,,,,,F,19
0,394,394,86,8,['y'],['d'],Y,Y,Y,,,,,F,19
0,395,395,327,8,['n'],['k'],Y,N,Y,,,,,F,19
0,396,396,163,8,['n'],['d'],Y,N,Y,,,,,F,19
0,397,397,377,8,['y'],['k'],Y,Y,Y,,,,,F,19
0,398,398,199,8,['y'],['d'],Y,Y,Y,,,,,F,19
0,399,399,534,8,['n'],['k'],Y,N,Y,45,,,,F,19
0,400,400,29,9,['n'],['d'],Y,N,Y,,,,,F,19
0,401,401,436,9,['n'],['k'],Y,N,Y,,,,,F,19
0,402,402,162,9,['y'],['d'],Y,Y,Y,,,,,F,19
