.thisRepN,.thisTrialN,.thisN,.thisIndex,Block Number,Key pressed,Category,Correct?,Match?,Interference correct?,Total correct in block,Button switch shown?,Actually switched?,Fast?,gender,age
0,404,404,473,9,['n'],['k'],Y,N,Y,,,,,female,22
0,405,405,535,9,['y'],['k'],Y,N,N,,,,,female,22
0,406,406,253,9,['y'],['d'],N,N,N,,,,,female,22
0,407,407,0,9,['y'],['d'],Y,N,N,,,,,female,22
0,408,408,261,9,['y'],['d'],N,Y,Y,,,,,female,22
0,409,409,250,9,['n'],['d'],N,N,Y,,,,,female,22
0,410,410,127,9,['n'],['d'],N,Y,N,,,,,female,22
0,411,411,360,9,['n'],['k'],Y,N,Y,,,,,female,22
0,412,412,576,9,['n'],['k'],N,Y,N,,,,,female,22
0,413,413,465,9,['n'],['k'],Y,N,Y,,,,,female,22
0,414,414,480,9,['n'],['k'],Y,Y,N,,,,,female,22
0,415,415,200,9,['n'],['d'],Y,N,Y,,,,,female,22
0,416,416,487,9,['n'],['k'],Y,Y,N,,,,,female,22
0,417,417,108,9,['n'],['d'],N,N,Y,,,,,female,22
0,418,418,247,9,['n'],['d'],N,Y,N,,,,,female,22
0,419,419,406,9,['n'],['k'],N,N,Y,,,,,female,22
0,420,420,520,9,['n'],['k'],N,N,Y,,,,,female,22
0,421,421,453,9,['n'],['k'],Y,Y,N,,,,,female,22
0,422,422,157,9,"['y', 'n']",['d'],N,Y,Timed Out,,,,,female,22
0,423,423,122,9,['y'],['d'],Y,Y,Y,,,,,female,22
0,424,424,427,9,['n'],['k'],N,Y,N,,,,,female,22
0,425,425,330,9,['n'],['k'],N,N,Y,,,,,female,22
0,426,426,499,9,['y'],['k'],N,N,N,,,,,female,22
0,427,427,19,9,['n'],['d'],Y,N,Y,,,,,female,22
0,428,428,24,9,['n'],['d'],N,Y,N,,,,,female,22
0,429,429,68,9,['y'],['d'],N,Y,Y,,,,,female,22
0,430,430,257,9,['n'],['d'],Y,Y,N,,,,,female,22
0,431,431,545,9,['n'],['k'],N,Y,N,,,,,female,22
0,432,432,288,9,['y'],['d'],N,N,N,,,,,female,22
0,433,433,245,9,['n'],['d'],N,Y,N,,,,,female,22
0,434,434,478,9,"['y', 'n']",['k'],N,N,Timed Out,,,,,female,22
0,435,435,111,9,['n'],['d'],N,N,Y,,,,,female,22
0,436,436,140,9,['y'],['d'],Y,N,N,,,,,female,22
0,437,437,279,9,['y'],['d'],Y,N,N,,,,,female,22
0,438,438,554,9,['y'],['k'],N,Y,Y,,,,,female,22
0,439,439,563,9,['n'],['k'],N,N,Y,,,,,female,22
0,440,440,195,9,['n'],['d'],N,N,Y,,,,,female,22
0,441,441,186,9,['y'],['d'],N,Y,Y,,,,,female,22
0,442,442,515,9,['n'],['k'],Y,Y,N,,,,,female,22
0,443,443,139,9,['y'],['d'],Y,N,N,,,,,female,22
0,444,444,526,9,['n'],['k'],N,Y,N,,,,,female,22
0,445,445,81,9,['n'],['d'],N,Y,N,,,,,female,22
0,446,446,40,9,['n'],['d'],N,N,Y,,,,,female,22
0,447,447,392,9,['n'],['k'],N,N,Y,,,,,female,22
0,448,448,99,9,['n'],['d'],Y,Y,N,,,,,female,22
0,449,449,483,9,['n'],['k'],Y,N,Y,20,,,,female,22
,,,,,,,,,,,,,,,
0,450,450,158,10,['y'],['d'],N,Y,Y,,,,,female,22
0,451,451,544,10,['n'],['k'],Y,Y,N,,,,,female,22
0,452,452,361,10,['y'],['k'],N,N,N,,,,,female,22
0,453,453,121,10,['n'],['d'],N,Y,N,,,,,female,22
0,454,454,449,10,['y'],['k'],Y,Y,Y,,,,,female,22
0,455,455,548,10,['y'],['k'],N,Y,Y,,,,,female,22
0,456,456,389,10,"['y', 'n']",['k'],Y,N,Timed Out,,,,,female,22
0,457,457,55,10,['y'],['d'],N,N,N,,,,,female,22
0,458,458,141,10,['y'],['d'],Y,Y,Y,,,,,female,22
0,459,459,350,10,['n'],['k'],Y,Y,N,,,,,female,22
0,460,460,123,10,['y'],['d'],Y,Y,Y,,,,,female,22
0,461,461,402,10,['y'],['k'],N,Y,Y,,,,,female,22
0,462,462,287,10,['n'],['d'],Y,N,Y,,,,,female,22
0,463,463,273,10,['y'],['d'],Y,N,N,,,,,female,22
0,464,464,370,10,['y'],['k'],Y,N,N,,,,,female,22
0,465,465,269,10,['n'],['d'],Y,N,Y,,,,,female,22
0,466,466,451,10,['y'],['k'],N,N,N,,,,,female,22
0,467,467,14,10,['y'],['d'],N,N,N,,,,,female,22
0,468,468,54,10,['n'],['d'],N,N,Y,,,,,female,22
0,469,469,25,10,['y'],['d'],N,Y,Y,,,,,female,22
0,470,470,76,10,['y'],['d'],N,N,N,,,,,female,22
0,471,471,434,10,['y'],['k'],Y,N,N,,,,,female,22
0,472,472,491,10,['n'],['k'],N,Y,N,,,,,female,22
0,473,473,519,10,['n'],['k'],Y,Y,N,,,,,female,22
0,474,474,44,10,['n'],['d'],N,N,Y,,,,,female,22
0,475,475,110,10,['n'],['d'],N,N,Y,,,,,female,22
0,476,476,375,10,['n'],['k'],Y,Y,N,,,,,female,22
0,477,477,332,10,['n'],['k'],Y,Y,N,,,,,female,22
0,478,478,445,10,['n'],['k'],Y,Y,N,,,,,female,22
0,479,479,143,10,['n'],['d'],N,N,Y,,,,,female,22
0,480,480,201,10,['n'],['d'],N,Y,N,,,,,female,22
0,481,481,426,10,['n'],['k'],Y,N,Y,,,,,female,22
0,482,482,18,10,['n'],['d'],N,N,Y,,,,,female,22
0,483,483,388,10,['n'],['k'],Y,N,Y,,,,,female,22
0,484,484,87,10,['n'],['d'],N,N,Y,,,,,female,22
0,485,485,549,10,['n'],['k'],Y,Y,N,,,,,female,22
0,486,486,559,10,['n'],['k'],Y,N,Y,,,,,female,22
0,487,487,551,10,['n'],['k'],Y,N,Y,,,,,female,22
0,488,488,471,10,['n'],['k'],Y,Y,N,,,,,female,22
0,489,489,404,10,['n'],['k'],Y,N,Y,,,,,female,22
0,490,490,378,10,['n'],['k'],Y,Y,N,,,,,female,22
0,491,491,489,10,['n'],['k'],Y,Y,N,,,,,female,22
0,492,492,256,10,['n'],['d'],N,N,Y,,,,,female,22
0,493,493,3,10,['n'],['d'],N,N,Y,,,,,female,22
0,494,494,319,10,['n'],['k'],Y,Y,N,,,,,female,22
0,495,495,155,10,['n'],['d'],N,Y,N,,,,,female,22
0,496,496,407,10,['n'],['k'],Y,N,Y,,,,,female,22
0,497,497,268,10,['n'],['d'],N,N,Y,,,,,female,22
0,498,498,459,10,['n'],['k'],Y,N,Y,,,,,female,22
0,499,499,419,10,['n'],['k'],Y,Y,N,28,,,,female,22
,,,,,,,"28 correct, 22 wrong",,,,,,,,
0,500,500,413,11,['n'],['k'],N,N,Y,,Y,Y,Y,female,22
0,501,501,379,11,['y'],['k'],N,N,N,,,Y,Y,female,22
0,502,502,213,11,['n'],['d'],N,Y,N,,,Y,Y,female,22
0,503,503,145,11,['y'],['d'],N,Y,Y,,,Y,Y,female,22
0,504,504,521,11,['y'],['k'],N,Y,Y,,,Y,Y,female,22
0,505,505,28,11,['y'],['d'],Y,Y,Y,,,Y,Y,female,22
0,506,506,150,11,['y'],['d'],Y,N,N,,,Y,Y,female,22
0,507,507,318,11,['y'],['k'],N,Y,Y,,,Y,Y,female,22
0,508,508,162,11,['y'],['d'],Y,Y,Y,,,Y,Y,female,22
0,509,509,322,11,['n'],['k'],Y,Y,N,,,Y,Y,female,22
0,510,510,152,11,['n'],['d'],Y,N,Y,,,Y,Y,female,22
0,511,511,555,11,['y'],['k'],N,N,N,,,Y,Y,female,22
0,512,512,50,11,['n'],['d'],N,Y,N,,,Y,Y,female,22
0,513,513,91,11,['n'],['d'],Y,Y,N,,,Y,Y,female,22
0,514,514,232,11,['y'],['d'],Y,Y,Y,,,Y,Y,female,22
0,515,515,511,11,['n'],['k'],Y,N,Y,,,Y,Y,female,22
0,516,516,446,11,['n'],['k'],N,Y,N,,,Y,Y,female,22
0,517,517,104,11,['n'],['d'],Y,N,Y,,,Y,Y,female,22
0,518,518,176,11,['n'],['d'],N,Y,N,,,Y,Y,female,22
0,519,519,267,11,['y'],['d'],Y,Y,Y,,,Y,Y,female,22
0,520,520,202,11,['y'],['d'],Y,Y,Y,,,Y,Y,female,22
0,521,521,543,11,['y'],['k'],Y,N,N,,,Y,Y,female,22
0,522,522,506,11,['y'],['k'],N,N,N,,,Y,Y,female,22
0,523,523,57,11,['y'],['d'],N,N,N,,,Y,Y,female,22
0,524,524,429,11,['n'],['k'],N,Y,N,,,Y,Y,female,22
0,525,525,299,11,['y'],['d'],N,N,N,,,Y,Y,female,22
0,526,526,583,11,['n'],['k'],Y,N,Y,,,Y,Y,female,22
0,527,527,356,11,['n'],['k'],Y,Y,N,,,Y,Y,female,22
0,528,528,10,11,['n'],['d'],Y,N,Y,,,Y,Y,female,22
0,529,529,391,11,['n'],['k'],Y,N,Y,,,Y,Y,female,22
0,530,530,564,11,['n'],['k'],N,N,Y,,,Y,Y,female,22
0,531,531,524,11,['y'],['k'],Y,N,N,,,Y,Y,female,22
0,532,532,43,11,None,['d'],N,Y,Timed Out,,,Y,Y,female,22
0,533,533,16,11,['n'],['d'],N,N,Y,,,Y,Y,female,22
0,534,534,293,11,['n'],['d'],Y,N,Y,,,Y,Y,female,22
0,535,535,17,11,['n'],['d'],N,Y,N,,,Y,Y,female,22
0,536,536,2,11,['n'],['d'],N,N,Y,,,Y,Y,female,22
0,537,537,455,11,['y'],['k'],N,Y,Y,,,Y,Y,female,22
0,538,538,504,11,['n'],['k'],N,Y,N,,,Y,Y,female,22
0,539,539,80,11,['y'],['d'],Y,N,N,,,Y,Y,female,22
0,540,540,107,11,['n'],['d'],Y,Y,N,,,Y,Y,female,22
0,541,541,373,11,"['y', 'n']",['k'],N,Y,Timed Out,,,Y,Y,female,22
0,542,542,102,11,['n'],['d'],Y,Y,N,,,Y,Y,female,22
0,543,543,70,11,['n'],['d'],Y,N,Y,,,Y,Y,female,22
0,544,544,335,11,['y'],['k'],N,Y,Y,,,Y,Y,female,22
0,545,545,223,11,['y'],['d'],N,N,N,,,Y,Y,female,22
0,546,546,49,11,['n'],['d'],Y,Y,N,,,Y,Y,female,22
0,547,547,457,11,['n'],['k'],Y,Y,N,,,Y,Y,female,22
0,548,548,315,11,['y'],['k'],Y,N,N,,,Y,Y,female,22
0,549,549,192,11,['y'],['d'],Y,N,N,26,,Y,Y,female,22
0,550,550,63,12,['n'],['d'],Y,Y,N,,,Y,Y,female,22
0,551,551,423,12,['n'],['k'],N,N,Y,,,Y,Y,female,22
0,552,552,229,12,None,,Timed out,,,,,Y,Y,female,22
0,553,553,376,12,['n'],['k'],N,Y,N,,,Y,Y,female,22
0,554,554,164,12,['n'],['d'],Y,Y,N,,,Y,Y,female,22
0,555,555,228,12,['n'],['d'],Y,N,Y,,,Y,Y,female,22
0,556,556,8,12,['n'],['d'],Y,N,Y,,,Y,Y,female,22
0,557,557,45,12,['n'],['d'],Y,Y,N,,,Y,Y,female,22
0,558,558,136,12,['n'],['d'],Y,Y,N,,,Y,Y,female,22
0,559,559,595,12,['n'],['k'],N,N,Y,,,Y,Y,female,22
0,560,560,598,12,['n'],['k'],N,Y,N,,,Y,Y,female,22
0,561,561,502,12,['n'],['k'],N,N,Y,,,Y,Y,female,22
0,562,562,448,12,['n'],['k'],N,N,Y,,,Y,Y,female,22
0,563,563,11,12,['n'],['d'],Y,Y,N,,,Y,Y,female,22
0,564,564,344,12,['n'],['k'],N,Y,N,,,Y,Y,female,22
0,565,565,180,12,['n'],['d'],Y,N,Y,,,Y,Y,female,22
0,566,566,541,12,['n'],['k'],N,N,Y,,,Y,Y,female,22
0,567,567,584,12,['n'],['k'],N,Y,N,,,Y,Y,female,22
0,568,568,533,12,['n'],['k'],N,N,Y,,,Y,Y,female,22
0,569,569,277,12,['n'],['d'],Y,N,Y,,,Y,Y,female,22
0,570,570,181,12,['n'],['d'],Y,N,Y,,,Y,Y,female,22
0,571,571,500,12,['n'],['k'],N,Y,N,,,Y,Y,female,22
0,572,572,493,12,['n'],['k'],N,N,Y,,,Y,Y,female,22
0,573,573,540,12,['n'],['k'],N,Y,N,,,Y,Y,female,22
0,574,574,460,12,['n'],['k'],N,N,Y,,,Y,Y,female,22
0,575,575,556,12,['n'],['k'],N,Y,N,,,Y,Y,female,22
0,576,576,133,12,['n'],['d'],Y,N,Y,,,Y,Y,female,22
0,577,577,437,12,None,['k'],N,Y,Timed Out,,,Y,Y,female,22
0,578,578,97,12,['n'],['d'],Y,Y,N,,,Y,Y,female,22
0,579,579,83,12,['n'],['d'],Y,Y,N,,,Y,Y,female,22
0,580,580,153,12,['n'],['d'],Y,Y,N,,,Y,Y,female,22
0,581,581,132,12,['n'],['d'],Y,N,Y,,,Y,Y,female,22
0,582,582,349,12,['n'],['k'],N,Y,N,,,Y,Y,female,22
0,583,583,296,12,['n'],['d'],Y,N,Y,,,Y,Y,female,22
0,584,584,458,12,['n'],['k'],N,Y,N,,,Y,Y,female,22
0,585,585,6,12,['n'],['d'],Y,Y,N,,,Y,Y,female,22
0,586,586,358,12,['n'],['k'],N,N,Y,,,Y,Y,female,22
0,587,587,501,12,['n'],['k'],N,N,Y,,,Y,Y,female,22
0,588,588,320,12,['n'],['k'],N,Y,N,,,Y,Y,female,22
0,589,589,447,12,['n'],['k'],N,Y,N,,,Y,Y,female,22
0,590,590,482,12,['n'],['k'],N,Y,N,,,Y,Y,female,22
0,591,591,587,12,['n'],['k'],N,Y,N,,,Y,Y,female,22
0,592,592,569,12,['n'],['k'],N,Y,N,,,Y,Y,female,22
0,593,593,119,12,['n'],['d'],Y,N,Y,,,Y,Y,female,22
0,594,594,530,12,['n'],['k'],N,N,Y,,,Y,Y,female,22
0,595,595,592,12,['n'],['k'],N,Y,N,,,Y,Y,female,22
0,596,596,53,12,['n'],['d'],Y,Y,N,,,Y,Y,female,22
0,597,597,222,12,['n'],['d'],Y,Y,N,,,Y,Y,female,22
0,598,598,72,12,['n'],['d'],Y,N,Y,,,Y,Y,female,22
0,599,599,591,12,['n'],['k'],N,N,Y,21,,Y,Y,female,22
