.thisRepN,.thisTrialN,.thisN,.thisIndex,Block Number,Key pressed,Category,Correct?,Match?,Interference correct?,Total correct in block,Button switch shown?,Actually switched?,Fast?,gender,age
0,138,138,197,3,['n'],['d'],Y,N,Y,,,,,female,22
0,139,139,35,3,['n'],['d'],N,Y,N,,,,,female,22
0,140,140,472,3,['n'],['k'],N,Y,N,,,,,female,22
0,141,141,336,3,['n'],['k'],Y,Y,N,,,,,female,22
0,142,142,553,3,['y'],['k'],N,N,N,,,,,female,22
0,143,143,109,3,['n'],['d'],N,N,Y,,,,,female,22
0,144,144,219,3,['y'],['d'],Y,N,N,,,,,female,22
0,145,145,574,3,['n'],['k'],Y,N,Y,,,,,female,22
0,146,146,271,3,['n'],['d'],N,Y,N,,,,,female,22
0,147,147,440,3,['y'],['k'],Y,Y,Y,,,,,female,22
0,148,148,571,3,['n'],['k'],Y,N,Y,,,,,female,22
0,149,149,190,3,['n'],['d'],N,N,Y,26,,,,female,22
,,,,,,,,,,,,,,,
0,150,150,567,4,['n'],['k'],N,N,Y,,,,,female,22
0,151,151,510,4,['n'],['k'],Y,Y,N,,,,,female,22
0,152,152,56,4,['n'],['d'],N,N,Y,,,,,female,22
0,153,153,466,4,['n'],['k'],Y,Y,N,,,,,female,22
0,154,154,148,4,['n'],['d'],N,N,Y,,,,,female,22
0,155,155,46,4,['n'],['d'],Y,Y,N,,,,,female,22
0,156,156,205,4,['n'],['d'],N,N,Y,,,,,female,22
0,157,157,105,4,['y'],['d'],Y,Y,Y,,,,,female,22
0,158,158,39,4,['n'],['d'],Y,Y,N,,,,,female,22
0,159,159,4,4,['n'],['d'],N,Y,N,,,,,female,22
0,160,160,280,4,['y'],['d'],Y,Y,Y,,,,,female,22
0,161,161,74,4,['n'],['d'],N,N,Y,,,,,female,22
0,162,162,90,4,['n'],['d'],Y,N,Y,,,,,female,22
0,163,163,33,4,['y'],['d'],N,N,N,,,,,female,22
0,164,164,300,4,['y'],['k'],N,N,N,,,,,female,22
0,165,165,183,4,['n'],['d'],N,Y,N,,,,,female,22
0,166,166,129,4,['y'],['d'],Y,N,N,,,,,female,22
0,167,167,187,4,['y'],['d'],Y,N,N,,,,,female,22
0,168,168,59,4,['n'],['d'],N,N,Y,,,,,female,22
0,169,169,276,4,['y'],['d'],Y,Y,Y,,,,,female,22
0,170,170,156,4,['n'],['d'],N,N,Y,,,,,female,22
0,171,171,258,4,['y'],['d'],Y,Y,Y,,,,,female,22
0,172,172,309,4,['n'],['k'],Y,N,Y,,,,,female,22
0,173,173,314,4,"['y', 'n']",['k'],Y,N,Timed Out,,,,,female,22
0,174,174,525,4,"['y', 'n']",['k'],Y,Y,Timed Out,,,,,female,22
0,175,175,302,4,['y'],['k'],N,N,N,,,,,female,22
0,176,176,137,4,"['y', 'n']",['d'],N,N,Timed Out,,,,,female,22
0,177,177,468,4,['n'],['k'],Y,Y,N,,,,,female,22
0,178,178,224,4,['y'],['d'],N,N,N,,,,,female,22
0,179,179,244,4,"['y', 'n']",['d'],N,Y,Timed Out,,,,,female,22
0,180,180,498,4,['n'],['k'],Y,Y,N,,,,,female,22
0,181,181,188,4,"['y', 'n']",['d'],Y,N,Timed Out,,,,,female,22
0,182,182,428,4,['n'],['k'],Y,N,Y,,,,,female,22
0,183,183,262,4,['y'],['d'],N,N,N,,,,,female,22
0,184,184,182,4,['y'],['d'],Y,Y,Y,,,,,female,22
0,185,185,364,4,['n'],['k'],Y,Y,N,,,,,female,22
0,186,186,562,4,['n'],['k'],N,Y,N,,,,,female,22
0,187,187,246,4,['y'],['d'],N,Y,Y,,,,,female,22
0,188,188,286,4,['n'],['d'],N,Y,N,,,,,female,22
0,189,189,88,4,"['y', 'n']",['d'],Y,N,Timed Out,,,,,female,22
0,190,190,71,4,['n'],['d'],N,Y,N,,,,,female,22
0,191,191,396,4,['y'],['k'],N,N,N,,,,,female,22
0,192,192,348,4,['y'],['k'],N,Y,Y,,,,,female,22
0,193,193,52,4,"['y', 'n']",['d'],Y,N,Timed Out,,,,,female,22
0,194,194,114,4,"['y', 'n']",['d'],N,Y,Timed Out,,,,,female,22
0,195,195,386,4,['n'],['k'],Y,N,Y,,,,,female,22
0,196,196,85,4,['y'],['d'],N,N,N,,,,,female,22
0,197,197,588,4,['n'],['k'],Y,Y,N,,,,,female,22
0,198,198,337,4,['y'],['k'],N,N,N,,,,,female,22
0,199,199,120,4,['y'],['d'],N,Y,Y,24,,,,female,22
0,200,200,329,5,['n'],['k'],N,Y,N,,,,,female,22
0,201,201,558,5,['y'],['k'],Y,Y,Y,,,,,female,22
0,202,202,290,5,['y'],['d'],N,N,N,,,,,female,22
0,203,203,252,5,['y'],['d'],N,N,N,,,,,female,22
0,204,204,411,5,['y'],['k'],N,N,N,,,,,female,22
0,205,205,259,5,['y'],['d'],N,Y,Y,,,,,female,22
0,206,206,418,5,['n'],['k'],Y,N,Y,,,,,female,22
0,207,207,95,5,['n'],['d'],N,Y,N,,,,,female,22
0,208,208,366,5,['y'],['k'],N,N,N,,,,,female,22
0,209,209,301,5,"['y', 'n']",['k'],Y,Y,Timed Out,,,,,female,22
0,210,210,113,5,['y'],['d'],N,Y,Y,,,,,female,22
0,211,211,285,5,['y'],['d'],N,N,N,,,,,female,22
0,212,212,106,5,"['y', 'n']",['d'],N,N,Timed Out,,,,,female,22
0,213,213,174,5,"['y', 'n']",['d'],Y,Y,Timed Out,,,,,female,22
0,214,214,438,5,['y'],['k'],Y,N,N,,,,,female,22
0,215,215,65,5,['n'],['d'],Y,Y,N,,,,,female,22
0,216,216,441,5,['n'],['k'],Y,N,Y,,,,,female,22
0,217,217,177,5,['n'],['d'],Y,N,Y,,,,,female,22
0,218,218,243,5,['n'],['d'],N,Y,N,,,,,female,22
0,219,219,316,5,['n'],['k'],Y,N,Y,,,,,female,22
0,220,220,282,5,['n'],['d'],N,N,Y,,,,,female,22
0,221,221,485,5,['n'],['k'],Y,Y,N,,,,,female,22
0,222,222,37,5,['y'],['d'],Y,N,N,,,,,female,22
0,223,223,313,5,['n'],['k'],Y,Y,N,,,,,female,22
0,224,224,421,5,['n'],['k'],Y,Y,N,,,,,female,22
0,225,225,151,5,['n'],['d'],N,N,Y,,,,,female,22
0,226,226,305,5,['n'],['k'],Y,Y,N,,,,,female,22
0,227,227,161,5,['n'],['d'],N,Y,N,,,,,female,22
0,228,228,266,5,['n'],['d'],N,Y,N,,,,,female,22
0,229,229,560,5,['n'],['k'],Y,N,Y,,,,,female,22
0,230,230,528,5,['n'],['k'],Y,Y,N,,,,,female,22
0,231,231,36,5,['n'],['d'],N,N,Y,,,,,female,22
0,232,232,96,5,['n'],['d'],N,Y,N,,,,,female,22
0,233,233,7,5,['n'],['d'],N,N,Y,,,,,female,22
0,234,234,210,5,['n'],['d'],N,N,Y,,,,,female,22
0,235,235,538,5,['n'],['k'],Y,N,Y,,,,,female,22
0,236,236,492,5,['n'],['k'],Y,N,Y,,,,,female,22
0,237,237,138,5,['n'],['d'],N,N,Y,,,,,female,22
0,238,238,552,5,['n'],['k'],Y,Y,N,,,,,female,22
0,239,239,84,5,['n'],['d'],N,Y,N,,,,,female,22
0,240,240,233,5,['n'],['d'],N,N,Y,,,,,female,22
0,241,241,573,5,['n'],['k'],Y,Y,N,,,,,female,22
0,242,242,481,5,['n'],['k'],Y,N,Y,,,,,female,22
0,243,243,420,5,['n'],['k'],Y,N,Y,,,,,female,22
0,244,244,518,5,['n'],['k'],Y,N,Y,,,,,female,22
0,245,245,599,5,['n'],['k'],Y,N,Y,,,,,female,22
0,246,246,412,5,['n'],['k'],Y,N,Y,,,,,female,22
0,247,247,433,5,['n'],['k'],Y,Y,N,,,,,female,22
0,248,248,42,5,['n'],['d'],N,N,Y,,,,,female,22
0,249,249,167,5,['n'],['d'],N,N,Y,26,,,,female,22
,,,,,,,,,,,,,,,
0,250,250,385,6,['n'],['k'],Y,N,Y,,,,,female,22
0,251,251,331,6,['n'],['k'],Y,Y,N,,,,,female,22
0,252,252,62,6,['n'],['d'],N,Y,N,,,,,female,22
0,253,253,365,6,['n'],['k'],Y,N,Y,,,,,female,22
0,254,254,307,6,['n'],['k'],Y,Y,N,,,,,female,22
0,255,255,461,6,['n'],['k'],Y,Y,N,,,,,female,22
0,256,256,479,6,['n'],['k'],Y,Y,N,,,,,female,22
0,257,257,234,6,['n'],['d'],N,N,Y,,,,,female,22
0,258,258,503,6,['n'],['k'],Y,N,Y,,,,,female,22
0,259,259,289,6,['n'],['d'],N,N,Y,,,,,female,22
0,260,260,231,6,['n'],['d'],N,N,Y,,,,,female,22
0,261,261,341,6,['n'],['k'],Y,Y,N,,,,,female,22
0,262,262,477,6,['n'],['k'],Y,N,Y,,,,,female,22
0,263,263,382,6,['n'],['k'],Y,Y,N,,,,,female,22
0,264,264,539,6,['n'],['k'],Y,Y,N,,,,,female,22
0,265,265,496,6,['n'],['k'],Y,N,Y,,,,,female,22
0,266,266,514,6,['n'],['k'],Y,N,Y,,,,,female,22
0,267,267,292,6,['n'],['d'],N,N,Y,,,,,female,22
0,268,268,214,6,['n'],['d'],N,Y,N,,,,,female,22
0,269,269,69,6,['n'],['d'],N,N,Y,,,,,female,22
0,270,270,100,6,['n'],['d'],N,N,Y,,,,,female,22
0,271,271,304,6,['n'],['k'],Y,N,Y,,,,,female,22
0,272,272,323,6,['n'],['k'],Y,N,Y,,,,,female,22
0,273,273,577,6,['n'],['k'],Y,Y,N,,,,,female,22
0,274,274,334,6,['n'],['k'],Y,Y,N,,,,,female,22
0,275,275,20,6,['n'],['d'],N,Y,N,,,,,female,22
0,276,276,206,6,['n'],['d'],N,N,Y,,,,,female,22
0,277,277,342,6,['n'],['k'],Y,Y,N,,,,,female,22
0,278,278,532,6,['n'],['k'],Y,Y,N,,,,,female,22
0,279,279,242,6,['n'],['d'],N,Y,N,,,,,female,22
0,280,280,178,6,['n'],['d'],N,N,Y,,,,,female,22
0,281,281,112,6,['n'],['d'],N,Y,N,,,,,female,22
0,282,282,255,6,['n'],['d'],N,N,Y,,,,,female,22
0,283,283,431,6,['n'],['k'],Y,Y,N,,,,,female,22
0,284,284,467,6,['n'],['k'],Y,Y,N,,,,,female,22
0,285,285,66,6,['n'],['d'],N,Y,N,,,,,female,22
0,286,286,196,6,['n'],['d'],N,Y,N,,,,,female,22
0,287,287,362,6,['n'],['k'],Y,Y,N,,,,,female,22
0,288,288,325,6,['n'],['k'],Y,N,Y,,,,,female,22
0,289,289,211,6,['n'],['d'],N,N,Y,,,,,female,22
0,290,290,130,6,['n'],['d'],N,Y,N,,,,,female,22
0,291,291,393,6,['n'],['k'],Y,Y,N,,,,,female,22
0,292,292,550,6,['n'],['k'],Y,N,Y,,,,,female,22
0,293,293,403,6,['n'],['k'],Y,N,Y,,,,,female,22
0,294,294,339,6,['n'],['k'],Y,Y,N,,,,,female,22
0,295,295,355,6,['n'],['k'],N,N,Y,,,,,female,22
0,296,296,585,6,['n'],['k'],Y,Y,N,,,,,female,22
0,297,297,82,6,['y'],['d'],N,Y,Y,,,,,female,22
0,298,298,444,6,['y'],['k'],N,Y,Y,,,,,female,22
0,299,299,64,6,['y'],['d'],Y,Y,Y,29,,,,female,22
,,,,,,,,,,,,,,,
0,300,300,395,7,"['y', 'n']",['k'],Y,N,Timed Out,,,,,female,22
0,301,301,263,7,['y'],['d'],N,Y,Y,,,,,female,22
0,302,302,597,7,"['y', 'n']",['k'],N,Y,Timed Out,,,,,female,22
0,303,303,311,7,['y'],['k'],Y,Y,Y,,,,,female,22
0,304,304,147,7,['y'],['d'],Y,N,N,,,,,female,22
0,305,305,149,7,['n'],['d'],N,N,Y,,,,,female,22
0,306,306,430,7,['n'],['k'],N,N,Y,,,,,female,22
0,307,307,297,7,['y'],['d'],Y,Y,Y,,,,,female,22
0,308,308,353,7,['n'],['k'],N,Y,N,,,,,female,22
0,309,309,218,7,['n'],['d'],Y,Y,N,,,,,female,22
0,310,310,397,7,['n'],['k'],Y,Y,N,,,,,female,22
0,311,311,432,7,['n'],['k'],Y,N,Y,,,,,female,22
0,312,312,310,7,['y'],['k'],Y,N,N,,,,,female,22
0,313,313,217,7,['n'],['d'],Y,N,Y,,,,,female,22
0,314,314,508,7,['n'],['k'],Y,Y,N,,,,,female,22
0,315,315,27,7,['n'],['d'],N,Y,N,,,,,female,22
0,316,316,436,7,['n'],['k'],Y,Y,N,,,,,female,22
0,317,317,134,7,['n'],['d'],N,Y,N,,,,,female,22
0,318,318,327,7,['y'],['k'],Y,N,N,,,,,female,22
0,319,319,380,7,['n'],['k'],N,Y,N,,,,,female,22
0,320,320,179,7,['y'],['d'],N,N,N,,,,,female,22
0,321,321,343,7,['y'],['k'],Y,Y,Y,,,,,female,22
0,322,322,390,7,['n'],['k'],N,N,Y,,,,,female,22
0,323,323,203,7,['n'],['d'],N,Y,N,,,,,female,22
0,324,324,381,7,['y'],['k'],N,N,N,,,,,female,22
0,325,325,194,7,['n'],['d'],N,N,Y,,,,,female,22
0,326,326,73,7,None,,Timed out,,,,,,,female,22
0,327,327,9,7,['n'],['d'],N,Y,N,,,,,female,22
0,328,328,579,7,['n'],['k'],Y,Y,N,,,,,female,22
0,329,329,26,7,['n'],['d'],N,N,Y,,,,,female,22
0,330,330,340,7,['n'],['k'],Y,N,Y,,,,,female,22
0,331,331,363,7,['n'],['k'],N,N,Y,,,,,female,22
0,332,332,221,7,['n'],['d'],N,Y,N,,,,,female,22
0,333,333,354,7,['y'],['k'],Y,N,N,,,,,female,22
0,334,334,517,7,['y'],['k'],N,N,N,,,,,female,22
0,335,335,367,7,['n'],['k'],Y,N,Y,,,,,female,22
0,336,336,570,7,['n'],['k'],N,Y,N,,,,,female,22
0,337,337,278,7,['y'],['d'],N,Y,Y,,,,,female,22
0,338,338,450,7,['y'],['k'],Y,N,N,,,,,female,22
0,339,339,193,7,['y'],['d'],Y,N,N,,,,,female,22
0,340,340,5,7,"['y', 'n']",['d'],Y,Y,Timed Out,,,,,female,22
0,341,341,463,7,['y'],['k'],N,N,N,,,,,female,22
0,342,342,185,7,['y'],['d'],Y,Y,Y,,,,,female,22
0,343,343,454,7,['y'],['k'],N,N,N,,,,,female,22
0,344,344,410,7,['n'],['k'],Y,N,Y,,,,,female,22
0,345,345,529,7,['n'],['k'],N,N,Y,,,,,female,22
0,346,346,557,7,['n'],['k'],Y,Y,N,,,,,female,22
0,347,347,135,7,['y'],['d'],N,N,N,,,,,female,22
0,348,348,47,7,['n'],['d'],N,N,Y,,,,,female,22
0,349,349,456,7,['n'],['k'],N,Y,N,23,,,,female,22
,,,,,,,,,,,,,,,
0,350,350,534,8,['n'],['k'],Y,Y,N,,,,,female,22
0,351,351,580,8,['y'],['k'],Y,Y,Y,,,,,female,22
0,352,352,89,8,['y'],['d'],N,N,N,,,,,female,22
0,353,353,589,8,['n'],['k'],N,N,Y,,,,,female,22
0,354,354,227,8,['n'],['d'],N,N,Y,,,,,female,22
0,355,355,586,8,['n'],['k'],N,N,Y,,,,,female,22
0,356,356,414,8,['y'],['k'],Y,N,N,,,,,female,22
0,357,357,283,8,['y'],['d'],Y,N,N,,,,,female,22
0,358,358,264,8,['n'],['d'],N,Y,N,,,,,female,22
0,359,359,572,8,['n'],['k'],Y,Y,N,,,,,female,22
0,360,360,207,8,['n'],['d'],Y,Y,N,,,,,female,22
0,361,361,170,8,['n'],['d'],N,Y,N,,,,,female,22
0,362,362,284,8,['n'],['d'],N,Y,N,,,,,female,22
0,363,363,165,8,"['y', 'n']",['d'],Y,N,Timed Out,,,,,female,22
0,364,364,128,8,['y'],['d'],N,N,N,,,,,female,22
0,365,365,435,8,['n'],['k'],N,N,Y,,,,,female,22
0,366,366,512,8,['n'],['k'],Y,N,Y,,,,,female,22
0,367,367,346,8,['n'],['k'],N,N,Y,,,,,female,22
0,368,368,425,8,['y'],['k'],N,N,N,,,,,female,22
0,369,369,497,8,"['y', 'n']",['k'],Y,Y,Timed Out,,,,,female,22
0,370,370,281,8,['n'],['d'],Y,Y,N,,,,,female,22
0,371,371,275,8,['n'],['d'],Y,Y,N,,,,,female,22
0,372,372,338,8,['n'],['k'],N,N,Y,,,,,female,22
0,373,373,547,8,['y'],['k'],Y,N,N,,,,,female,22
0,374,374,116,8,['n'],['d'],Y,Y,N,,,,,female,22
0,375,375,308,8,['y'],['k'],Y,Y,Y,,,,,female,22
0,376,376,398,8,['n'],['k'],N,Y,N,,,,,female,22
0,377,377,168,8,['n'],['d'],Y,Y,N,,,,,female,22
0,378,378,596,8,['n'],['k'],Y,N,Y,,,,,female,22
0,379,379,368,8,['n'],['k'],Y,N,Y,,,,,female,22
0,380,380,542,8,['n'],['k'],Y,Y,N,,,,,female,22
0,381,381,117,8,['y'],['d'],N,N,N,,,,,female,22
0,382,382,566,8,['n'],['k'],Y,Y,N,,,,,female,22
0,383,383,29,8,['n'],['d'],N,N,Y,,,,,female,22
0,384,384,225,8,['n'],['d'],Y,N,Y,,,,,female,22
0,385,385,371,8,['n'],['k'],N,N,Y,,,,,female,22
0,386,386,495,8,['y'],['k'],Y,N,N,,,,,female,22
0,387,387,452,8,['n'],['k'],N,N,Y,,,,,female,22
0,388,388,237,8,['y'],['d'],N,Y,Y,,,,,female,22
0,389,389,505,8,['y'],['k'],Y,N,N,,,,,female,22
0,390,390,470,8,['y'],['k'],N,N,N,,,,,female,22
0,391,391,494,8,['n'],['k'],N,N,Y,,,,,female,22
0,392,392,61,8,['n'],['d'],Y,N,Y,,,,,female,22
0,393,393,131,8,['y'],['d'],N,N,N,,,,,female,22
0,394,394,115,8,['y'],['d'],N,N,N,,,,,female,22
0,395,395,125,8,['y'],['d'],N,N,N,,,,,female,22
0,396,396,38,8,['n'],['d'],N,Y,N,,,,,female,22
0,397,397,400,8,['n'],['k'],Y,N,Y,,,,,female,22
0,398,398,220,8,['n'],['d'],N,N,Y,,,,,female,22
0,399,399,469,8,['n'],['k'],Y,Y,N,25,,,,female,22
,,,,,,,,,,,,,,,
0,400,400,212,9,['n'],['d'],Y,N,Y,,,,,female,22
0,401,401,405,9,['n'],['k'],N,Y,N,,,,,female,22
0,402,402,321,9,['n'],['k'],N,N,Y,,,,,female,22
0,403,403,464,9,['n'],['k'],Y,N,Y,,,,,female,22
