.thisRepN,.thisTrialN,.thisN,.thisIndex,Block Number,Key pressed,Category,Correct?,Button switch shown?,Actually switched?,Fast?,gender,age,
0,54,54,154,2,['d'],['d'],Y,,,,f,23,
0,55,55,341,2,['d'],['k'],N,,,,f,23,
0,56,56,197,2,['d'],['d'],Y,,,,f,23,
0,57,57,539,2,['k'],['k'],Y,,,,f,23,
0,58,58,437,2,['k'],['k'],Y,,,,f,23,
0,59,59,42,2,['d'],['d'],Y,,,,f,23,
0,60,60,249,2,['d'],['d'],Y,,,,f,23,
0,61,61,373,2,['d'],['k'],N,,,,f,23,
0,62,62,103,2,['k'],['d'],N,,,,f,23,
0,63,63,308,2,['k'],['k'],Y,,,,f,23,
0,64,64,449,2,['k'],['k'],Y,,,,f,23,
0,65,65,290,2,['d'],['d'],Y,,,,f,23,
0,66,66,576,2,['k'],['k'],Y,,,,f,23,
0,67,67,487,2,['k'],['k'],Y,,,,f,23,
0,68,68,75,2,['d'],['d'],Y,,,,f,23,
0,69,69,71,2,['d'],['d'],Y,,,,f,23,
0,70,70,549,2,['k'],['k'],Y,,,,f,23,
0,71,71,466,2,['k'],['k'],Y,,,,f,23,
0,72,72,30,2,['d'],['d'],Y,,,,f,23,
0,73,73,425,2,['k'],['k'],Y,,,,f,23,
0,74,74,324,2,['k'],['k'],Y,,,,f,23,
0,75,75,236,2,['d'],['d'],Y,,,,f,23,
0,76,76,104,2,['d'],['d'],Y,,,,f,23,
0,77,77,231,2,['d'],['d'],Y,,,,f,23,
0,78,78,47,2,['d'],['d'],Y,,,,f,23,
0,79,79,389,2,['k'],['k'],Y,,,,f,23,
0,80,80,242,2,['k'],['d'],N,,,,f,23,
0,81,81,353,2,['k'],['k'],Y,,,,f,23,
0,82,82,97,2,['d'],['d'],Y,,,,f,23,
0,83,83,293,2,['d'],['d'],Y,,,,f,23,
0,84,84,515,2,['k'],['k'],Y,,,,f,23,
0,85,85,288,2,['k'],['d'],N,,,,f,23,
0,86,86,433,2,['d'],['k'],N,,,,f,23,
0,87,87,385,2,['k'],['k'],Y,,,,f,23,
0,88,88,452,2,['k'],['k'],Y,,,,f,23,
0,89,89,162,2,['d'],['d'],Y,,,,f,23,
0,90,90,247,2,['d'],['d'],Y,,,,f,23,
0,91,91,472,2,['k'],['k'],Y,,,,f,23,
0,92,92,509,2,['k'],['k'],Y,,,,f,23,
0,93,93,547,2,['k'],['k'],Y,,,,f,23,
0,94,94,482,2,['k'],['k'],Y,,,,f,23,
0,95,95,521,2,['k'],['k'],Y,,,,f,23,
0,96,96,413,2,['k'],['k'],Y,,,,f,23,
0,97,97,125,2,['d'],['d'],Y,,,,f,23,
0,98,98,518,2,['k'],['k'],Y,,,,f,23,
0,99,99,411,2,['k'],['k'],Y,,,,f,23,
0,100,100,340,3,['k'],['k'],Y,,,,f,23,
0,101,101,292,3,['k'],['d'],N,,,,f,23,
0,102,102,52,3,['d'],['d'],Y,,,,f,23,
0,103,103,226,3,['d'],['d'],Y,,,,f,23,
0,104,104,166,3,['d'],['d'],Y,,,,f,23,
0,105,105,424,3,['k'],['k'],Y,,,,f,23,
0,106,106,554,3,['k'],['k'],Y,,,,f,23,
0,107,107,130,3,['k'],['d'],N,,,,f,23,
0,108,108,149,3,['k'],['d'],N,,,,f,23,
0,109,109,443,3,['d'],['k'],N,,,,f,23,
0,110,110,1,3,['d'],['d'],Y,,,,f,23,
0,111,111,235,3,['d'],['d'],Y,,,,f,23,
0,112,112,150,3,['d'],['d'],Y,,,,f,23,
0,113,113,291,3,['k'],['d'],N,,,,f,23,
0,114,114,132,3,['d'],['d'],Y,,,,f,23,
0,115,115,533,3,['k'],['k'],Y,,,,f,23,
0,116,116,170,3,['d'],['d'],Y,,,,f,23,
0,117,117,246,3,['d'],['d'],Y,,,,f,23,
0,118,118,143,3,['d'],['d'],Y,,,,f,23,
0,119,119,436,3,['k'],['k'],Y,,,,f,23,
0,120,120,578,3,['k'],['k'],Y,,,,f,23,
0,121,121,128,3,['d'],['d'],Y,,,,f,23,
0,122,122,27,3,['d'],['d'],Y,,,,f,23,
0,123,123,140,3,['d'],['d'],Y,,,,f,23,
0,124,124,112,3,['d'],['d'],Y,,,,f,23,
0,125,125,224,3,['d'],['d'],Y,,,,f,23,
0,126,126,393,3,['k'],['k'],Y,,,,f,23,
0,127,127,141,3,['d'],['d'],Y,,,,f,23,
0,128,128,573,3,['k'],['k'],Y,,,,f,23,
0,129,129,457,3,['k'],['k'],Y,,,,f,23,
0,130,130,136,3,['d'],['d'],Y,,,,f,23,
0,131,131,229,3,['d'],['d'],Y,,,,f,23,
0,132,132,110,3,['d'],['d'],Y,,,,f,23,
0,133,133,281,3,['d'],['d'],Y,,,,f,23,
0,134,134,120,3,['d'],['d'],Y,,,,f,23,
0,135,135,462,3,['k'],['k'],Y,,,,f,23,
0,136,136,556,3,['k'],['k'],Y,,,,f,23,
0,137,137,24,3,['k'],['d'],N,,,,f,23,
0,138,138,268,3,['d'],['d'],Y,,,,f,23,
0,139,139,286,3,['d'],['d'],Y,,,,f,23,
0,140,140,531,3,['k'],['k'],Y,,,,f,23,
0,141,141,109,3,['d'],['d'],Y,,,,f,23,
0,142,142,90,3,['k'],['d'],N,,,,f,23,
0,143,143,295,3,['d'],['d'],Y,,,,f,23,
0,144,144,123,3,['d'],['d'],Y,,,,f,23,
0,145,145,383,3,['k'],['k'],Y,,,,f,23,
0,146,146,219,3,['d'],['d'],Y,,,,f,23,
0,147,147,485,3,['k'],['k'],Y,,,,f,23,
0,148,148,493,3,['k'],['k'],Y,,,,f,23,
0,149,149,445,3,['k'],['k'],Y,,,,f,23,
0,150,150,315,4,['k'],['k'],Y,,,,f,23,
0,151,151,282,4,['d'],['d'],Y,,,,f,23,
0,152,152,453,4,['k'],['k'],Y,,,,f,23,
0,153,153,523,4,['k'],['k'],Y,,,,f,23,
0,154,154,496,4,['k'],['k'],Y,,,,f,23,
0,155,155,307,4,['k'],['k'],Y,,,,f,23,
0,156,156,87,4,['d'],['d'],Y,,,,f,23,
0,157,157,28,4,['k'],['d'],N,,,,f,23,
0,158,158,151,4,['k'],['d'],N,,,,f,23,
0,159,159,60,4,['d'],['d'],Y,,,,f,23,
0,160,160,184,4,['k'],['d'],N,,,,f,23,
0,161,161,465,4,['k'],['k'],Y,,,,f,23,
0,162,162,261,4,['d'],['d'],Y,,,,f,23,
0,163,163,415,4,['k'],['k'],Y,,,,f,23,
0,164,164,49,4,['k'],['d'],N,,,,f,23,
0,165,165,434,4,['k'],['k'],Y,,,,f,23,
0,166,166,498,4,['k'],['k'],Y,,,,f,23,
0,167,167,361,4,['k'],['k'],Y,,,,f,23,
0,168,168,32,4,['d'],['d'],Y,,,,f,23,
0,169,169,253,4,['k'],['d'],N,,,,f,23,
0,170,170,527,4,['k'],['k'],Y,,,,f,23,
0,171,171,50,4,['d'],['d'],Y,,,,f,23,
0,172,172,205,4,['d'],['d'],Y,,,,f,23,
0,173,173,34,4,['d'],['d'],Y,,,,f,23,
0,174,174,270,4,['d'],['d'],Y,,,,f,23,
0,175,175,320,4,['k'],['k'],Y,,,,f,23,
0,176,176,431,4,['k'],['k'],Y,,,,f,23,
0,177,177,221,4,['d'],['d'],Y,,,,f,23,
0,178,178,579,4,['k'],['k'],Y,,,,f,23,
0,179,179,8,4,['d'],['d'],Y,,,,f,23,
0,180,180,145,4,['d'],['d'],Y,,,,f,23,
0,181,181,194,4,['k'],['d'],N,,,,f,23,
0,182,182,561,4,['k'],['k'],Y,,,,f,23,
0,183,183,284,4,['d'],['d'],Y,,,,f,23,
0,184,184,206,4,['d'],['d'],Y,,,,f,23,
0,185,185,241,4,['d'],['d'],Y,,,,f,23,
0,186,186,213,4,['d'],['d'],Y,,,,f,23,
0,187,187,313,4,['k'],['k'],Y,,,,f,23,
0,188,188,3,4,['d'],['d'],Y,,,,f,23,
0,189,189,538,4,['d'],['k'],N,,,,f,23,
0,190,190,0,4,['d'],['d'],Y,,,,f,23,
0,191,191,220,4,['d'],['d'],Y,,,,f,23,
0,192,192,331,4,['k'],['k'],Y,,,,f,23,
0,193,193,164,4,['d'],['d'],Y,,,,f,23,
0,194,194,460,4,['k'],['k'],Y,,,,f,23,
0,195,195,448,4,['k'],['k'],Y,,,,f,23,
0,196,196,584,4,['d'],['k'],N,,,,f,23,
0,197,197,296,4,['d'],['d'],Y,,,,f,23,
0,198,198,484,4,['k'],['k'],Y,,,,f,23,
0,199,199,64,4,['d'],['d'],Y,,,,f,23,
0,200,200,46,5,['d'],['d'],Y,,,,f,23,
0,201,201,107,5,['d'],['d'],Y,,,,f,23,
0,202,202,108,5,['d'],['d'],Y,,,,f,23,
0,203,203,41,5,['d'],['d'],Y,,,,f,23,
0,204,204,106,5,['d'],['d'],Y,,,,f,23,
0,205,205,264,5,['d'],['d'],Y,,,,f,23,
0,206,206,210,5,['d'],['d'],Y,,,,f,23,
0,207,207,464,5,['k'],['k'],Y,,,,f,23,
0,208,208,510,5,['k'],['k'],Y,,,,f,23,
0,209,209,127,5,['d'],['d'],Y,,,,f,23,
0,210,210,111,5,['d'],['d'],Y,,,,f,23,
0,211,211,328,5,['k'],['k'],Y,,,,f,23,
0,212,212,362,5,['k'],['k'],Y,,,,f,23,
0,213,213,302,5,['k'],['k'],Y,,,,f,23,
0,214,214,260,5,['d'],['d'],Y,,,,f,23,
0,215,215,406,5,['k'],['k'],Y,,,,f,23,
0,216,216,245,5,['d'],['d'],Y,,,,f,23,
0,217,217,63,5,['d'],['d'],Y,,,,f,23,
0,218,218,488,5,['k'],['k'],Y,,,,f,23,
0,219,219,22,5,['d'],['d'],Y,,,,f,23,
0,220,220,502,5,['k'],['k'],Y,,,,f,23,
0,221,221,382,5,['k'],['k'],Y,,,,f,23,
0,222,222,266,5,['k'],['d'],N,,,,f,23,
0,223,223,571,5,['k'],['k'],Y,,,,f,23,
0,224,224,240,5,['d'],['d'],Y,,,,f,23,
0,225,225,441,5,['k'],['k'],Y,,,,f,23,
0,226,226,440,5,['k'],['k'],Y,,,,f,23,
0,227,227,187,5,['d'],['d'],Y,,,,f,23,
0,228,228,6,5,['d'],['d'],Y,,,,f,23,
0,229,229,402,5,['k'],['k'],Y,,,,f,23,
0,230,230,598,5,['k'],['k'],Y,,,,f,23,
0,231,231,595,5,['k'],['k'],Y,,,,f,23,
0,232,232,507,5,['k'],['k'],Y,,,,f,23,
0,233,233,358,5,['k'],['k'],Y,,,,f,23,
0,234,234,555,5,['k'],['k'],Y,,,,f,23,
0,235,235,512,5,['k'],['k'],Y,,,,f,23,
0,236,236,403,5,['d'],['k'],N,,,,f,23,
0,237,237,591,5,['k'],['k'],Y,,,,f,23,
0,238,238,133,5,['d'],['d'],Y,,,,f,23,
0,239,239,423,5,['k'],['k'],Y,,,,f,23,
0,240,240,257,5,['d'],['d'],Y,,,,f,23,
0,241,241,536,5,['k'],['k'],Y,,,,f,23,
0,242,242,117,5,['d'],['d'],Y,,,,f,23,
0,243,243,529,5,['k'],['k'],Y,,,,f,23,
0,244,244,144,5,['d'],['d'],Y,,,,f,23,
0,245,245,102,5,['d'],['d'],Y,,,,f,23,
0,246,246,259,5,['k'],['d'],N,,,,f,23,
0,247,247,420,5,['k'],['k'],Y,,,,f,23,
0,248,248,200,5,['k'],['d'],N,,,,f,23,
0,249,249,503,5,['k'],['k'],Y,,,,f,23,
0,250,250,172,6,['d'],['d'],Y,,,,f,23,
0,251,251,67,6,['d'],['d'],Y,,,,f,23,
0,252,252,279,6,['d'],['d'],Y,,,,f,23,
0,253,253,161,6,['d'],['d'],Y,,,,f,23,
0,254,254,339,6,['k'],['k'],Y,,,,f,23,
0,255,255,399,6,['k'],['k'],Y,,,,f,23,
0,256,256,121,6,['d'],['d'],Y,,,,f,23,
0,257,257,269,6,['k'],['d'],N,,,,f,23,
0,258,258,416,6,['k'],['k'],Y,,,,f,23,
0,259,259,400,6,['k'],['k'],Y,,,,f,23,
0,260,260,83,6,['k'],['d'],N,,,,f,23,
0,261,261,38,6,['d'],['d'],Y,,,,f,23,
0,262,262,345,6,['k'],['k'],Y,,,,f,23,
0,263,263,43,6,['k'],['d'],N,,,,f,23,
0,264,264,142,6,['d'],['d'],Y,,,,f,23,
0,265,265,486,6,['k'],['k'],Y,,,,f,23,
0,266,266,585,6,['k'],['k'],Y,,,,f,23,
0,267,267,285,6,['d'],['d'],Y,,,,f,23,
0,268,268,250,6,['d'],['d'],Y,,,,f,23,
0,269,269,410,6,['k'],['k'],Y,,,,f,23,
0,270,270,105,6,['d'],['d'],Y,,,,f,23,
0,271,271,350,6,['k'],['k'],Y,,,,f,23,
0,272,272,139,6,['k'],['d'],N,,,,f,23,
0,273,273,305,6,['k'],['k'],Y,,,,f,23,
0,274,274,580,6,['k'],['k'],Y,,,,f,23,
0,275,275,79,6,['d'],['d'],Y,,,,f,23,
0,276,276,375,6,['k'],['k'],Y,,,,f,23,
0,277,277,48,6,['d'],['d'],Y,,,,f,23,
0,278,278,408,6,['k'],['k'],Y,,,,f,23,
0,279,279,280,6,['d'],['d'],Y,,,,f,23,
0,280,280,404,6,['d'],['k'],N,,,,f,23,
0,281,281,418,6,['k'],['k'],Y,,,,f,23,
0,282,282,316,6,"['d', 'k']",['k'],N,,,,f,23,
0,283,283,569,6,['k'],['k'],Y,,,,f,23,
0,284,284,180,6,['d'],['d'],Y,,,,f,23,
0,285,285,322,6,['k'],['k'],Y,,,,f,23,
0,286,286,195,6,['d'],['d'],Y,,,,f,23,
0,287,287,188,6,['d'],['d'],Y,,,,f,23,
0,288,288,542,6,['k'],['k'],Y,,,,f,23,
0,289,289,176,6,['d'],['d'],Y,,,,f,23,
0,290,290,276,6,['d'],['d'],Y,,,,f,23,
0,291,291,68,6,['d'],['d'],Y,,,,f,23,
0,292,292,332,6,['k'],['k'],Y,,,,f,23,
0,293,293,84,6,['d'],['d'],Y,,,,f,23,
0,294,294,265,6,['d'],['d'],Y,,,,f,23,
0,295,295,12,6,['d'],['d'],Y,,,,f,23,
0,296,296,504,6,['k'],['k'],Y,,,,f,23,
0,297,297,237,6,['d'],['d'],Y,,,,f,23,
0,298,298,171,6,['d'],['d'],Y,,,,f,23,
0,299,299,537,6,['k'],['k'],Y,,,,f,23,
0,300,300,476,7,['k'],['k'],Y,,,,f,23,
0,301,301,426,7,['k'],['k'],Y,,,,f,23,
0,302,302,77,7,['d'],['d'],Y,,,,f,23,
0,303,303,392,7,['k'],['k'],Y,,,,f,23,
0,304,304,419,7,['k'],['k'],Y,,,,f,23,
0,305,305,558,7,['k'],['k'],Y,,,,f,23,
0,306,306,118,7,['d'],['d'],Y,,,,f,23,
0,307,307,581,7,['k'],['k'],Y,,,,f,23,
0,308,308,19,7,['d'],['d'],Y,,,,f,23,
0,309,309,505,7,['d'],['k'],N,,,,f,23,
0,310,310,321,7,['k'],['k'],Y,,,,f,23,
0,311,311,13,7,['d'],['d'],Y,,,,f,23,
0,312,312,388,7,['k'],['k'],Y,,,,f,23,
0,313,313,113,7,['d'],['d'],Y,,,,f,23,
0,314,314,9,7,['k'],['d'],N,,,,f,23,
0,315,315,532,7,['k'],['k'],Y,,,,f,23,
0,316,316,563,7,['k'],['k'],Y,,,,f,23,
0,317,317,23,7,['d'],['d'],Y,,,,f,23,
0,318,318,169,7,['d'],['d'],Y,,,,f,23,
0,319,319,405,7,['k'],['k'],Y,,,,f,23,
0,320,320,178,7,['d'],['d'],Y,,,,f,23,
0,321,321,491,7,['k'],['k'],Y,,,,f,23,
0,322,322,299,7,['d'],['d'],Y,,,,f,23,
0,323,323,363,7,['k'],['k'],Y,,,,f,23,
0,324,324,597,7,['k'],['k'],Y,,,,f,23,
0,325,325,427,7,['k'],['k'],Y,,,,f,23,
0,326,326,454,7,['k'],['k'],Y,,,,f,23,
0,327,327,310,7,['k'],['k'],Y,,,,f,23,
0,328,328,199,7,['d'],['d'],Y,,,,f,23,
0,329,329,492,7,['k'],['k'],Y,,,,f,23,
0,330,330,479,7,['k'],['k'],Y,,,,f,23,
0,331,331,251,7,['d'],['d'],Y,,,,f,23,
0,332,332,31,7,['d'],['d'],Y,,,,f,23,
0,333,333,489,7,['d'],['k'],N,,,,f,23,
0,334,334,57,7,['d'],['d'],Y,,,,f,23,
0,335,335,372,7,['k'],['k'],Y,,,,f,23,
0,336,336,163,7,['d'],['d'],Y,,,,f,23,
0,337,337,29,7,['d'],['d'],Y,,,,f,23,
0,338,338,165,7,['d'],['d'],Y,,,,f,23,
0,339,339,499,7,['k'],['k'],Y,,,,f,23,
0,340,340,271,7,['d'],['d'],Y,,,,f,23,
0,341,341,283,7,['d'],['d'],Y,,,,f,23,
0,342,342,159,7,['k'],['d'],N,,,,f,23,
0,343,343,329,7,['k'],['k'],Y,,,,f,23,
0,344,344,76,7,['d'],['d'],Y,,,,f,23,
0,345,345,326,7,['d'],['k'],N,,,,f,23,
0,346,346,469,7,['k'],['k'],Y,,,,f,23,
0,347,347,146,7,['d'],['d'],Y,,,,f,23,
0,348,348,455,7,['k'],['k'],Y,,,,f,23,
0,349,349,391,7,['k'],['k'],Y,,,,f,23,
0,350,350,381,8,['k'],['k'],Y,,,,f,23,
0,351,351,62,8,['k'],['d'],N,,,,f,23,
0,352,352,289,8,['k'],['d'],N,,,,f,23,
0,353,353,53,8,['d'],['d'],Y,,,,f,23,
0,354,354,267,8,['d'],['d'],Y,,,,f,23,
0,355,355,596,8,['k'],['k'],Y,,,,f,23,
0,356,356,409,8,['k'],['k'],Y,,,,f,23,
0,357,357,438,8,['k'],['k'],Y,,,,f,23,
0,358,358,55,8,['d'],['d'],Y,,,,f,23,
0,359,359,65,8,['d'],['d'],Y,,,,f,23,
0,360,360,583,8,['k'],['k'],Y,,,,f,23,
0,361,361,262,8,['d'],['d'],Y,,,,f,23,
0,362,362,401,8,['k'],['k'],Y,,,,f,23,
0,363,363,81,8,['k'],['d'],N,,,,f,23,
0,364,364,513,8,['k'],['k'],Y,,,,f,23,
0,365,365,516,8,['k'],['k'],Y,,,,f,23,
0,366,366,572,8,['k'],['k'],Y,,,,f,23,
0,367,367,11,8,['d'],['d'],Y,,,,f,23,
0,368,368,589,8,['d'],['k'],N,,,,f,23,
0,369,369,225,8,['k'],['d'],N,,,,f,23,
0,370,370,185,8,['d'],['d'],Y,,,,f,23,
0,371,371,451,8,['k'],['k'],Y,,,,f,23,
0,372,372,371,8,['k'],['k'],Y,,,,f,23,
0,373,373,157,8,['d'],['d'],Y,,,,f,23,
0,374,374,567,8,['d'],['k'],N,,,,f,23,
0,375,375,570,8,['k'],['k'],Y,,,,f,23,
0,376,376,177,8,['d'],['d'],Y,,,,f,23,
0,377,377,422,8,['k'],['k'],Y,,,,f,23,
0,378,378,306,8,['d'],['k'],N,,,,f,23,
0,379,379,93,8,['d'],['d'],Y,,,,f,23,
0,380,380,233,8,['k'],['d'],N,,,,f,23,
0,381,381,456,8,['k'],['k'],Y,,,,f,23,
0,382,382,217,8,['k'],['d'],N,,,,f,23,
0,383,383,562,8,['k'],['k'],Y,,,,f,23,
0,384,384,39,8,['k'],['d'],N,,,,f,23,
0,385,385,248,8,['d'],['d'],Y,,,,f,23,
0,386,386,354,8,['k'],['k'],Y,,,,f,23,
0,387,387,14,8,['d'],['d'],Y,,,,f,23,
0,388,388,312,8,['k'],['k'],Y,,,,f,23,
0,389,389,189,8,['d'],['d'],Y,,,,f,23,
0,390,390,243,8,['d'],['d'],Y,,,,f,23,
0,391,391,343,8,['k'],['k'],Y,,,,f,23,
0,392,392,461,8,['k'],['k'],Y,,,,f,23,
0,393,393,314,8,['k'],['k'],Y,,,,f,23,
0,394,394,36,8,['d'],['d'],Y,,,,f,23,
0,395,395,481,8,['k'],['k'],Y,,,,f,23,
0,396,396,114,8,['k'],['d'],N,,,,f,23,
0,397,397,514,8,['k'],['k'],Y,,,,f,23,
0,398,398,386,8,['k'],['k'],Y,,,,f,23,
0,399,399,198,8,['d'],['d'],Y,,,,f,23,
0,400,400,148,9,['d'],['d'],Y,,,,f,23,
0,401,401,275,9,['d'],['d'],Y,,,,f,23,
0,402,402,374,9,['d'],['k'],N,,,,f,23,
0,403,403,494,9,['k'],['k'],Y,,,,f,23,
0,404,404,35,9,['d'],['d'],Y,,,,f,23,
0,405,405,377,9,['k'],['k'],Y,,,,f,23,
0,406,406,335,9,['k'],['k'],Y,,,,f,23,
0,407,407,394,9,['k'],['k'],Y,,,,f,23,
0,408,408,458,9,['k'],['k'],Y,,,,f,23,
0,409,409,574,9,['k'],['k'],Y,,,,f,23,
0,410,410,294,9,['d'],['d'],Y,,,,f,23,
0,411,411,444,9,['k'],['k'],Y,,,,f,23,
0,412,412,92,9,['d'],['d'],Y,,,,f,23,
0,413,413,304,9,['k'],['k'],Y,,,,f,23,
0,414,414,37,9,['d'],['d'],Y,,,,f,23,
0,415,415,412,9,['k'],['k'],Y,,,,f,23,
0,416,416,222,9,['k'],['d'],N,,,,f,23,
0,417,417,395,9,['k'],['k'],Y,,,,f,23,
0,418,418,66,9,['d'],['d'],Y,,,,f,23,
0,419,419,545,9,['k'],['k'],Y,,,,f,23,
0,420,420,575,9,['k'],['k'],Y,,,,f,23,
0,421,421,587,9,['k'],['k'],Y,,,,f,23,
0,422,422,344,9,['k'],['k'],Y,,,,f,23,
0,423,423,546,9,['k'],['k'],Y,,,,f,23,
0,424,424,421,9,['k'],['k'],Y,,,,f,23,
0,425,425,191,9,['d'],['d'],Y,,,,f,23,
0,426,426,216,9,['k'],['d'],N,,,,f,23,
0,427,427,522,9,['d'],['k'],N,,,,f,23,
0,428,428,582,9,['k'],['k'],Y,,,,f,23,
0,429,429,89,9,['k'],['d'],N,,,,f,23,
0,430,430,347,9,['k'],['k'],Y,,,,f,23,
0,431,431,520,9,['k'],['k'],Y,,,,f,23,
0,432,432,338,9,['k'],['k'],Y,,,,f,23,
0,433,433,360,9,['k'],['k'],Y,,,,f,23,
0,434,434,318,9,['k'],['k'],Y,,,,f,23,
0,435,435,490,9,['k'],['k'],Y,,,,f,23,
0,436,436,85,9,['k'],['d'],N,,,,f,23,
0,437,437,365,9,['k'],['k'],Y,,,,f,23,
0,438,438,208,9,['k'],['d'],N,,,,f,23,
0,439,439,495,9,['d'],['k'],N,,,,f,23,
0,440,440,25,9,['d'],['d'],Y,,,,f,23,
0,441,441,135,9,['d'],['d'],Y,,,,f,23,
0,442,442,173,9,['k'],['d'],N,,,,f,23,
0,443,443,530,9,['k'],['k'],Y,,,,f,23,
0,444,444,134,9,['d'],['d'],Y,,,,f,23,
0,445,445,181,9,['k'],['d'],N,,,,f,23,
0,446,446,543,9,['k'],['k'],Y,,,,f,23,
0,447,447,137,9,['k'],['d'],N,,,,f,23,
0,448,448,480,9,['k'],['k'],Y,,,,f,23,
0,449,449,33,9,['d'],['d'],Y,,,,f,23,
0,450,450,336,10,['k'],['k'],Y,,,,f,23,
0,451,451,252,10,['d'],['d'],Y,,,,f,23,
0,452,452,553,10,['k'],['k'],Y,,,,f,23,
0,453,453,101,10,['d'],['d'],Y,,,,f,23,
0,454,454,303,10,['k'],['k'],Y,,,,f,23,
0,455,455,330,10,['k'],['k'],Y,,,,f,23,
0,456,456,228,10,['d'],['d'],Y,,,,f,23,
0,457,457,186,10,['k'],['d'],N,,,,f,23,
0,458,458,254,10,['d'],['d'],Y,,,,f,23,
0,459,459,379,10,['d'],['k'],N,,,,f,23,
0,460,460,396,10,['k'],['k'],Y,,,,f,23,
0,461,461,26,10,['k'],['d'],N,,,,f,23,
0,462,462,548,10,['k'],['k'],Y,,,,f,23,
0,463,463,473,10,['k'],['k'],Y,,,,f,23,
0,464,464,442,10,['k'],['k'],Y,,,,f,23,
0,465,465,99,10,['d'],['d'],Y,,,,f,23,
0,466,466,311,10,['d'],['k'],N,,,,f,23,
0,467,467,387,10,['k'],['k'],Y,,,,f,23,
0,468,468,122,10,['k'],['d'],N,,,,f,23,
0,469,469,541,10,['k'],['k'],Y,,,,f,23,
0,470,470,239,10,['d'],['d'],Y,,,,f,23,
0,471,471,356,10,['k'],['k'],Y,,,,f,23,
0,472,472,478,10,['k'],['k'],Y,,,,f,23,
0,473,473,506,10,['k'],['k'],Y,,,,f,23,
0,474,474,196,10,['k'],['d'],N,,,,f,23,
0,475,475,439,10,['d'],['k'],N,,,,f,23,
0,476,476,378,10,['k'],['k'],Y,,,,f,23,
0,477,477,69,10,['d'],['d'],Y,,,,f,23,
0,478,478,525,10,['k'],['k'],Y,,,,f,23,
0,479,479,483,10,['d'],['k'],N,,,,f,23,
