.thisRepN,.thisTrialN,.thisN,.thisIndex,.thisTrial,Block Number,Key pressed,Category,Correct?,Int Match?,Int Response,Int Correct?,Line Accuracy,Interference Accuracy,Matching Interferences,New instruction shown?,Buttons switched?,Fast?,gender,age,
0,0,0,5,5,1,['d'],['d'],Y,,,,,,,,,,Female,20,
0,1,1,8,8,1,['k'],['d'],N,,,,,,,,,,Female,20,
0,2,2,9,9,1,['k'],['d'],N,Y,['space'],Y,,,,,,,Female,20,
0,3,3,10,10,1,['d'],['k'],N,Y,['space'],Y,,,,,,,Female,20,
0,4,4,1,1,1,['d'],['d'],Y,N,None,Y,,,,,,,Female,20,
0,5,5,4,4,1,['k'],['k'],Y,N,['k'],N,,,,,,,Female,20,
0,6,6,6,6,1,['k'],['d'],N,N,None,Y,,,,,,,Female,20,
0,7,7,9,9,1,['k'],['k'],Y,Y,['space'],Y,,,,,,,Female,20,
0,8,8,8,8,1,['d'],['d'],Y,N,None,Y,,,,,,,Female,20,
0,9,9,2,2,1,['d'],['d'],Y,Y,None,N,,,,,,,Female,20,
0,10,10,10,10,1,['k'],['k'],Y,Y,['space'],Y,,,,,,,Female,20,
1,0,11,6,6,1,['k'],['k'],Y,N,None,Y,,,,,,,Female,20,
1,1,12,6,6,1,['k'],['k'],Y,Y,None,N,,,,,,,Female,20,
1,2,13,6,6,1,['k'],['k'],Y,N,None,Y,,,,,,,Female,20,
1,3,14,8,8,1,['d'],['k'],N,Y,None,N,,,,,,,Female,20,
1,4,15,7,7,1,['d'],['d'],Y,Y,['space'],Y,,,,,,,Female,20,
1,5,16,9,9,1,['k'],['k'],Y,Y,['space'],Y,,,,,,,Female,20,
1,6,17,3,3,1,['d'],['k'],N,N,None,Y,,,,,,,Female,20,
1,7,18,4,4,1,['k'],['k'],Y,Y,['space'],Y,,,,,,,Female,20,
1,8,19,4,4,1,['d'],['d'],Y,Y,['space'],Y,,,,,,,Female,20,
1,9,20,7,7,1,['k'],['k'],Y,N,['space'],N,,,,,,,Female,20,
1,10,21,10,10,1,['k'],['d'],N,N,None,Y,,,,,,,Female,20,
2,0,22,5,5,1,['d'],['k'],N,Y,None,N,,,,,,,Female,20,
2,1,23,0,0,1,['d'],['k'],N,N,None,Y,,,,,,,Female,20,
2,2,24,2,2,1,['k'],['k'],Y,Y,['space'],Y,,,,,,,Female,20,
2,3,25,0,0,1,['d'],['k'],N,N,None,Y,,,,,,,Female,20,
2,4,26,10,10,1,['k'],['k'],Y,Y,['space'],Y,,,,,,,Female,20,
2,5,27,3,3,1,['d'],['d'],Y,N,None,Y,,,,,,,Female,20,
2,6,28,5,5,1,['k'],['k'],Y,N,None,Y,,,,,,,Female,20,
2,7,29,6,6,1,['d'],['d'],Y,Y,['space'],Y,,,,,,,Female,20,
2,8,30,5,5,1,['k'],['k'],Y,N,None,Y,,,,,,,Female,20,
2,9,31,0,0,1,['d'],['d'],Y,N,None,Y,,,,,,,Female,20,
2,10,32,7,7,1,['k'],['k'],Y,Y,['space'],Y,,,,,,,Female,20,
3,0,33,7,7,1,['k'],['k'],Y,Y,['space'],Y,,,,,,,Female,20,
3,1,34,1,1,1,['d'],['k'],N,Y,None,N,,,,,,,Female,20,
3,2,35,4,4,1,['k'],['k'],Y,Y,['space'],Y,,,,,,,Female,20,
3,3,36,0,0,1,['k'],['k'],Y,Y,['space'],Y,,,,,,,Female,20,
3,4,37,0,0,1,['k'],['d'],N,N,['space'],N,,,,,,,Female,20,
