.thisRepN,.thisTrialN,.thisN,.thisIndex,.thisTrial,Block Number,Key pressed,Category,Correct?,Int Match?,Int Response,Int Correct?,Line Accuracy,Interference Accuracy,Matching Interferences,New instruction shown?,Buttons switched?,Fast?,gender,age,
0,0,0,5,5,1,['k'],['k'],Y,,,,,,,,,,m,20,
0,1,1,10,10,1,['d'],['k'],N,,,,,,,,,,m,20,
0,2,2,7,7,1,['k'],['k'],Y,Y,None,N,,,,,,,m,20,
0,3,3,12,12,1,['k'],['d'],N,Y,['space'],Y,,,,,,,m,20,
0,4,4,0,0,1,['k'],['k'],Y,Y,None,N,,,,,,,m,20,
0,5,5,12,12,1,['k'],['k'],Y,Y,None,N,,,,,,,m,20,
0,6,6,5,5,1,['d'],['d'],Y,N,None,Y,,,,,,,m,20,
0,7,7,9,9,1,['k'],['k'],Y,Y,None,N,,,,,,,m,20,
0,8,8,12,12,1,['k'],['d'],N,Y,None,N,,,,,,,m,20,
0,9,9,10,10,1,['k'],['k'],Y,Y,['space'],Y,,,,,,,m,20,
0,10,10,8,8,1,['k'],['k'],Y,Y,None,N,,,,,,,m,20,
0,11,11,1,1,1,['d'],['k'],N,N,None,Y,,,,,,,m,20,
0,12,12,9,9,1,['k'],['k'],Y,N,None,Y,,,,,,,m,20,
0,13,13,13,13,1,['k'],['d'],N,Y,['space'],Y,,,,,,,m,20,
0,14,14,1,1,1,['k'],['d'],N,Y,None,N,,,,,,,m,20,
1,0,15,1,1,1,['k'],['d'],N,Y,None,N,,,,,,,m,20,
1,1,16,11,11,1,['k'],['d'],N,Y,['space'],Y,,,,,,,m,20,
1,2,17,5,5,1,['d'],['d'],Y,N,None,Y,,,,,,,m,20,
1,3,18,7,7,1,['d'],['k'],N,Y,['space'],Y,,,,,,,m,20,
1,4,19,1,1,1,['k'],['d'],N,N,['space'],N,,,,,,,m,20,
1,5,20,7,7,1,['k'],['k'],Y,N,['space'],N,,,,,,,m,20,
1,6,21,2,2,1,['k'],['k'],Y,N,None,Y,,,,,,,m,20,
1,7,22,6,6,1,['d'],['k'],N,Y,None,N,,,,,,,m,20,
1,8,23,0,0,1,['k'],['d'],N,N,None,Y,,,,,,,m,20,
1,9,24,11,11,1,['k'],['k'],Y,N,None,Y,,,,,,,m,20,
1,10,25,8,8,1,['k'],['d'],N,Y,['space'],Y,,,,,,,m,20,
1,11,26,2,2,1,['k'],['d'],N,N,None,Y,,,,,,,m,20,
1,12,27,6,6,1,['k'],['d'],N,Y,['space'],Y,,,,,,,m,20,
1,13,28,12,12,1,['k'],['d'],N,N,None,Y,,,,,,,m,20,
1,14,29,8,8,1,['k'],['k'],Y,Y,['space'],Y,,,,,,,m,20,
2,0,30,6,6,1,['k'],['k'],Y,N,None,Y,,,,,,,m,20,
2,1,31,14,14,1,['d'],['d'],Y,Y,['space'],Y,,,,,,,m,20,
2,2,32,11,11,1,['k'],['d'],N,Y,['space'],Y,,,,,,,m,20,
2,3,33,13,13,1,['k'],['d'],N,N,None,Y,,,,,,,m,20,
2,4,34,0,0,1,['k'],['k'],Y,Y,None,N,,,,,,,m,20,
2,5,35,13,13,1,['d'],['d'],Y,N,['space'],N,,,,,,,m,20,
2,6,36,11,11,1,['k'],['k'],Y,Y,['space'],Y,,,,,,,m,20,
2,7,37,14,14,1,['k'],['k'],Y,Y,['space'],Y,,,,,,,m,20,
2,8,38,13,13,1,['d'],['d'],Y,N,None,Y,,,,,,,m,20,
2,9,39,7,7,1,['d'],['d'],Y,N,None,Y,,,,,,,m,20,
2,10,40,11,11,1,['k'],['d'],N,N,None,Y,,,,,,,m,20,
2,11,41,9,9,1,['k'],['k'],Y,N,['space'],N,,,,,,,m,20,
2,12,42,0,0,1,['k'],['k'],Y,N,['space'],N,,,,,,,m,20,
2,13,43,4,4,1,['k'],['d'],N,N,None,Y,,,,,,,m,20,
2,14,44,7,7,1,['k'],['d'],N,Y,['space'],Y,,,,,,,m,20,
3,0,45,10,10,1,['d'],['d'],Y,Y,['space'],Y,,,,,,,m,20,
3,1,46,10,10,1,['k'],['k'],Y,N,None,Y,,,,,,,m,20,
