.thisRepN,.thisTrialN,.thisN,.thisIndex,.thisTrial,Block Number,Key pressed,Category,Correct?,Int Match?,Int Response,Int Correct?,Line Accuracy,Interference Accuracy,Matching Interferences,New instruction shown?,Buttons switched?,Fast?,gender,age,
0,0,0,10,10,1,['k'],['d'],N,,,,,,,,,,F,20,
0,1,1,7,7,1,['k'],['k'],Y,,,,,,,,,,F,20,
0,2,2,6,6,1,['k'],['k'],Y,N,None,Y,,,,,,,F,20,
0,3,3,3,3,1,['k'],['d'],N,N,None,Y,,,,,,,F,20,
0,4,4,2,2,1,['k'],['d'],N,N,['space'],N,,,,,,,F,20,
0,5,5,4,4,1,None,,Timed out,Y,['f'],N,,,,,,,F,20,
0,6,6,0,0,1,['k'],['d'],N,N,None,Y,,,,,,,F,20,
0,7,7,0,0,1,['d'],['d'],Y,N,['space'],N,,,,,,,F,20,
0,8,8,10,10,1,['k'],['k'],Y,Y,['space'],Y,,,,,,,F,20,
0,9,9,3,3,1,['d'],['k'],N,Y,['space'],Y,,,,,,,F,20,
0,10,10,7,7,1,['k'],['d'],N,Y,['space'],Y,,,,,,,F,20,
1,0,11,5,5,1,['d'],['k'],N,N,None,Y,,,,,,,F,20,
1,1,12,1,1,1,['k'],['d'],N,Y,['space'],Y,,,,,,,F,20,
1,2,13,8,8,1,['k'],['d'],N,N,None,Y,,,,,,,F,20,
1,3,14,6,6,1,['d'],['d'],Y,N,['space'],N,,,,,,,F,20,
1,4,15,4,4,1,['k'],['d'],N,Y,['space'],Y,,,,,,,F,20,
1,5,16,10,10,1,['d'],['d'],Y,N,['space'],N,,,,,,,F,20,
1,6,17,2,2,1,['d'],['d'],Y,N,None,Y,,,,,,,F,20,
1,7,18,7,7,1,['k'],['k'],Y,N,None,Y,,,,,,,F,20,
1,8,19,2,2,1,['d'],['d'],Y,Y,['space'],Y,,,,,,,F,20,
1,9,20,6,6,1,['k'],['d'],N,N,['space'],N,,,,,,,F,20,
1,10,21,8,8,1,['d'],['k'],N,N,['space'],N,,,,,,,F,20,
2,0,22,1,1,1,['d'],['k'],N,N,None,Y,,,,,,,F,20,
2,1,23,3,3,1,['k'],['d'],N,Y,['space'],Y,,,,,,,F,20,
2,2,24,5,5,1,['d'],['k'],N,N,['space'],N,,,,,,,F,20,
2,3,25,3,3,1,['k'],['d'],N,Y,['space'],Y,,,,,,,F,20,
2,4,26,0,0,1,['d'],['d'],Y,N,None,Y,,,,,,,F,20,
2,5,27,5,5,1,['d'],['k'],N,N,['space'],N,,,,,,,F,20,
2,6,28,5,5,1,['k'],['d'],N,Y,['space'],Y,,,,,,,F,20,
2,7,29,1,1,1,['d'],['k'],N,Y,None,N,,,,,,,F,20,
2,8,30,2,2,1,['d'],['d'],Y,Y,['space'],Y,,,,,,,F,20,
2,9,31,1,1,1,['k'],['k'],Y,N,['space'],N,,,,,,,F,20,
2,10,32,3,3,1,['d'],['k'],N,Y,['space'],Y,,,,,,,F,20,
3,0,33,3,3,1,['d'],['k'],N,N,None,Y,,,,,,,F,20,
3,1,34,10,10,1,['k'],['d'],N,Y,['space'],Y,,,,,,,F,20,
3,2,35,4,4,1,['d'],['d'],Y,Y,None,N,,,,,,,F,20,
3,3,36,6,6,1,['d'],['d'],Y,Y,['space'],Y,,,,,,,F,20,
3,4,37,7,7,1,['k'],['d'],N,Y,None,N,,,,,,,F,20,
3,5,38,3,3,1,['d'],['k'],N,N,['space'],N,,,,,,,F,20,
3,6,39,3,3,1,['d'],['d'],Y,Y,['k'],N,,,,,,,F,20,
3,7,40,9,9,1,['d'],['k'],N,Y,None,N,,,,,,,F,20,
3,8,41,3,3,1,['k'],['k'],Y,Y,None,N,,,,,,,F,20,
3,9,42,3,3,1,['d'],['k'],N,N,None,Y,,,,,,,F,20,
3,10,43,1,1,1,['k'],['d'],N,N,None,Y,,,,,,,F,20,
4,0,44,9,9,1,['d'],['d'],Y,N,None,Y,,,,,,,F,20,
4,1,45,9,9,1,['k'],['k'],Y,N,None,Y,,,,,,,F,20,
4,2,46,7,7,1,['d'],['d'],Y,Y,['space'],Y,,,,,,,F,20,
4,3,47,9,9,1,['d'],['d'],Y,N,None,Y,,,,,,,F,20,
4,4,48,10,10,1,['k'],['k'],Y,N,None,Y,,,,,,,F,20,
4,5,49,4,4,1,['d'],['d'],Y,N,None,Y,22,31,21,,,,F,20,
4,6,50,0,0,2,['k'],['k'],Y,,,,,,,,,,F,20,
4,7,51,0,0,2,['d'],['k'],N,,,,,,,,,,F,20,
4,8,52,5,5,2,['d'],['k'],N,N,None,Y,,,,,,,F,20,
